year,term,estimate,std.error,statistic,p.value,conf.low,conf.high
1971,k,0.008187728451013612,9.204809006735052e-4,8.895055231480356,1.8879157966713013e-15,0.006368745438250865,0.010006711463776359
1971,pop,252084.088925793,64338.17889207127,3.9181104169682777,1.3593582947005322e-4,124943.96641902634,379224.21143255965
1971,t,354.7232590625383,25.369528952832233,13.98225641958312,7.529390655783226e-29,304.58996224646154,404.8565558786151
1972,k,0.008741159600345935,0.0011855367700106716,7.373166165286675,1.7848632355825286e-11,0.006395546065330623,0.011086773135361246
1972,pop,339716.85101462057,116592.64187061839,2.9137074652755595,0.004211318916673868,109035.45354733357,570398.2484819075
1972,t,352.85856389606937,30.274433560499993,11.655331657681453,6.879599717341264e-22,292.95985563095894,412.7572721611798
1973,k,0.014135917799312624,0.0012822111424203105,11.024641208958432,4.05387926912657e-20,0.011598062779830928,0.01667377281879432
1973,pop,136242.7193322497,19107.94303461391,7.13016147711174,7.29576990078815e-11,98422.74761462043,174062.69104987895
1973,t,280.11234249440264,9.58540440671613,29.222798601813665,1.8845319042516123e-57,261.140142142573,299.0845428462323
1974,k,0.016003870562704935,0.0012624055455896736,12.67728157454305,6.839285093545373e-24,0.013504395439447276,0.018503345685962593
1974,pop,168375.28315894373,16396.005286678785,10.269286952215312,3.884918276891604e-18,135912.33376995625,200838.2325479312
1974,t,244.58574051868447,6.38732297033971,38.29237094389109,4.0354979300078604e-69,231.9392855626275,257.23219547474145
1975,k,0.04008048323793702,0.00183630855318619,21.826660431545193,7.573586492083406e-49,0.03645268984490109,0.043708276630972945
1975,pop,46722.774682875344,931.557764753473,50.15553135906718,6.918722736863087e-97,44882.39818496045,48563.151180790235
1975,t,245.7889738802838,0.761822759115899,322.63275274884637,1.1399942960531448e-218,244.28392421562387,247.29402354494374
1976,k,0.03826679190245742,0.002169228449680317,17.640738534522203,4.4716180452211634e-37,0.03397729185943271,0.04255629194548213
1976,pop,85560.22174014359,2642.402789739451,32.37970459022264,4.608115751011225e-66,80335.05198822264,90785.39149206455
1976,t,240.85479235553652,1.1003758485568556,218.88411370661933,3.1949149733488405e-176,238.67887480733012,243.03070990374292
1977,k,0.16358985270851129,0.016934734082347254,9.660018983057853,1.725528061165203e-16,0.13004227492311216,0.19713743049391041
1977,pop,39434.55701983639,1014.0066785213817,38.88983953965631,1.2341038668303502e-67,37425.817599589456,41443.29644008333
1977,t,241.01964117334128,0.42322694583541237,569.4808507468491,9.613162934678755e-199,240.18123185334548,241.8580504933371
1978,k,0.016461948437916825,0.0013140414550603515,12.527723820677148,3.877602674144691e-25,0.01386566674515643,0.019058230130677218
1978,pop,100706.70613082874,6718.7306282400805,14.988948315257591,1.0875984599539374e-31,87431.8453861294,113981.56687552808
1978,t,240.51884438562308,4.788644152513648,50.226919504839444,3.885132751883031e-96,231.05744642253958,249.98024234870658
1979,k,0.030566203277540834,0.0013496469132524625,22.647555429057004,1.0052118491844701e-50,0.027899853907042547,0.03323255264803912
1979,pop,90550.71693240515,1652.5623670782086,54.79412985332721,1.8655261225084763e-102,87285.9307250633,93815.503139747
1979,t,224.47028142902997,0.9468417535945315,237.0726476487384,3.098703727856119e-198,222.59971003078604,226.3408528272739
1980,k,0.016729059056848874,0.0022906558534887653,7.30317434256648,4.235552432965791e-11,0.012190856669738704,0.021267261443959046
1980,pop,299267.9820278942,69485.79703180921,4.306894283602953,3.545345373112386e-5,161604.08569020018,436931.87836558814
1980,t,283.37487045354607,12.914111575756042,21.943040277391766,1.5094242838885396e-42,257.78968624036867,308.96005466672347
1981,k,0.039918969400551674,0.0035703928954845462,11.18055367268878,8.625795480918145e-21,0.03285588057450984,0.04698205822659351
1981,pop,124500.09308486128,8864.876333677132,14.044199647985264,6.632804477271107e-28,106963.25307606996,142036.9330936526
1981,t,264.31322502549585,2.1495750995696503,122.96068422006374,3.317420170171661e-137,260.0608527205572,268.5655973304345
1982,k,0.012249014055948144,0.002530677143330656,4.840212070602994,4.572558911198785e-6,0.007230012815582737,0.01726801529631355
1982,pop,1086889.518002218,728553.1558561673,1.491846558162181,0.13879591239414635,-358023.83356886636,2531802.8695733026
1982,t,353.4993227206444,36.96571466762667,9.562897022256875,6.940030072176932e-16,280.18654623441415,426.8120992068746
1983,k,0.022823670138291768,0.001090166267737297,20.935953362108343,4.1749796818417835e-45,0.020668486115755034,0.0249788541608285
1983,pop,161418.97313513982,4131.494486645925,39.070359081172285,1.6214360855673986e-77,153251.29158937072,169586.65468090892
