"","year","run_95","julian","std.error","statistic","p.value","k","pop","t","date","count","Year","cumsum","fit","fit_count","fit_run","fit_cumsum","julian95","alpha"
"1",1988,211,115,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,4.92311142567823e-168,0,0,0,NA,0.8
"2",1988,211,116,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.52282032145372e-154,0,0,0,NA,0.8
"3",1988,211,117,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,4.12016316503141e-142,0,0,0,NA,0.8
"4",1988,211,118,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.18041356230575e-130,0,0,0,NA,0.8
"5",1988,211,119,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,4.27066227503637e-120,0,0,0,NA,0.8
"6",1988,211,120,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,2.29501411290486e-110,0,0,0,NA,0.8
"7",1988,211,121,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,2.12747068352032e-101,0,0,0,NA,0.8
"8",1988,211,122,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,3.90475444539108e-93,0,0,0,NA,0.8
"9",1988,211,123,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.61118013464303e-85,0,0,0,NA,0.8
"10",1988,211,124,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.68017988949429e-78,0,0,0,NA,0.8
"11",1988,211,125,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,4.9326699592883e-72,0,0,0,NA,0.8
"12",1988,211,126,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,4.50299213622999e-66,0,0,0,NA,0.8
"13",1988,211,127,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.40089206344749e-60,0,0,0,NA,0.8
"14",1988,211,128,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.61608018126448e-55,0,0,0,NA,0.8
"15",1988,211,129,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,7.47256944568729e-51,0,0,0,NA,0.8
"16",1988,211,130,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.48788452735493e-46,0,0,0,NA,0.8
"17",1988,211,131,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.36289158215349e-42,0,0,0,NA,0.8
"18",1988,211,132,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,6.10373437616855e-39,0,0,0,NA,0.8
"19",1988,211,133,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.41366658448929e-35,0,0,0,NA,0.8
"20",1988,211,134,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.78311085980233e-32,0,0,0,NA,0.8
"21",1988,211,135,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.28466738915723e-29,0,0,0,NA,0.8
"22",1988,211,136,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,5.52409773861224e-27,0,0,0,NA,0.8
"23",1988,211,137,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.47628852560023e-24,0,0,0,NA,0.8
"24",1988,211,138,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,2.54520235534259e-22,0,0,0,NA,0.8
"25",1988,211,139,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,2.92985204481363e-20,0,0,0,NA,0.8
"26",1988,211,140,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,2.32434897942358e-18,0,0,0,NA,0.8
"27",1988,211,141,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.30848857243166e-16,0,0,0,NA,0.8
"28",1988,211,142,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,5.36954570089172e-15,0,0,0,NA,0.8
"29",1988,211,143,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,1.64654497645075e-13,0,0,0,NA,0.8
"30",1988,211,144,196.628088372029,256.336148049955,1.94366987331722e-37,0.0816838185897751,48223.4578910603,188.227167963085,NA,NA,"1988",NA,3.86013788431561e-12,0,0,0,NA,0.8
