weir,stat_week,date,species,count_type,maturity,count,comments
Situk Lower,24,6/17/1989,Steelhead trout,Downstream migration,Adult,218,
Situk Lower,25,6/18/1989,Chinook,Counted live,Adult,2,
Situk Lower,25,6/18/1989,Chinook,Counted live,Jack,1,
Situk Lower,25,6/18/1989,Sockeye,Counted live,Adult,1317,
Situk Lower,25,6/18/1989,Steelhead trout,Carcass count,Adult,1,
Situk Lower,25,6/18/1989,Steelhead trout,Downstream migration,Adult,87,
Situk Lower,25,6/19/1989,Chinook,Counted live,Adult,10,
Situk Lower,25,6/19/1989,Chinook,Counted live,Jack,22,
Situk Lower,25,6/19/1989,Sockeye,Counted live,Adult,1506,
Situk Lower,25,6/19/1989,Steelhead trout,Carcass count,Adult,1,
Situk Lower,25,6/19/1989,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,25,6/20/1989,Chinook,Counted live,Adult,3,
Situk Lower,25,6/20/1989,Chinook,Counted live,Jack,8,
Situk Lower,25,6/20/1989,Sockeye,Counted live,Adult,640,
Situk Lower,25,6/20/1989,Steelhead trout,Carcass count,Adult,2,
Situk Lower,25,6/21/1989,Chinook,Counted live,Adult,11,
Situk Lower,25,6/21/1989,Chinook,Counted live,Jack,19,
Situk Lower,25,6/21/1989,Sockeye,Counted live,Adult,2968,
Situk Lower,25,6/21/1989,Steelhead trout,Downstream migration,Adult,5,
Situk Lower,25,6/22/1989,Chinook,Counted live,Adult,2,
Situk Lower,25,6/22/1989,Chinook,Counted live,Jack,2,
Situk Lower,25,6/22/1989,Chum,Counted live,Adult,1,
Situk Lower,25,6/22/1989,Sockeye,Counted live,Adult,880,
Situk Lower,25,6/22/1989,Steelhead trout,Carcass count,Adult,1,
Situk Lower,25,6/22/1989,Steelhead trout,Downstream migration,Adult,146,
Situk Lower,25,6/23/1989,Chinook,Counted live,Adult,4,
Situk Lower,25,6/23/1989,Chinook,Counted live,Jack,12,
Situk Lower,25,6/23/1989,Sockeye,Counted live,Adult,1649,
Situk Lower,25,6/23/1989,Steelhead trout,Carcass count,Adult,1,
Situk Lower,25,6/23/1989,Steelhead trout,Downstream migration,Adult,104,
Situk Lower,25,6/24/1989,Chinook,Counted live,Adult,5,
Situk Lower,25,6/24/1989,Chinook,Counted live,Jack,18,
Situk Lower,25,6/24/1989,Sockeye,Counted live,Adult,2297,
Situk Lower,25,6/24/1989,Steelhead trout,Carcass count,Adult,2,
Situk Lower,25,6/24/1989,Steelhead trout,Downstream migration,Adult,276,
Situk Lower,26,6/25/1989,Chinook,Counted live,Adult,37,5 NM king
Situk Lower,26,6/25/1989,Chinook,Counted live,Jack,25,5 NM king
Situk Lower,26,6/25/1989,Sockeye,Counted live,Adult,2247,5 NM king
Situk Lower,26,6/25/1989,Steelhead trout,Carcass count,Adult,3,5 NM king
Situk Lower,26,6/25/1989,Steelhead trout,Counted live,Jack,3,5 NM king
Situk Lower,26,6/25/1989,Steelhead trout,Downstream migration,Adult,296,5 NM king
Situk Lower,26,6/26/1989,Chinook,Counted live,Adult,3,2 NM king
Situk Lower,26,6/26/1989,Chinook,Counted live,Jack,6,2 NM king
Situk Lower,26,6/26/1989,Sockeye,Counted live,Adult,504,2 NM king
Situk Lower,26,6/26/1989,Steelhead trout,Carcass count,Adult,2,2 NM king
Situk Lower,26,6/27/1989,Chinook,Counted live,Adult,19,6 NM king
Situk Lower,26,6/27/1989,Chinook,Counted live,Jack,28,6 NM king
Situk Lower,26,6/27/1989,Sockeye,Counted live,Adult,5845,6 NM king
Situk Lower,26,6/27/1989,Steelhead trout,Carcass count,Adult,2,6 NM king
Situk Lower,26,6/27/1989,Steelhead trout,Counted live,Jack,2,6 NM king
Situk Lower,26,6/27/1989,Steelhead trout,Downstream migration,Adult,127,6 NM king
Situk Lower,26,6/28/1989,Chinook,Counted live,Adult,65,32 NM king
Situk Lower,26,6/28/1989,Chinook,Counted live,Jack,24,32 NM king
Situk Lower,26,6/28/1989,Sockeye,Counted live,Adult,5818,32 NM king
Situk Lower,26,6/28/1989,Steelhead trout,Carcass count,Adult,1,32 NM king
Situk Lower,26,6/28/1989,Steelhead trout,Downstream migration,Adult,56,32 NM king
Situk Lower,26,6/29/1989,Chinook,Counted live,Adult,8,14 NM king
Situk Lower,26,6/29/1989,Chinook,Counted live,Jack,13,14 NM king
Situk Lower,26,6/29/1989,Sockeye,Counted live,Adult,1254,14 NM king
Situk Lower,26,6/29/1989,Steelhead trout,Downstream migration,Adult,76,14 NM king
Situk Lower,26,6/30/1989,Chinook,Counted live,Adult,7,1 NM king
Situk Lower,26,6/30/1989,Chinook,Counted live,Jack,33,1 NM king
Situk Lower,26,6/30/1989,Sockeye,Counted live,Adult,1120,1 NM king
Situk Lower,26,6/30/1989,Steelhead trout,Carcass count,Adult,1,1 NM king
Situk Lower,26,6/30/1989,Steelhead trout,Downstream migration,Adult,2,1 NM king
Situk Lower,26,7/1/1989,Chinook,Counted live,Adult,12,1 NM king
Situk Lower,26,7/1/1989,Chinook,Counted live,Jack,21,1 NM king
Situk Lower,26,7/1/1989,Sockeye,Counted live,Adult,1393,1 NM king
Situk Lower,26,7/1/1989,Steelhead trout,Carcass count,Adult,1,1 NM king
Situk Lower,27,7/2/1989,Chinook,Counted live,Adult,12,279 SH down
Situk Lower,27,7/2/1989,Chinook,Counted live,Jack,51,279 SH down
Situk Lower,27,7/2/1989,Sockeye,Counted live,Adult,1449,279 SH down
Situk Lower,27,7/2/1989,Steelhead trout,Downstream migration,Adult,279,279 SH down
Situk Lower,27,7/3/1989,Chinook,Counted live,Adult,10,2 NM king
Situk Lower,27,7/3/1989,Chinook,Counted live,Jack,40,2 NM king
Situk Lower,27,7/3/1989,Sockeye,Counted live,Adult,1911,2 NM king
Situk Lower,27,7/3/1989,Steelhead trout,Carcass count,Adult,2,2 NM king
Situk Lower,27,7/3/1989,Steelhead trout,Downstream migration,Adult,16,2 NM king
Situk Lower,27,7/4/1989,Chinook,Carcass count,Adult,1,26 NM king
Situk Lower,27,7/4/1989,Chinook,Counted live,Adult,27,26 NM king
Situk Lower,27,7/4/1989,Chinook,Counted live,Jack,57,26 NM king
Situk Lower,27,7/4/1989,Sockeye,Counted live,Adult,3438,26 NM king
Situk Lower,27,7/4/1989,Steelhead trout,Carcass count,Adult,1,26 NM king
Situk Lower,27,7/4/1989,Steelhead trout,Downstream migration,Adult,22,26 NM king
Situk Lower,27,7/5/1989,Chinook,Counted live,Adult,6,4 NM king
Situk Lower,27,7/5/1989,Chinook,Counted live,Jack,42,4 NM king
Situk Lower,27,7/5/1989,Sockeye,Counted live,Adult,1374,4 NM king
Situk Lower,27,7/5/1989,Steelhead trout,Downstream migration,Adult,20,4 NM king
Situk Lower,27,7/6/1989,Chinook,Counted live,Jack,3,
Situk Lower,27,7/6/1989,Sockeye,Counted live,Adult,76,
Situk Lower,27,7/6/1989,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,27,7/7/1989,Chinook,Counted live,Adult,9,8 NM king
Situk Lower,27,7/7/1989,Chinook,Counted live,Jack,56,8 NM king
Situk Lower,27,7/7/1989,Sockeye,Counted live,Adult,1684,8 NM king
Situk Lower,27,7/7/1989,Steelhead trout,Carcass count,Adult,1,8 NM king
Situk Lower,27,7/7/1989,Steelhead trout,Downstream migration,Adult,28,8 NM king
Situk Lower,27,7/8/1989,Chinook,Counted live,Adult,6,2 NM king
Situk Lower,27,7/8/1989,Chinook,Counted live,Jack,40,2 NM king
Situk Lower,27,7/8/1989,Pink,Counted live,Adult,6,2 NM king
Situk Lower,27,7/8/1989,Sockeye,Counted live,Adult,930,2 NM king
Situk Lower,28,7/9/1989,Chinook,Counted live,Adult,14,1 NM king
Situk Lower,28,7/9/1989,Chinook,Counted live,Jack,56,1 NM king
Situk Lower,28,7/9/1989,Pink,Counted live,Adult,4,1 NM king
Situk Lower,28,7/9/1989,Sockeye,Counted live,Adult,3613,1 NM king
Situk Lower,28,7/9/1989,Steelhead trout,Downstream migration,Adult,41,1 NM king
Situk Lower,28,7/10/1989,Chinook,Counted live,Adult,77,65 NM king
Situk Lower,28,7/10/1989,Chinook,Counted live,Jack,96,65 NM king
Situk Lower,28,7/10/1989,Pink,Counted live,Adult,14,65 NM king
Situk Lower,28,7/10/1989,Sockeye,Counted live,Adult,4184,65 NM king
Situk Lower,28,7/10/1989,Steelhead trout,Downstream migration,Adult,76,65 NM king
Situk Lower,28,7/11/1989,Chinook,Counted live,Adult,15,10 NM king
Situk Lower,28,7/11/1989,Chinook,Counted live,Jack,40,10 NM king
Situk Lower,28,7/11/1989,Pink,Counted live,Adult,6,10 NM king
Situk Lower,28,7/11/1989,Sockeye,Counted live,Adult,2423,10 NM king
Situk Lower,28,7/11/1989,Steelhead trout,Carcass count,Adult,1,10 NM king
Situk Lower,28,7/12/1989,Chinook,Counted live,Adult,9,"1 SH down, 4 NM king"
Situk Lower,28,7/12/1989,Chinook,Counted live,Jack,52,"1 SH down, 4 NM king"
Situk Lower,28,7/12/1989,Pink,Counted live,Adult,4,"1 SH down, 4 NM king"
Situk Lower,28,7/12/1989,Sockeye,Counted live,Adult,1499,"1 SH down, 4 NM king"
Situk Lower,28,7/12/1989,Steelhead trout,Downstream migration,Adult,1,"1 SH down, 4 NM king"
Situk Lower,28,7/13/1989,Chinook,Counted live,Adult,16,6 NM king
Situk Lower,28,7/13/1989,Chinook,Counted live,Jack,31,6 NM king
Situk Lower,28,7/13/1989,Pink,Counted live,Adult,24,6 NM king
Situk Lower,28,7/13/1989,Sockeye,Counted live,Adult,1190,6 NM king
Situk Lower,28,7/13/1989,Steelhead trout,Carcass count,Adult,1,6 NM king
Situk Lower,28,7/13/1989,Steelhead trout,Downstream migration,Adult,8,6 NM king
Situk Lower,28,7/14/1989,Chinook,Counted live,Adult,12,9 NM king
Situk Lower,28,7/14/1989,Chinook,Counted live,Jack,41,9 NM king
Situk Lower,28,7/14/1989,Pink,Counted live,Adult,3,9 NM king
Situk Lower,28,7/14/1989,Sockeye,Counted live,Adult,548,9 NM king
Situk Lower,28,7/14/1989,Steelhead trout,Downstream migration,Adult,3,9 NM king
Situk Lower,28,7/15/1989,Chinook,Counted live,Jack,21,
Situk Lower,28,7/15/1989,Pink,Counted live,Adult,1,
Situk Lower,28,7/15/1989,Sockeye,Counted live,Adult,94,
Situk Lower,29,7/16/1989,Chinook,Counted live,Jack,15,
Situk Lower,29,7/16/1989,Pink,Counted live,Adult,3,
Situk Lower,29,7/16/1989,Sockeye,Counted live,Adult,601,
Situk Lower,29,7/16/1989,Steelhead trout,Downstream migration,Adult,10,
Situk Lower,29,7/17/1989,Chinook,Counted live,Adult,1,
Situk Lower,29,7/17/1989,Chinook,Counted live,Jack,25,
Situk Lower,29,7/17/1989,Pink,Counted live,Adult,25,
Situk Lower,29,7/17/1989,Sockeye,Counted live,Adult,472,
Situk Lower,29,7/18/1989,Chinook,Counted live,Adult,26,18 NM king
Situk Lower,29,7/18/1989,Chinook,Counted live,Jack,76,18 NM king
Situk Lower,29,7/18/1989,Pink,Counted live,Adult,115,18 NM king
Situk Lower,29,7/18/1989,Sockeye,Counted live,Adult,937,18 NM king
Situk Lower,29,7/18/1989,Steelhead trout,Downstream migration,Adult,4,18 NM king
Situk Lower,29,7/19/1989,Chinook,Counted live,Adult,17,14 NM king
Situk Lower,29,7/19/1989,Chinook,Counted live,Jack,74,14 NM king
Situk Lower,29,7/19/1989,Pink,Counted live,Adult,66,14 NM king
Situk Lower,29,7/19/1989,Sockeye,Counted live,Adult,1156,14 NM king
Situk Lower,29,7/19/1989,Steelhead trout,Downstream migration,Adult,140,14 NM king
Situk Lower,29,7/20/1989,Chinook,Counted live,Adult,16,3 NM king
Situk Lower,29,7/20/1989,Chinook,Counted live,Jack,58,3 NM king
Situk Lower,29,7/20/1989,Pink,Counted live,Adult,295,3 NM king
Situk Lower,29,7/20/1989,Sockeye,Counted live,Adult,1017,3 NM king
Situk Lower,29,7/20/1989,Steelhead trout,Downstream migration,Adult,17,3 NM king
Situk Lower,29,7/21/1989,Chinook,Counted live,Adult,16,10 NM king
Situk Lower,29,7/21/1989,Chinook,Counted live,Jack,41,10 NM king
Situk Lower,29,7/21/1989,Pink,Counted live,Adult,1487,10 NM king
Situk Lower,29,7/21/1989,Sockeye,Counted live,Adult,897,10 NM king
Situk Lower,29,7/21/1989,Steelhead trout,Downstream migration,Adult,1,10 NM king
Situk Lower,29,7/22/1989,Chinook,Counted live,Adult,1,1 NM king
Situk Lower,29,7/22/1989,Pink,Counted live,Adult,313,1 NM king
Situk Lower,29,7/22/1989,Sockeye,Counted live,Adult,110,1 NM king
Situk Lower,29,7/22/1989,Steelhead trout,Carcass count,Adult,1,1 NM king
Situk Lower,30,7/23/1989,Chinook,Counted live,Adult,3,3 NM kings
Situk Lower,30,7/23/1989,Chinook,Counted live,Jack,12,3 NM kings
Situk Lower,30,7/23/1989,Pink,Counted live,Adult,1589,3 NM kings
Situk Lower,30,7/23/1989,Sockeye,Counted live,Adult,951,3 NM kings
Situk Lower,30,7/24/1989,Pink,Counted live,Adult,350,
Situk Lower,30,7/24/1989,Sockeye,Counted live,Adult,70,
Situk Lower,30,7/24/1989,Steelhead trout,Carcass count,Adult,2,
Situk Lower,30,7/25/1989,Chinook,Counted live,Adult,7,5 NM king
Situk Lower,30,7/25/1989,Chinook,Counted live,Jack,17,5 NM king
Situk Lower,30,7/25/1989,Pink,Counted live,Adult,1596,5 NM king
Situk Lower,30,7/25/1989,Sockeye,Counted live,Adult,2758,5 NM king
Situk Lower,30,7/25/1989,Steelhead trout,Downstream migration,Adult,22,5 NM king
Situk Lower,30,7/26/1989,Chinook,Counted live,Adult,12,9 NM king
Situk Lower,30,7/26/1989,Chinook,Counted live,Jack,4,9 NM king
Situk Lower,30,7/26/1989,Pink,Counted live,Adult,2189,9 NM king
Situk Lower,30,7/26/1989,Sockeye,Counted live,Adult,1649,9 NM king
Situk Lower,30,7/26/1989,Steelhead trout,Downstream migration,Adult,8,9 NM king
Situk Lower,30,7/27/1989,Chinook,Counted live,Adult,31, 25 NM king
Situk Lower,30,7/27/1989,Chinook,Counted live,Jack,8, 25 NM king
Situk Lower,30,7/27/1989,Chum,Counted live,Adult,1, 25 NM king
Situk Lower,30,7/27/1989,Pink,Counted live,Adult,12711, 25 NM king
Situk Lower,30,7/27/1989,Sockeye,Counted live,Adult,1136, 25 NM king
Situk Lower,30,7/27/1989,Steelhead trout,Downstream migration,Adult,6, 25 NM king
Situk Lower,30,7/28/1989,Chinook,Counted live,Adult,32,22 NM king
Situk Lower,30,7/28/1989,Chinook,Counted live,Jack,7,22 NM king
Situk Lower,30,7/28/1989,Chum,Counted live,Adult,11,22 NM king
Situk Lower,30,7/28/1989,Pink,Counted live,Adult,17206,22 NM king
Situk Lower,30,7/28/1989,Sockeye,Counted live,Adult,2267,22 NM king
Situk Lower,30,7/28/1989,Steelhead trout,Downstream migration,Adult,11,22 NM king
Situk Lower,30,7/29/1989,Chinook,Counted live,Adult,27,26 NM king
Situk Lower,30,7/29/1989,Chinook,Counted live,Jack,1,26 NM king
Situk Lower,30,7/29/1989,Chum,Counted live,Adult,29,26 NM king
Situk Lower,30,7/29/1989,Pink,Counted live,Adult,21934,26 NM king
Situk Lower,30,7/29/1989,Sockeye,Counted live,Adult,1654,26 NM king
Situk Lower,31,7/30/1989,Chinook,Counted live,Adult,2,2 NM king
Situk Lower,31,7/30/1989,Chinook,Counted live,Jack,1,2 NM king
Situk Lower,31,7/30/1989,Chum,Counted live,Adult,15,2 NM king
Situk Lower,31,7/30/1989,Pink,Counted live,Adult,8789,2 NM king
Situk Lower,31,7/30/1989,Sockeye,Counted live,Adult,473,2 NM king
Situk Lower,31,7/30/1989,Steelhead trout,Downstream migration,Adult,113,2 NM king
Situk Lower,31,7/31/1989,Chinook,Counted live,Jack,4,
Situk Lower,31,7/31/1989,Chum,Counted live,Adult,7,
Situk Lower,31,7/31/1989,Pink,Counted live,Adult,6850,
Situk Lower,31,7/31/1989,Sockeye,Counted live,Adult,458,
Situk Lower,31,7/31/1989,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,31,8/1/1989,Chinook,Counted live,Adult,1,1 NM king
Situk Lower,31,8/1/1989,Chinook,Counted live,Jack,1,1 NM king
Situk Lower,31,8/1/1989,Chum,Counted live,Adult,5,1 NM king
Situk Lower,31,8/1/1989,Pink,Counted live,Adult,10226,1 NM king
Situk Lower,31,8/1/1989,Sockeye,Counted live,Adult,737,1 NM king
Situk Lower,31,8/2/1989,Chinook,Counted live,Adult,2,"2 NM king,"
Situk Lower,31,8/2/1989,Chinook,Counted live,Jack,2,"2 NM king,"
Situk Lower,31,8/2/1989,Chum,Counted live,Adult,16,"2 NM king,"
Situk Lower,31,8/2/1989,Pink,Counted live,Adult,26487,"2 NM king,"
Situk Lower,31,8/2/1989,Sockeye,Counted live,Adult,1188,"2 NM king,"
Situk Lower,31,8/3/1989,Chinook,Counted live,Adult,3,1 NM king
Situk Lower,31,8/3/1989,Chinook,Counted live,Jack,1,1 NM king
Situk Lower,31,8/3/1989,Chum,Counted live,Adult,20,1 NM king
Situk Lower,31,8/3/1989,Coho,Counted live,Adult,8,1 NM king
Situk Lower,31,8/3/1989,Pink,Counted live,Adult,34106,1 NM king
Situk Lower,31,8/3/1989,Sockeye,Counted live,Adult,1013,1 NM king
Situk Lower,31,8/3/1989,Steelhead trout,Downstream migration,Adult,6,1 NM king
Situk Lower,31,8/4/1989,Chinook,Counted live,Adult,18,1 NM king
Situk Lower,31,8/4/1989,Chinook,Counted live,Jack,1,1 NM king
Situk Lower,31,8/4/1989,Chum,Counted live,Adult,7,1 NM king
Situk Lower,31,8/4/1989,Coho,Counted live,Adult,1,1 NM king
Situk Lower,31,8/4/1989,Pink,Counted live,Adult,18796,1 NM king
Situk Lower,31,8/4/1989,Sockeye,Counted live,Adult,1045,1 NM king
Situk Lower,31,8/4/1989,Steelhead trout,Downstream migration,Adult,1,1 NM king
Situk Lower,31,8/5/1989,Chinook,Counted live,Adult,4,1 NM king
Situk Lower,31,8/5/1989,Chinook,Counted live,Jack,1,1 NM king
Situk Lower,31,8/5/1989,Chum,Counted live,Adult,1,1 NM king
Situk Lower,31,8/5/1989,Pink,Counted live,Adult,9779,1 NM king
Situk Lower,31,8/5/1989,Sockeye,Counted live,Adult,250,1 NM king
Situk Lower,32,8/6/1989,Chinook,Counted live,Adult,2,1 NM king
Situk Lower,32,8/6/1989,Chum,Counted live,Adult,10,1 NM king
Situk Lower,32,8/6/1989,Coho,Counted live,Adult,9,1 NM king
Situk Lower,32,8/6/1989,Pink,Counted live,Adult,26066,1 NM king
Situk Lower,32,8/6/1989,Sockeye,Counted live,Adult,562,1 NM king
Situk Lower,32,8/6/1989,Steelhead trout,Downstream migration,Adult,1,1 NM king
Situk Lower,32,8/7/1989,Chum,Counted live,Adult,4,
Situk Lower,32,8/7/1989,Pink,Counted live,Adult,9113,
Situk Lower,32,8/7/1989,Sockeye,Counted live,Adult,195,
Situk Lower,32,8/8/1989,Chinook,Counted live,Adult,1,
Situk Lower,32,8/8/1989,Chinook,Counted live,Jack,1,
Situk Lower,32,8/8/1989,Chum,Counted live,Adult,4,
Situk Lower,32,8/8/1989,Coho,Counted live,Adult,12,
Situk Lower,32,8/8/1989,Pink,Counted live,Adult,13613,
Situk Lower,32,8/8/1989,Sockeye,Counted live,Adult,313,
Situk Lower,32,8/9/1989,Chinook,Counted live,Adult,1,
Situk Lower,32,8/9/1989,Chum,Counted live,Adult,1,
Situk Lower,32,8/9/1989,Coho,Counted live,Adult,2,
Situk Lower,32,8/9/1989,Pink,Counted live,Adult,10814,
Situk Lower,32,8/9/1989,Sockeye,Counted live,Adult,255,
Situk Lower,32,8/9/1989,Steelhead trout,Carcass count,Adult,3,
Situk Lower,32,8/10/1989,Chum,Counted live,Adult,2,
Situk Lower,32,8/10/1989,Coho,Counted live,Adult,5,
Situk Lower,32,8/10/1989,Pink,Counted live,Adult,10533,
Situk Lower,32,8/10/1989,Sockeye,Counted live,Adult,242,
Situk Lower,32,8/10/1989,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,32,8/11/1989,Chum,Counted live,Adult,5,
Situk Lower,32,8/11/1989,Coho,Counted live,Adult,3,
Situk Lower,32,8/11/1989,Pink,Counted live,Adult,5248,
Situk Lower,32,8/11/1989,Sockeye,Counted live,Adult,213,
Situk Lower,32,8/11/1989,Steelhead trout,Carcass count,Adult,1,
Situk Lower,32,8/12/1989,Chum,Counted live,Adult,1,
Situk Lower,32,8/12/1989,Pink,Counted live,Adult,1112,
Situk Lower,32,8/12/1989,Sockeye,Counted live,Adult,67,
Situk Lower,33,8/13/1989,Chinook,Counted live,Adult,1,
Situk Lower,33,8/13/1989,Chinook,Counted live,Jack,1,
Situk Lower,33,8/13/1989,Chum,Counted live,Adult,3,
Situk Lower,33,8/13/1989,Coho,Counted live,Adult,21,
Situk Lower,33,8/13/1989,Pink,Counted live,Adult,10514,
Situk Lower,33,8/13/1989,Sockeye,Counted live,Adult,332,
Situk Lower,33,8/14/1989,Chinook,Counted live,Adult,1,
Situk Lower,33,8/14/1989,Chum,Counted live,Adult,8,
Situk Lower,33,8/14/1989,Coho,Counted live,Adult,17,
Situk Lower,33,8/14/1989,Pink,Counted live,Adult,8347,
Situk Lower,33,8/14/1989,Sockeye,Counted live,Adult,174,
Situk Lower,33,8/15/1989,Chinook,Counted live,Adult,1,
Situk Lower,33,8/15/1989,Chum,Counted live,Adult,3,
Situk Lower,33,8/15/1989,Coho,Counted live,Adult,6,
Situk Lower,33,8/15/1989,Pink,Counted live,Adult,9017,
Situk Lower,33,8/15/1989,Sockeye,Counted live,Adult,227,
Situk Lower,33,8/16/1989,Chinook,Counted live,Adult,1,
Situk Lower,33,8/16/1989,Chum,Counted live,Adult,3,
Situk Lower,33,8/16/1989,Coho,Counted live,Adult,28,
Situk Lower,33,8/16/1989,Pink,Counted live,Adult,8401,
Situk Lower,33,8/16/1989,Sockeye,Counted live,Adult,234,
Situk Lower,33,8/16/1989,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,33,8/17/1989,Pink,Counted live,Adult,494,Weir removed by noon
Situk Lower,33,8/17/1989,Sockeye,Counted live,Adult,11,Weir removed by noon
Situk Lower,19,5/8/1990,Steelhead trout,Counted live,Adult,5,
Situk Lower,19,5/8/1990,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,19,5/9/1990,Steelhead trout,Counted live,Adult,48,
Situk Lower,19,5/9/1990,Steelhead trout,Downstream migration,Adult,3,
Situk Lower,19,5/10/1990,Steelhead trout,Counted live,Adult,59,
Situk Lower,19,5/10/1990,Steelhead trout,Downstream migration,Adult,8,
Situk Lower,19,5/11/1990,Steelhead trout,Counted live,Adult,57,
Situk Lower,19,5/11/1990,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,19,5/12/1990,Steelhead trout,Counted live,Adult,33,
Situk Lower,19,5/12/1990,Steelhead trout,Downstream migration,Adult,3,
Situk Lower,20,5/13/1990,Steelhead trout,Counted live,Adult,22,
Situk Lower,20,5/13/1990,Steelhead trout,Downstream migration,Adult,7,
Situk Lower,20,5/14/1990,Steelhead trout,Counted live,Adult,42,
Situk Lower,20,5/14/1990,Steelhead trout,Downstream migration,Adult,11,
Situk Lower,20,5/15/1990,Steelhead trout,Carcass count,Adult,1,
Situk Lower,20,5/15/1990,Steelhead trout,Counted live,Adult,24,
Situk Lower,20,5/15/1990,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,20,5/16/1990,Steelhead trout,Counted live,Adult,52,
Situk Lower,20,5/16/1990,Steelhead trout,Downstream migration,Adult,11,
Situk Lower,20,5/17/1990,Steelhead trout,Counted live,Adult,27,
Situk Lower,20,5/17/1990,Steelhead trout,Downstream migration,Adult,9,
Situk Lower,20,5/18/1990,Steelhead trout,Counted live,Adult,16,
Situk Lower,20,5/18/1990,Steelhead trout,Downstream migration,Adult,22,
Situk Lower,20,5/19/1990,Steelhead trout,Counted live,Adult,45,
Situk Lower,20,5/19/1990,Steelhead trout,Downstream migration,Adult,52,
Situk Lower,21,5/20/1990,Steelhead trout,Counted live,Adult,39,
Situk Lower,21,5/20/1990,Steelhead trout,Downstream migration,Adult,62,
Situk Lower,21,5/21/1990,Steelhead trout,Counted live,Adult,16,
Situk Lower,21,5/21/1990,Steelhead trout,Downstream migration,Adult,22,
Situk Lower,21,5/22/1990,Steelhead trout,Counted live,Adult,15,
