"","year","stream_name","count","imputed"
"178",2019,139,0,FALSE
"179",2020,139,0,FALSE
"180",2021,139,0,FALSE
"181",2012,140,0,FALSE
"182",2013,140,0.189167832856436,TRUE
"183",2014,140,0,FALSE
"184",2015,140,0,FALSE
"185",2016,140,1,FALSE
"186",2017,140,0,FALSE
"187",2018,140,0.0406743375763314,TRUE
"188",2019,140,0,FALSE
"189",2020,140,0,FALSE
"190",2021,140,0,FALSE
"191",2012,141,0,FALSE
"192",2013,141,0.756671331425745,TRUE
"193",2014,141,4,FALSE
"194",2015,141,0,FALSE
"195",2016,141,0,FALSE
"196",2017,141,0,FALSE
"197",2018,141,0.162697350305326,TRUE
"198",2019,141,0,FALSE
"199",2020,141,0,FALSE
"200",2021,141,0,FALSE
"201",2012,142,0,FALSE
"202",2013,142,0.378335665712876,TRUE
"203",2014,142,0,FALSE
"204",2015,142,2,FALSE
"205",2016,142,0,FALSE
"206",2017,142,0,FALSE
"207",2018,142,0.0813486751526633,TRUE
"208",2019,142,0,FALSE
"209",2020,142,0,FALSE
"210",2021,142,0,FALSE
"211",2012,143,0,FALSE
"212",2013,143,0,FALSE
"213",2014,143,0,FALSE
"214",2015,143,0,FALSE
"215",2016,143,0,FALSE
"216",2017,143,0,FALSE
"217",2018,143,0,FALSE
"218",2019,143,0,FALSE
"219",2020,143,0,FALSE
"220",2021,143,0,FALSE
"221",2012,144,0,FALSE
"222",2013,144,0,FALSE
"223",2014,144,0,FALSE
"224",2015,144,1,FALSE
"225",2016,144,0,FALSE
"226",2017,144,0,FALSE
"227",2018,144,0,FALSE
"228",2019,144,0,FALSE
"229",2020,144,0,FALSE
"230",2021,144,0,FALSE
"231",2012,145,0,FALSE
"232",2013,145,0,FALSE
"233",2014,145,0,FALSE
"234",2015,145,0,FALSE
"235",2016,145,0,FALSE
"236",2017,145,3,FALSE
"237",2018,145,0,FALSE
"238",2019,145,0,FALSE
"239",2020,145,0,FALSE
"240",2021,145,0,FALSE
"241",2012,146,0,FALSE
"242",2013,146,5,FALSE
"243",2014,146,0,FALSE
"244",2015,146,3,FALSE
"245",2016,146,0,FALSE
"246",2017,146,91,FALSE
"247",2018,146,0,FALSE
"248",2019,146,0,FALSE
"249",2020,146,0,FALSE
"250",2021,146,0,FALSE
"251",2012,147,0,FALSE
"252",2013,147,0,FALSE
"253",2014,147,0,FALSE
"254",2015,147,8,FALSE
"255",2016,147,0,FALSE
"256",2017,147,19,FALSE
"257",2018,147,0,FALSE
"258",2019,147,0,FALSE
"259",2020,147,0,FALSE
"260",2021,147,0,FALSE
"261",2012,148,0,FALSE
"262",2013,148,0,FALSE
"263",2014,148,1,FALSE
"264",2015,148,5,FALSE
"265",2016,148,0,FALSE
"266",2017,148,201,FALSE
"267",2018,148,0,FALSE
"268",2019,148,0,FALSE
"269",2020,148,0,FALSE
"270",2021,148,5,FALSE
"271",2012,149,0,FALSE
"272",2013,149,11,FALSE
"273",2014,149,0,FALSE
"274",2015,149,3,FALSE
"275",2016,149,0,FALSE
"276",2017,149,1,FALSE
"277",2018,149,0,FALSE
"278",2019,149,0,FALSE
"279",2020,149,0,FALSE
"280",2021,149,0,FALSE
"281",2012,150,0,FALSE
"282",2013,150,425,FALSE
"283",2014,150,0,FALSE
"284",2015,150,3,FALSE
"285",2016,150,0,FALSE
"286",2017,150,7,FALSE
"287",2018,150,1,FALSE
"288",2019,150,0,FALSE
"289",2020,150,0,FALSE
"290",2021,150,0,FALSE
"291",2012,151,1,FALSE
"292",2013,151,68,FALSE
"293",2014,151,0,FALSE
"294",2015,151,1,FALSE
"295",2016,151,0,FALSE
"296",2017,151,69,FALSE
"297",2018,151,0,FALSE
"298",2019,151,0,FALSE
"299",2020,151,0,FALSE
"300",2021,151,0,FALSE
"301",2012,152,1,FALSE
"302",2013,152,38,FALSE
"303",2014,152,0,FALSE
"304",2015,152,2,FALSE
"305",2016,152,0,FALSE
"306",2017,152,1719,FALSE
"307",2018,152,0,FALSE
"308",2019,152,1,FALSE
"309",2020,152,0,FALSE
"310",2021,152,0,FALSE
"311",2012,153,1,FALSE
"312",2013,153,265,FALSE
"313",2014,153,0,FALSE
"314",2015,153,0,FALSE
"315",2016,153,0,FALSE
"316",2017,153,4312,FALSE
"317",2018,153,0,FALSE
"318",2019,153,6,FALSE
"319",2020,153,0,FALSE
"320",2021,153,0,FALSE
"321",2012,154,0,FALSE
"322",2013,154,11,FALSE
"323",2014,154,0,FALSE
"324",2015,154,0,FALSE
"325",2016,154,0,FALSE
"326",2017,154,3435,FALSE
"327",2018,154,2,FALSE
"328",2019,154,0,FALSE
"329",2020,154,1,FALSE
"330",2021,154,0,FALSE
"331",2012,155,0,FALSE
"332",2013,155,257,FALSE
"333",2014,155,0,FALSE
"334",2015,155,0,FALSE
"335",2016,155,0,FALSE
"336",2017,155,114,FALSE
"337",2018,155,0,FALSE
"338",2019,155,3,FALSE
"339",2020,155,0,FALSE
"340",2021,155,0,FALSE
"341",2012,156,0,FALSE
"342",2013,156,1220,FALSE
"343",2014,156,0,FALSE
"344",2015,156,0,FALSE
"345",2016,156,0,FALSE
"346",2017,156,1429,FALSE
"347",2018,156,0,FALSE
"348",2019,156,1,FALSE
"349",2020,156,0,FALSE
"350",2021,156,0,FALSE
"351",2012,157,0,FALSE
"352",2013,157,534,FALSE
"353",2014,157,0,FALSE
"354",2015,157,0,FALSE
"355",2016,157,0,FALSE
"356",2017,157,3636,FALSE
"357",2018,157,0,FALSE
"358",2019,157,8,FALSE
"359",2020,157,0,FALSE
"360",2021,157,2,FALSE
"361",2012,158,1,FALSE
"362",2013,158,658,FALSE
"363",2014,158,0,FALSE
"364",2015,158,0,FALSE
"365",2016,158,35,FALSE
"366",2017,158,86,FALSE
"367",2018,158,0,FALSE
"368",2019,158,1094,FALSE
"369",2020,158,0,FALSE
"370",2021,158,0,FALSE
"371",2012,159,0,FALSE
"372",2013,159,1862,FALSE
"373",2014,159,2,FALSE
"374",2015,159,3,FALSE
"375",2016,159,0,FALSE
"376",2017,159,326,FALSE
"377",2018,159,0,FALSE
"378",2019,159,2,FALSE
"379",2020,159,0,FALSE
"380",2021,159,0,FALSE
"381",2012,160,4,FALSE
"382",2013,160,786,FALSE
"383",2014,160,33,FALSE
"384",2015,160,0,FALSE
"385",2016,160,0,FALSE
"386",2017,160,122,FALSE
"387",2018,160,2,FALSE
"388",2019,160,3,FALSE
"389",2020,160,1,FALSE
"390",2021,160,0,FALSE
"391",2012,161,1,FALSE
"392",2013,161,1260,FALSE
"393",2014,161,955,FALSE
"394",2015,161,42,FALSE
"395",2016,161,0,FALSE
"396",2017,161,417,FALSE
"397",2018,161,9,FALSE
"398",2019,161,637,FALSE
"399",2020,161,0,FALSE
"400",2021,161,0,FALSE
"401",2012,162,1,FALSE
"402",2013,162,1658,FALSE
"403",2014,162,244,FALSE
"404",2015,162,424,FALSE
"405",2016,162,0,FALSE
"406",2017,162,123,FALSE
"407",2018,162,1,FALSE
"408",2019,162,0,FALSE
"409",2020,162,0,FALSE
"410",2021,162,37,FALSE
"411",2012,163,0,FALSE
"412",2013,163,2970,FALSE
"413",2014,163,484,FALSE
"414",2015,163,32,FALSE
"415",2016,163,0,FALSE
"416",2017,163,2011,FALSE
"417",2018,163,9,FALSE
"418",2019,163,518,FALSE
"419",2020,163,0,FALSE
"420",2021,163,16,FALSE
"421",2012,164,0,FALSE
"422",2013,164,13,FALSE
"423",2014,164,1464,FALSE
"424",2015,164,571,FALSE
"425",2016,164,0,FALSE
"426",2017,164,3000,FALSE
"427",2018,164,3,FALSE
"428",2019,164,22,FALSE
"429",2020,164,0,FALSE
"430",2021,164,5,FALSE
"431",2012,165,3,FALSE
"432",2013,165,2170,FALSE
"433",2014,165,2011,FALSE
"434",2015,165,251,FALSE
"435",2016,165,1,FALSE
"436",2017,165,3573,FALSE
"437",2018,165,0,FALSE
"438",2019,165,7,FALSE
"439",2020,165,0,FALSE
"440",2021,165,925,FALSE
"441",2012,166,2,FALSE
"442",2013,166,2342,FALSE
"443",2014,166,141,FALSE
"444",2015,166,0,FALSE
"445",2016,166,3,FALSE
"446",2017,166,1390,FALSE
"447",2018,166,6,FALSE
"448",2019,166,3,FALSE
"449",2020,166,0,FALSE
"450",2021,166,345,FALSE
"451",2012,167,0,FALSE
"452",2013,167,3443,FALSE
"453",2014,167,383,FALSE
"454",2015,167,389,FALSE
"455",2016,167,33,FALSE
"456",2017,167,201,FALSE
"457",2018,167,6,FALSE
"458",2019,167,54,FALSE
"459",2020,167,0,FALSE
"460",2021,167,2697,FALSE
"461",2012,168,2,FALSE
"462",2013,168,2131,FALSE
"463",2014,168,2083,FALSE
"464",2015,168,406,FALSE
"465",2016,168,857,FALSE
"466",2017,168,2872,FALSE
"467",2018,168,12,FALSE
"468",2019,168,1019,FALSE
"469",2020,168,0,FALSE
"470",2021,168,586,FALSE
"471",2012,169,32,FALSE
"472",2013,169,948,FALSE
"473",2014,169,0,FALSE
"474",2015,169,93,FALSE
"475",2016,169,273,FALSE
"476",2017,169,4688,FALSE
"477",2018,169,237,FALSE
"478",2019,169,14,FALSE
"479",2020,169,2,FALSE
"480",2021,169,29,FALSE
"481",2012,170,344,FALSE
"482",2013,170,681,FALSE
"483",2014,170,1226,FALSE
"484",2015,170,58,FALSE
"485",2016,170,103,FALSE
"486",2017,170,61,FALSE
"487",2018,170,138,FALSE
"488",2019,170,677,FALSE
"489",2020,170,1,FALSE
"490",2021,170,724,FALSE
"491",2012,171,0,FALSE
"492",2013,171,1895,FALSE
"493",2014,171,623,FALSE
"494",2015,171,1029,FALSE
"495",2016,171,125,FALSE
"496",2017,171,243,FALSE
"497",2018,171,98,FALSE
"498",2019,171,62,FALSE
"499",2020,171,345,FALSE
"500",2021,171,117,FALSE
"501",2012,172,16,FALSE
"502",2013,172,2458,FALSE
"503",2014,172,324,FALSE
"504",2015,172,52,FALSE
"505",2016,172,3,FALSE
"506",2017,172,90,FALSE
"507",2018,172,35,FALSE
"508",2019,172,16,FALSE
"509",2020,172,0,FALSE
"510",2021,172,4585,FALSE
"511",2012,173,769,FALSE
"512",2013,173,2335,FALSE
"513",2014,173,727,FALSE
"514",2015,173,329,FALSE
"515",2016,173,1139,FALSE
"516",2017,173,39,FALSE
"517",2018,173,15,FALSE
"518",2019,173,376,FALSE
"519",2020,173,0,FALSE
"520",2021,173,91,FALSE
"521",2012,174,3053,FALSE
"522",2013,174,1233,FALSE
"523",2014,174,1626,FALSE
"524",2015,174,147,FALSE
"525",2016,174,657,FALSE
"526",2017,174,214,FALSE
"527",2018,174,0,FALSE
"528",2019,174,1541,FALSE
"529",2020,174,302,FALSE
"530",2021,174,1,FALSE
"531",2012,175,462,FALSE
"532",2013,175,1252,FALSE
"533",2014,175,1368,FALSE
"534",2015,175,744,FALSE
"535",2016,175,846,FALSE
"536",2017,175,186,FALSE
"537",2018,175,96,FALSE
"538",2019,175,408,FALSE
"539",2020,175,3374,FALSE
"540",2021,175,3222,FALSE
"541",2012,176,65,FALSE
"542",2013,176,2588,FALSE
"543",2014,176,1540,FALSE
"544",2015,176,138,FALSE
"545",2016,176,12,FALSE
"546",2017,176,790,FALSE
"547",2018,176,724,FALSE
"548",2019,176,438,FALSE
"549",2020,176,647,FALSE
"550",2021,176,1387,FALSE
"551",2012,177,340,FALSE
"552",2013,177,3473,FALSE
"553",2014,177,891,FALSE
"554",2015,177,860,FALSE
"555",2016,177,1635,FALSE
"556",2017,177,1151,FALSE
"557",2018,177,16,FALSE
"558",2019,177,1023,FALSE
"559",2020,177,3290,FALSE
"560",2021,177,847,FALSE
"561",2012,178,4787,FALSE
"562",2013,178,2869,FALSE
"563",2014,178,1495,FALSE
"564",2015,178,1454,FALSE
"565",2016,178,707,FALSE
"566",2017,178,256,FALSE
"567",2018,178,268,FALSE
"568",2019,178,459,FALSE
"569",2020,178,57,FALSE
"570",2021,178,695,FALSE
"571",2012,179,705,FALSE
"572",2013,179,5927,FALSE
"573",2014,179,1693,FALSE
"574",2015,179,2933,FALSE
"575",2016,179,1187,FALSE
"576",2017,179,774,FALSE
"577",2018,179,308,FALSE
"578",2019,179,993,FALSE
"579",2020,179,372,FALSE
"580",2021,179,2545.2404843362,TRUE
"581",2012,180,3098,FALSE
"582",2013,180,4905,FALSE
"583",2014,180,1683,FALSE
"584",2015,180,1429,FALSE
"585",2016,180,474,FALSE
"586",2017,180,200,FALSE
"587",2018,180,81,FALSE
"588",2019,180,464,FALSE
"589",2020,180,43,FALSE
"590",2021,180,86,FALSE
"591",2012,181,54,FALSE
"592",2013,181,2116,FALSE
"593",2014,181,662,FALSE
"594",2015,181,150,FALSE
"595",2016,181,400,FALSE
"596",2017,181,344,FALSE
"597",2018,181,67,FALSE
"598",2019,181,1551,FALSE
"599",2020,181,2114,FALSE
"600",2021,181,1857,FALSE
"601",2012,182,1083,FALSE
"602",2013,182,1869,FALSE
"603",2014,182,2575,FALSE
"604",2015,182,1021,FALSE
"605",2016,182,61,FALSE
"606",2017,182,261,FALSE
"607",2018,182,177,FALSE
"608",2019,182,1188,FALSE
"609",2020,182,903,FALSE
"610",2021,182,3406,FALSE
"611",2012,183,470,FALSE
"612",2013,183,1646,FALSE
"613",2014,183,1566,FALSE
"614",2015,183,2142,FALSE
"615",2016,183,2611,FALSE
"616",2017,183,3389,FALSE
"617",2018,183,586,FALSE
"618",2019,183,271,FALSE
"619",2020,183,3657,FALSE
"620",2021,183,1524,FALSE
"621",2012,184,76,FALSE
"622",2013,184,1543,FALSE
"623",2014,184,801,FALSE
"624",2015,184,3050,FALSE
"625",2016,184,2817,FALSE
"626",2017,184,1575,FALSE
"627",2018,184,682,FALSE
"628",2019,184,1208,FALSE
"629",2020,184,1954,FALSE
"630",2021,184,2609,FALSE
"631",2012,185,245,FALSE
"632",2013,185,6851,FALSE
"633",2014,185,470,FALSE
"634",2015,185,2584,FALSE
"635",2016,185,2132,FALSE
"636",2017,185,64,FALSE
"637",2018,185,1272,FALSE
"638",2019,185,2241,FALSE
"639",2020,185,1687,FALSE
"640",2021,185,2783,FALSE
"641",2012,186,1379,FALSE
"642",2013,186,2436,FALSE
"643",2014,186,6362,FALSE
"644",2015,186,4133,FALSE
"645",2016,186,1917,FALSE
"646",2017,186,258,FALSE
"647",2018,186,73,FALSE
"648",2019,186,1754,FALSE
"649",2020,186,1560,FALSE
"650",2021,186,4445,FALSE
"651",2012,187,1178,FALSE
"652",2013,187,4524,FALSE
"653",2014,187,636,FALSE
"654",2015,187,4155,FALSE
"655",2016,187,2139,FALSE
"656",2017,187,211,FALSE
"657",2018,187,99,FALSE
"658",2019,187,1015,FALSE
"659",2020,187,45,FALSE
"660",2021,187,3401,FALSE
"661",2012,188,3300,FALSE
"662",2013,188,864,FALSE
"663",2014,188,1723,FALSE
"664",2015,188,648,FALSE
"665",2016,188,1853,FALSE
"666",2017,188,1356,FALSE
"667",2018,188,7,FALSE
"668",2019,188,2063,FALSE
"669",2020,188,1962,FALSE
"670",2021,188,1317,FALSE
"671",2012,189,1727,FALSE
"672",2013,189,439,FALSE
"673",2014,189,4379,FALSE
"674",2015,189,3282,FALSE
"675",2016,189,3351,FALSE
"676",2017,189,516,FALSE
"677",2018,189,1,FALSE
"678",2019,189,1766,FALSE
"679",2020,189,1085,FALSE
"680",2021,189,4294,FALSE
"681",2012,190,882,FALSE
"682",2013,190,332,FALSE
"683",2014,190,1735,FALSE
"684",2015,190,1772,FALSE
"685",2016,190,1320,FALSE
"686",2017,190,1512,FALSE
"687",2018,190,233,FALSE
"688",2019,190,430,FALSE
"689",2020,190,3713,FALSE
"690",2021,190,7707,FALSE
"691",2012,191,971,FALSE
"692",2013,191,305,FALSE
"693",2014,191,1336,FALSE
"694",2015,191,1609,FALSE
"695",2016,191,1303,FALSE
"696",2017,191,4042,FALSE
"697",2018,191,4225,FALSE
"698",2019,191,305,FALSE
"699",2020,191,1360,FALSE
"700",2021,191,1487,FALSE
"701",2012,192,1304,FALSE
"702",2013,192,1081,FALSE
"703",2014,192,3522,FALSE
"704",2015,192,2708,FALSE
"705",2016,192,1446,FALSE
"706",2017,192,913,FALSE
"707",2018,192,1384,FALSE
"708",2019,192,1680,FALSE
"709",2020,192,1956,FALSE
"710",2021,192,3211,FALSE
"711",2012,193,1452,FALSE
"712",2013,193,2720,FALSE
"713",2014,193,1567,FALSE
"714",2015,193,5650,FALSE
"715",2016,193,1670,FALSE
"716",2017,193,350,FALSE
"717",2018,193,702,FALSE
"718",2019,193,865,FALSE
"719",2020,193,2062,FALSE
"720",2021,193,2519,FALSE
"721",2012,194,1715,FALSE
"722",2013,194,4582,FALSE
"723",2014,194,2498,FALSE
"724",2015,194,2907,FALSE
"725",2016,194,1310,FALSE
"726",2017,194,1027,FALSE
"727",2018,194,373,FALSE
"728",2019,194,1121,FALSE
"729",2020,194,2074,FALSE
"730",2021,194,1125,FALSE
"731",2012,195,937,FALSE
"732",2013,195,5101,FALSE
"733",2014,195,2033,FALSE
"734",2015,195,3416,FALSE
"735",2016,195,234,FALSE
"736",2017,195,1429,FALSE
"737",2018,195,254,FALSE
"738",2019,195,1429,FALSE
"739",2020,195,500,FALSE
"740",2021,195,750,FALSE
"741",2012,196,679,FALSE
"742",2013,196,3404,FALSE
"743",2014,196,1138,FALSE
"744",2015,196,2322,FALSE
"745",2016,196,974,FALSE
"746",2017,196,784,FALSE
"747",2018,196,2212,FALSE
"748",2019,196,877,FALSE
"749",2020,196,1733,FALSE
"750",2021,196,861,FALSE
"751",2012,197,77,FALSE
"752",2013,197,1636,FALSE
"753",2014,197,1990,FALSE
"754",2015,197,1255,FALSE
"755",2016,197,47,FALSE
"756",2017,197,2546,FALSE
"757",2018,197,1531,FALSE
"758",2019,197,4905,FALSE
"759",2020,197,2026,FALSE
"760",2021,197,5522,FALSE
"761",2012,198,552,FALSE
"762",2013,198,1915,FALSE
"763",2014,198,3347,FALSE
"764",2015,198,5061,FALSE
"765",2016,198,1386,FALSE
"766",2017,198,2207,FALSE
"767",2018,198,197,FALSE
"768",2019,198,1550,FALSE
"769",2020,198,618,FALSE
"770",2021,198,3153,FALSE
"771",2012,199,819,FALSE
"772",2013,199,663,FALSE
"773",2014,199,6097,FALSE
"774",2015,199,794,FALSE
"775",2016,199,3977,FALSE
"776",2017,199,1277,FALSE
"777",2018,199,175,FALSE
"778",2019,199,2798,FALSE
"779",2020,199,244,FALSE
"780",2021,199,2332,FALSE
"781",2012,200,975,FALSE
"782",2013,200,1154,FALSE
"783",2014,200,2311,FALSE
"784",2015,200,2522,FALSE
"785",2016,200,2219,FALSE
"786",2017,200,1829,FALSE
"787",2018,200,477,FALSE
"788",2019,200,2503,FALSE
"789",2020,200,3557,FALSE
"790",2021,200,5211,FALSE
"791",2012,201,2906,FALSE
"792",2013,201,2085,FALSE
"793",2014,201,6429,FALSE
"794",2015,201,3239,FALSE
"795",2016,201,1474,FALSE
"796",2017,201,734,FALSE
"797",2018,201,352,FALSE
"798",2019,201,21,FALSE
"799",2020,201,177,FALSE
"800",2021,201,4033,FALSE
"801",2012,202,1184,FALSE
"802",2013,202,2324,FALSE
"803",2014,202,3083,FALSE
"804",2015,202,3165,FALSE
"805",2016,202,572,FALSE
"806",2017,202,1416,FALSE
"807",2018,202,2207,FALSE
"808",2019,202,1360,FALSE
"809",2020,202,1625,FALSE
"810",2021,202,1406,FALSE
"811",2012,203,508,FALSE
"812",2013,203,1654,FALSE
"813",2014,203,1587,FALSE
"814",2015,203,683,FALSE
"815",2016,203,134,FALSE
"816",2017,203,299,FALSE
"817",2018,203,68,FALSE
"818",2019,203,4979,FALSE
"819",2020,203,934,FALSE
"820",2021,203,2530,FALSE
"821",2012,204,552,FALSE
"822",2013,204,2048,FALSE
"823",2014,204,1104,FALSE
"824",2015,204,707,FALSE
"825",2016,204,1060,FALSE
"826",2017,204,301,FALSE
"827",2018,204,225,FALSE
"828",2019,204,2472,FALSE
"829",2020,204,967,FALSE
"830",2021,204,2589,FALSE
"831",2012,205,199,FALSE
"832",2013,205,1780,FALSE
"833",2014,205,2216,FALSE
"834",2015,205,2150,FALSE
"835",2016,205,2733,FALSE
"836",2017,205,176,FALSE
"837",2018,205,309,FALSE
"838",2019,205,755,FALSE
"839",2020,205,571,FALSE
"840",2021,205,1539,FALSE
"841",2012,206,657,FALSE
"842",2013,206,700,FALSE
"843",2014,206,2210,FALSE
"844",2015,206,2030,FALSE
"845",2016,206,396,FALSE
"846",2017,206,1464,FALSE
"847",2018,206,733,FALSE
"848",2019,206,987,FALSE
"849",2020,206,1430,FALSE
"850",2021,206,2444,FALSE
"851",2012,207,3074,FALSE
"852",2013,207,3110,FALSE
"853",2014,207,3527,FALSE
"854",2015,207,1292,FALSE
"855",2016,207,461,FALSE
"856",2017,207,1069,FALSE
"857",2018,207,644,FALSE
"858",2019,207,1588,FALSE
"859",2020,207,2882,FALSE
"860",2021,207,1058,FALSE
"861",2012,208,4320,FALSE
"862",2013,208,1242,FALSE
"863",2014,208,4920,FALSE
"864",2015,208,2615,FALSE
"865",2016,208,230,FALSE
"866",2017,208,1444,FALSE
"867",2018,208,569,FALSE
"868",2019,208,1090,FALSE
"869",2020,208,1912,FALSE
"870",2021,208,2582,FALSE
"871",2012,209,2317,FALSE
"872",2013,209,2223,FALSE
"873",2014,209,347,FALSE
"874",2015,209,1498,FALSE
"875",2016,209,504,FALSE
"876",2017,209,1626,FALSE
"877",2018,209,1627,FALSE
"878",2019,209,1549,FALSE
"879",2020,209,1702,FALSE
"880",2021,209,2040,FALSE
"881",2012,210,2265,FALSE
"882",2013,210,1223,FALSE
"883",2014,210,2404,FALSE
"884",2015,210,1998,FALSE
"885",2016,210,347,FALSE
"886",2017,210,2043,FALSE
"887",2018,210,490,FALSE
"888",2019,210,1063,FALSE
"889",2020,210,1474,FALSE
"890",2021,210,873,FALSE
"891",2012,211,2548,FALSE
"892",2013,211,443,FALSE
"893",2014,211,41,FALSE
"894",2015,211,2155,FALSE
"895",2016,211,328,FALSE
"896",2017,211,2542,FALSE
"897",2018,211,642,FALSE
"898",2019,211,807,FALSE
"899",2020,211,1247,FALSE
"900",2021,211,3361,FALSE
"901",2012,212,643,FALSE
"902",2013,212,1218,FALSE
