date,count,species,year
6/13/1989,252,Sockeye,1989
6/14/1989,226,Sockeye,1989
6/15/1989,23,Sockeye,1989
6/16/1989,2,Sockeye,1989
6/17/1989,4592,Sockeye,1989
6/18/1989,1317,Sockeye,1989
6/19/1989,1506,Sockeye,1989
6/20/1989,640,Sockeye,1989
6/21/1989,2968,Sockeye,1989
6/22/1989,880,Sockeye,1989
6/23/1989,1649,Sockeye,1989
6/24/1989,2297,Sockeye,1989
6/25/1989,2247,Sockeye,1989
6/26/1989,504,Sockeye,1989
6/27/1989,5845,Sockeye,1989
6/28/1989,5818,Sockeye,1989
6/29/1989,1254,Sockeye,1989
6/30/1989,1120,Sockeye,1989
7/1/1989,1393,Sockeye,1989
7/2/1989,1449,Sockeye,1989
7/3/1989,1911,Sockeye,1989
7/4/1989,3438,Sockeye,1989
7/5/1989,1374,Sockeye,1989
7/6/1989,76,Sockeye,1989
7/7/1989,1684,Sockeye,1989
7/8/1989,930,Sockeye,1989
7/9/1989,3613,Sockeye,1989
7/10/1989,4184,Sockeye,1989
7/11/1989,2423,Sockeye,1989
7/12/1989,1499,Sockeye,1989
7/13/1989,1190,Sockeye,1989
7/14/1989,548,Sockeye,1989
7/15/1989,94,Sockeye,1989
7/16/1989,601,Sockeye,1989
7/17/1989,472,Sockeye,1989
7/18/1989,937,Sockeye,1989
7/19/1989,1156,Sockeye,1989
7/20/1989,1017,Sockeye,1989
7/21/1989,897,Sockeye,1989
7/22/1989,110,Sockeye,1989
7/23/1989,951,Sockeye,1989
7/24/1989,70,Sockeye,1989
7/25/1989,2758,Sockeye,1989
7/26/1989,1649,Sockeye,1989
7/27/1989,1136,Sockeye,1989
7/28/1989,2267,Sockeye,1989
7/29/1989,1654,Sockeye,1989
7/30/1989,473,Sockeye,1989
7/31/1989,458,Sockeye,1989
8/1/1989,737,Sockeye,1989
8/2/1989,1188,Sockeye,1989
8/3/1989,1013,Sockeye,1989
8/4/1989,1045,Sockeye,1989
8/5/1989,250,Sockeye,1989
8/6/1989,562,Sockeye,1989
8/7/1989,195,Sockeye,1989
8/8/1989,313,Sockeye,1989
8/9/1989,255,Sockeye,1989
8/10/1989,242,Sockeye,1989
8/11/1989,213,Sockeye,1989
8/12/1989,67,Sockeye,1989
8/13/1989,332,Sockeye,1989
8/14/1989,174,Sockeye,1989
8/15/1989,227,Sockeye,1989
8/16/1989,234,Sockeye,1989
8/17/1989,11,Sockeye,1989
5/8/1990,0,Sockeye,1990
5/9/1990,0,Sockeye,1990
5/10/1990,0,Sockeye,1990
5/11/1990,0,Sockeye,1990
5/12/1990,0,Sockeye,1990
5/13/1990,0,Sockeye,1990
5/14/1990,0,Sockeye,1990
5/15/1990,0,Sockeye,1990
5/16/1990,0,Sockeye,1990
5/17/1990,0,Sockeye,1990
5/18/1990,0,Sockeye,1990
5/19/1990,0,Sockeye,1990
5/20/1990,0,Sockeye,1990
5/21/1990,0,Sockeye,1990
5/22/1990,0,Sockeye,1990
5/23/1990,0,Sockeye,1990
5/24/1990,0,Sockeye,1990
5/25/1990,0,Sockeye,1990
5/26/1990,0,Sockeye,1990
5/27/1990,0,Sockeye,1990
5/28/1990,0,Sockeye,1990
5/29/1990,0,Sockeye,1990
5/30/1990,0,Sockeye,1990
5/31/1990,0,Sockeye,1990
6/1/1990,5,Sockeye,1990
6/2/1990,1,Sockeye,1990
6/3/1990,8,Sockeye,1990
6/4/1990,4,Sockeye,1990
6/5/1990,5,Sockeye,1990
6/6/1990,4,Sockeye,1990
6/7/1990,17,Sockeye,1990
6/8/1990,0,Sockeye,1990
6/9/1990,15,Sockeye,1990
6/10/1990,2,Sockeye,1990
6/11/1990,1,Sockeye,1990
6/12/1990,0,Sockeye,1990
6/13/1990,87,Sockeye,1990
6/14/1990,263,Sockeye,1990
6/15/1990,384,Sockeye,1990
6/16/1990,173,Sockeye,1990
6/17/1990,730,Sockeye,1990
6/18/1990,1015,Sockeye,1990
6/19/1990,2132,Sockeye,1990
6/20/1990,34,Sockeye,1990
6/21/1990,3310,Sockeye,1990
6/22/1990,107,Sockeye,1990
6/23/1990,1435,Sockeye,1990
6/24/1990,89,Sockeye,1990
6/25/1990,1004,Sockeye,1990
6/26/1990,5016,Sockeye,1990
6/27/1990,1001,Sockeye,1990
6/28/1990,1549,Sockeye,1990
6/29/1990,937,Sockeye,1990
6/30/1990,1486,Sockeye,1990
7/1/1990,190,Sockeye,1990
7/2/1990,1100,Sockeye,1990
7/3/1990,2948,Sockeye,1990
7/4/1990,2833,Sockeye,1990
7/5/1990,70,Sockeye,1990
7/6/1990,10,Sockeye,1990
7/7/1990,996,Sockeye,1990
7/8/1990,709,Sockeye,1990
7/9/1990,2109,Sockeye,1990
7/10/1990,1482,Sockeye,1990
7/11/1990,216,Sockeye,1990
7/12/1990,222,Sockeye,1990
7/13/1990,839,Sockeye,1990
7/14/1990,560,Sockeye,1990
7/15/1990,3556,Sockeye,1990
7/16/1990,4923,Sockeye,1990
7/17/1990,1751,Sockeye,1990
7/18/1990,940,Sockeye,1990
7/19/1990,1398,Sockeye,1990
7/20/1990,3513,Sockeye,1990
7/21/1990,2606,Sockeye,1990
7/22/1990,3713,Sockeye,1990
7/23/1990,619,Sockeye,1990
7/24/1990,1366,Sockeye,1990
7/25/1990,341,Sockeye,1990
7/26/1990,280,Sockeye,1990
7/27/1990,1118,Sockeye,1990
7/28/1990,153,Sockeye,1990
5/9/1991,0,Sockeye,1991
5/10/1991,0,Sockeye,1991
5/11/1991,0,Sockeye,1991
5/12/1991,0,Sockeye,1991
5/13/1991,0,Sockeye,1991
5/14/1991,0,Sockeye,1991
5/15/1991,0,Sockeye,1991
5/16/1991,0,Sockeye,1991
5/17/1991,0,Sockeye,1991
5/18/1991,0,Sockeye,1991
5/19/1991,0,Sockeye,1991
5/20/1991,0,Sockeye,1991
5/21/1991,0,Sockeye,1991
5/22/1991,0,Sockeye,1991
5/23/1991,0,Sockeye,1991
5/24/1991,0,Sockeye,1991
5/25/1991,0,Sockeye,1991
5/26/1991,0,Sockeye,1991
5/27/1991,0,Sockeye,1991
5/28/1991,0,Sockeye,1991
5/29/1991,0,Sockeye,1991
5/30/1991,0,Sockeye,1991
5/31/1991,0,Sockeye,1991
6/1/1991,0,Sockeye,1991
6/2/1991,0,Sockeye,1991
6/3/1991,0,Sockeye,1991
6/4/1991,0,Sockeye,1991
6/5/1991,0,Sockeye,1991
6/6/1991,0,Sockeye,1991
6/7/1991,0,Sockeye,1991
6/8/1991,0,Sockeye,1991
6/9/1991,0,Sockeye,1991
6/10/1991,2,Sockeye,1991
6/11/1991,0,Sockeye,1991
6/12/1991,3,Sockeye,1991
6/13/1991,111,Sockeye,1991
6/14/1991,0,Sockeye,1991
6/15/1991,170,Sockeye,1991
6/16/1991,11,Sockeye,1991
6/17/1991,0,Sockeye,1991
6/18/1991,0,Sockeye,1991
6/19/1991,1156,Sockeye,1991
6/20/1991,1486,Sockeye,1991
6/21/1991,1726,Sockeye,1991
6/22/1991,2967,Sockeye,1991
6/23/1991,123,Sockeye,1991
6/24/1991,32,Sockeye,1991
6/25/1991,1523,Sockeye,1991
6/26/1991,203,Sockeye,1991
6/27/1991,570,Sockeye,1991
6/28/1991,2156,Sockeye,1991
6/29/1991,3239,Sockeye,1991
6/30/1991,4753,Sockeye,1991
7/1/1991,2743,Sockeye,1991
7/2/1991,2707,Sockeye,1991
7/3/1991,6045,Sockeye,1991
7/4/1991,390,Sockeye,1991
7/5/1991,132,Sockeye,1991
7/6/1991,1171,Sockeye,1991
7/7/1991,1334,Sockeye,1991
7/8/1991,833,Sockeye,1991
7/9/1991,5578,Sockeye,1991
7/10/1991,3682,Sockeye,1991
7/11/1991,2755,Sockeye,1991
7/12/1991,1233,Sockeye,1991
7/13/1991,2907,Sockeye,1991
7/14/1991,1979,Sockeye,1991
7/15/1991,2595,Sockeye,1991
7/16/1991,1562,Sockeye,1991
7/17/1991,2638,Sockeye,1991
7/18/1991,1481,Sockeye,1991
7/19/1991,1894,Sockeye,1991
7/20/1991,911,Sockeye,1991
7/21/1991,2587,Sockeye,1991
7/22/1991,641,Sockeye,1991
7/23/1991,229,Sockeye,1991
7/24/1991,500,Sockeye,1991
7/25/1991,101,Sockeye,1991
7/26/1991,578,Sockeye,1991
7/27/1991,300,Sockeye,1991
5/1/1992,0,Sockeye,1992
5/2/1992,0,Sockeye,1992
5/3/1992,0,Sockeye,1992
5/4/1992,0,Sockeye,1992
5/5/1992,0,Sockeye,1992
5/6/1992,0,Sockeye,1992
5/7/1992,0,Sockeye,1992
5/8/1992,0,Sockeye,1992
5/9/1992,0,Sockeye,1992
5/10/1992,0,Sockeye,1992
5/11/1992,0,Sockeye,1992
5/12/1992,0,Sockeye,1992
5/13/1992,0,Sockeye,1992
5/14/1992,0,Sockeye,1992
5/15/1992,0,Sockeye,1992
5/16/1992,0,Sockeye,1992
5/17/1992,0,Sockeye,1992
5/18/1992,0,Sockeye,1992
5/19/1992,0,Sockeye,1992
5/20/1992,0,Sockeye,1992
5/21/1992,0,Sockeye,1992
5/22/1992,0,Sockeye,1992
5/23/1992,0,Sockeye,1992
5/24/1992,0,Sockeye,1992
5/25/1992,0,Sockeye,1992
5/26/1992,0,Sockeye,1992
5/27/1992,0,Sockeye,1992
5/28/1992,4,Sockeye,1992
5/29/1992,5,Sockeye,1992
5/30/1992,14,Sockeye,1992
5/31/1992,2,Sockeye,1992
6/1/1992,2,Sockeye,1992
6/2/1992,4,Sockeye,1992
6/3/1992,6,Sockeye,1992
6/4/1992,7,Sockeye,1992
6/5/1992,21,Sockeye,1992
6/6/1992,17,Sockeye,1992
6/7/1992,13,Sockeye,1992
6/8/1992,31,Sockeye,1992
6/9/1992,40,Sockeye,1992
6/10/1992,82,Sockeye,1992
6/11/1992,136,Sockeye,1992
6/12/1992,199,Sockeye,1992
6/13/1992,166,Sockeye,1992
6/14/1992,268,Sockeye,1992
6/15/1992,156,Sockeye,1992
6/16/1992,28,Sockeye,1992
6/17/1992,1024,Sockeye,1992
6/18/1992,360,Sockeye,1992
6/19/1992,442,Sockeye,1992
6/20/1992,649,Sockeye,1992
6/21/1992,608,Sockeye,1992
6/22/1992,959,Sockeye,1992
6/23/1992,685,Sockeye,1992
6/24/1992,941,Sockeye,1992
6/25/1992,528,Sockeye,1992
6/26/1992,1076,Sockeye,1992
6/27/1992,945,Sockeye,1992
6/28/1992,5291,Sockeye,1992
6/29/1992,3891,Sockeye,1992
6/30/1992,2307,Sockeye,1992
7/1/1992,902,Sockeye,1992
7/2/1992,170,Sockeye,1992
7/3/1992,729,Sockeye,1992
7/4/1992,358,Sockeye,1992
7/5/1992,451,Sockeye,1992
7/6/1992,364,Sockeye,1992
7/7/1992,3178,Sockeye,1992
7/8/1992,1458,Sockeye,1992
7/9/1992,562,Sockeye,1992
7/10/1992,633,Sockeye,1992
7/11/1992,602,Sockeye,1992
7/12/1992,2045,Sockeye,1992
7/13/1992,1552,Sockeye,1992
7/14/1992,1635,Sockeye,1992
7/15/1992,1332,Sockeye,1992
7/16/1992,1028,Sockeye,1992
7/17/1992,2819,Sockeye,1992
7/18/1992,12856,Sockeye,1992
7/19/1992,877,Sockeye,1992
7/20/1992,4813,Sockeye,1992
7/21/1992,3670,Sockeye,1992
7/22/1992,558,Sockeye,1992
7/23/1992,3597,Sockeye,1992
7/24/1992,754,Sockeye,1992
7/25/1992,409,Sockeye,1992
7/26/1992,497,Sockeye,1992
7/27/1992,628,Sockeye,1992
7/28/1992,496,Sockeye,1992
7/29/1992,957,Sockeye,1992
7/30/1992,309,Sockeye,1992
7/31/1992,1859,Sockeye,1992
8/1/1992,1346,Sockeye,1992
8/2/1992,908,Sockeye,1992
8/3/1992,816,Sockeye,1992
8/4/1992,441,Sockeye,1992
8/5/1992,217,Sockeye,1992
6/10/1993,373,Sockeye,1993
6/11/1993,24,Sockeye,1993
6/12/1993,53,Sockeye,1993
6/13/1993,597,Sockeye,1993
6/14/1993,1331,Sockeye,1993
6/15/1993,592,Sockeye,1993
6/16/1993,241,Sockeye,1993
6/17/1993,101,Sockeye,1993
6/18/1993,2186,Sockeye,1993
6/19/1993,293,Sockeye,1993
6/20/1993,2497,Sockeye,1993
6/21/1993,0,Sockeye,1993
6/22/1993,739,Sockeye,1993
6/23/1993,1805,Sockeye,1993
6/24/1993,2343,Sockeye,1993
6/25/1993,244,Sockeye,1993
6/26/1993,845,Sockeye,1993
6/27/1993,3612,Sockeye,1993
6/28/1993,489,Sockeye,1993
6/29/1993,545,Sockeye,1993
6/30/1993,2721,Sockeye,1993
7/1/1993,822,Sockeye,1993
7/2/1993,218,Sockeye,1993
7/3/1993,961,Sockeye,1993
7/4/1993,733,Sockeye,1993
7/5/1993,624,Sockeye,1993
7/6/1993,1929,Sockeye,1993
7/7/1993,964,Sockeye,1993
7/8/1993,2382,Sockeye,1993
7/9/1993,1561,Sockeye,1993
7/10/1993,861,Sockeye,1993
7/11/1993,1984,Sockeye,1993
7/12/1993,2608,Sockeye,1993
7/13/1993,287,Sockeye,1993
7/14/1993,931,Sockeye,1993
7/15/1993,842,Sockeye,1993
7/16/1993,814,Sockeye,1993
7/17/1993,146,Sockeye,1993
7/18/1993,221,Sockeye,1993
7/19/1993,1627,Sockeye,1993
7/20/1993,966,Sockeye,1993
7/21/1993,1176,Sockeye,1993
7/22/1993,1369,Sockeye,1993
7/23/1993,264,Sockeye,1993
7/24/1993,1362,Sockeye,1993
7/25/1993,901,Sockeye,1993
7/26/1993,1374,Sockeye,1993
7/27/1993,1259,Sockeye,1993
7/28/1993,2463,Sockeye,1993
7/29/1993,544,Sockeye,1993
7/30/1993,198,Sockeye,1993
7/31/1993,1155,Sockeye,1993
8/1/1993,733,Sockeye,1993
8/2/1993,1975,Sockeye,1993
8/3/1993,2139,Sockeye,1993
8/4/1993,1399,Sockeye,1993
8/5/1993,687,Sockeye,1993
5/21/1994,0,Sockeye,1994
5/22/1994,0,Sockeye,1994
5/23/1994,0,Sockeye,1994
5/24/1994,0,Sockeye,1994
5/25/1994,0,Sockeye,1994
5/26/1994,0,Sockeye,1994
5/27/1994,0,Sockeye,1994
5/28/1994,0,Sockeye,1994
5/29/1994,0,Sockeye,1994
5/30/1994,7,Sockeye,1994
5/31/1994,14,Sockeye,1994
6/1/1994,9,Sockeye,1994
6/2/1994,17,Sockeye,1994
6/3/1994,16,Sockeye,1994
6/4/1994,69,Sockeye,1994
6/5/1994,40,Sockeye,1994
6/6/1994,90,Sockeye,1994
6/7/1994,12,Sockeye,1994
6/8/1994,185,Sockeye,1994
6/9/1994,2,Sockeye,1994
6/10/1994,307,Sockeye,1994
6/11/1994,21,Sockeye,1994
6/12/1994,393,Sockeye,1994
6/13/1994,19,Sockeye,1994
6/14/1994,5,Sockeye,1994
6/15/1994,1008,Sockeye,1994
6/16/1994,722,Sockeye,1994
6/17/1994,366,Sockeye,1994
6/18/1994,248,Sockeye,1994
6/19/1994,43,Sockeye,1994
6/20/1994,48,Sockeye,1994
6/21/1994,519,Sockeye,1994
6/22/1994,1359,Sockeye,1994
6/23/1994,2640,Sockeye,1994
6/24/1994,208,Sockeye,1994
6/25/1994,1710,Sockeye,1994
6/26/1994,728,Sockeye,1994
6/27/1994,241,Sockeye,1994
6/28/1994,530,Sockeye,1994
6/29/1994,2162,Sockeye,1994
6/30/1994,3558,Sockeye,1994
7/1/1994,274,Sockeye,1994
7/2/1994,1551,Sockeye,1994
7/3/1994,2518,Sockeye,1994
7/4/1994,711,Sockeye,1994
7/5/1994,4638,Sockeye,1994
7/6/1994,645,Sockeye,1994
7/7/1994,1017,Sockeye,1994
7/8/1994,656,Sockeye,1994
7/9/1994,164,Sockeye,1994
7/10/1994,1613,Sockeye,1994
7/11/1994,2720,Sockeye,1994
7/12/1994,3422,Sockeye,1994
7/13/1994,1307,Sockeye,1994
7/14/1994,1468,Sockeye,1994
7/15/1994,1806,Sockeye,1994
7/16/1994,731,Sockeye,1994
7/17/1994,461,Sockeye,1994
7/18/1994,2828,Sockeye,1994
7/19/1994,2208,Sockeye,1994
7/20/1994,3174,Sockeye,1994
7/21/1994,487,Sockeye,1994
7/22/1994,1075,Sockeye,1994
7/23/1994,1457,Sockeye,1994
7/24/1994,2444,Sockeye,1994
7/25/1994,1848,Sockeye,1994
7/26/1994,2313,Sockeye,1994
7/27/1994,2443,Sockeye,1994
7/28/1994,2784,Sockeye,1994
7/29/1994,492,Sockeye,1994
7/30/1994,2398,Sockeye,1994
7/31/1994,378,Sockeye,1994
8/1/1994,892,Sockeye,1994
8/2/1994,429,Sockeye,1994
8/3/1994,944,Sockeye,1994
8/4/1994,882,Sockeye,1994
5/8/1995,0,Sockeye,1995
5/9/1995,0,Sockeye,1995
5/10/1995,0,Sockeye,1995
5/11/1995,0,Sockeye,1995
5/12/1995,0,Sockeye,1995
5/13/1995,0,Sockeye,1995
5/14/1995,0,Sockeye,1995
5/15/1995,0,Sockeye,1995
5/16/1995,0,Sockeye,1995
5/17/1995,0,Sockeye,1995
5/18/1995,0,Sockeye,1995
5/19/1995,0,Sockeye,1995
5/20/1995,0,Sockeye,1995
5/21/1995,0,Sockeye,1995
5/22/1995,0,Sockeye,1995
5/23/1995,0,Sockeye,1995
5/24/1995,0,Sockeye,1995
5/25/1995,0,Sockeye,1995
5/26/1995,0,Sockeye,1995
5/27/1995,0,Sockeye,1995
5/28/1995,1,Sockeye,1995
5/29/1995,0,Sockeye,1995
5/30/1995,2,Sockeye,1995
5/31/1995,0,Sockeye,1995
6/1/1995,0,Sockeye,1995
6/2/1995,0,Sockeye,1995
6/3/1995,0,Sockeye,1995
6/4/1995,11,Sockeye,1995
6/5/1995,15,Sockeye,1995
6/6/1995,6,Sockeye,1995
6/7/1995,0,Sockeye,1995
6/8/1995,0,Sockeye,1995
6/9/1995,121,Sockeye,1995
6/10/1995,5,Sockeye,1995
6/11/1995,24,Sockeye,1995
6/12/1995,0,Sockeye,1995
6/13/1995,0,Sockeye,1995
6/14/1995,4,Sockeye,1995
6/15/1995,20,Sockeye,1995
6/16/1995,265,Sockeye,1995
6/17/1995,207,Sockeye,1995
6/18/1995,662,Sockeye,1995
6/19/1995,57,Sockeye,1995
6/20/1995,1091,Sockeye,1995
6/21/1995,929,Sockeye,1995
6/22/1995,1886,Sockeye,1995
6/23/1995,1299,Sockeye,1995
6/24/1995,3087,Sockeye,1995
6/25/1995,138,Sockeye,1995
6/26/1995,223,Sockeye,1995
6/27/1995,2753,Sockeye,1995
6/28/1995,1711,Sockeye,1995
6/29/1995,754,Sockeye,1995
6/30/1995,7,Sockeye,1995
7/1/1995,1070,Sockeye,1995
7/2/1995,423,Sockeye,1995
7/3/1995,822,Sockeye,1995
7/4/1995,764,Sockeye,1995
7/5/1995,1178,Sockeye,1995
7/6/1995,791,Sockeye,1995
7/7/1995,1543,Sockeye,1995
7/8/1995,598,Sockeye,1995
7/9/1995,1707,Sockeye,1995
7/10/1995,327,Sockeye,1995
7/11/1995,70,Sockeye,1995
7/12/1995,854,Sockeye,1995
7/13/1995,927,Sockeye,1995
7/14/1995,477,Sockeye,1995
7/15/1995,661,Sockeye,1995
7/16/1995,241,Sockeye,1995
7/17/1995,1069,Sockeye,1995
7/18/1995,1166,Sockeye,1995
7/19/1995,339,Sockeye,1995
7/20/1995,1650,Sockeye,1995
7/21/1995,58,Sockeye,1995
7/22/1995,869,Sockeye,1995
7/23/1995,225,Sockeye,1995
7/24/1995,432,Sockeye,1995
7/25/1995,1938,Sockeye,1995
7/26/1995,122,Sockeye,1995
7/27/1995,554,Sockeye,1995
7/28/1995,774,Sockeye,1995
7/29/1995,806,Sockeye,1995
7/30/1995,1847,Sockeye,1995
7/31/1995,1300,Sockeye,1995
8/1/1995,701,Sockeye,1995
8/2/1995,653,Sockeye,1995
8/3/1995,229,Sockeye,1995
5/6/1996,0,Sockeye,1996
5/7/1996,0,Sockeye,1996
5/8/1996,0,Sockeye,1996
5/9/1996,0,Sockeye,1996
5/10/1996,0,Sockeye,1996
5/11/1996,0,Sockeye,1996
5/12/1996,0,Sockeye,1996
5/13/1996,0,Sockeye,1996
5/14/1996,0,Sockeye,1996
5/15/1996,0,Sockeye,1996
5/16/1996,0,Sockeye,1996
5/17/1996,0,Sockeye,1996
5/18/1996,0,Sockeye,1996
5/19/1996,0,Sockeye,1996
5/20/1996,0,Sockeye,1996
5/21/1996,0,Sockeye,1996
5/22/1996,0,Sockeye,1996
5/23/1996,0,Sockeye,1996
5/24/1996,0,Sockeye,1996
5/25/1996,0,Sockeye,1996
5/26/1996,0,Sockeye,1996
5/27/1996,0,Sockeye,1996
5/28/1996,0,Sockeye,1996
5/29/1996,0,Sockeye,1996
5/30/1996,0,Sockeye,1996
5/31/1996,0,Sockeye,1996
6/1/1996,0,Sockeye,1996
6/2/1996,0,Sockeye,1996
6/3/1996,0,Sockeye,1996
6/4/1996,0,Sockeye,1996
6/5/1996,4,Sockeye,1996
6/6/1996,2,Sockeye,1996
6/7/1996,1,Sockeye,1996
6/8/1996,6,Sockeye,1996
6/9/1996,0,Sockeye,1996
6/10/1996,0,Sockeye,1996
6/11/1996,0,Sockeye,1996
6/12/1996,0,Sockeye,1996
6/13/1996,78,Sockeye,1996
6/14/1996,7,Sockeye,1996
6/15/1996,4,Sockeye,1996
6/16/1996,90,Sockeye,1996
6/17/1996,228,Sockeye,1996
6/18/1996,62,Sockeye,1996
6/19/1996,1289,Sockeye,1996
6/20/1996,2857,Sockeye,1996
6/21/1996,1340,Sockeye,1996
6/22/1996,476,Sockeye,1996
6/23/1996,2010,Sockeye,1996
6/24/1996,334,Sockeye,1996
6/25/1996,1080,Sockeye,1996
6/26/1996,169,Sockeye,1996
6/27/1996,2536,Sockeye,1996
6/28/1996,3066,Sockeye,1996
6/29/1996,848,Sockeye,1996
6/30/1996,218,Sockeye,1996
7/1/1996,1114,Sockeye,1996
7/2/1996,2057,Sockeye,1996
7/3/1996,2292,Sockeye,1996
7/4/1996,861,Sockeye,1996
7/5/1996,1821,Sockeye,1996
7/6/1996,1521,Sockeye,1996
7/7/1996,2323,Sockeye,1996
7/8/1996,408,Sockeye,1996
7/9/1996,4559,Sockeye,1996
7/10/1996,1534,Sockeye,1996
7/11/1996,1172,Sockeye,1996
7/12/1996,418,Sockeye,1996
7/13/1996,314,Sockeye,1996
7/14/1996,727,Sockeye,1996
7/15/1996,1131,Sockeye,1996
7/16/1996,1053,Sockeye,1996
7/17/1996,1913,Sockeye,1996
7/18/1996,3262,Sockeye,1996
7/19/1996,443,Sockeye,1996
7/20/1996,344,Sockeye,1996
7/21/1996,2402,Sockeye,1996
7/22/1996,1222,Sockeye,1996
7/23/1996,397,Sockeye,1996
7/24/1996,818,Sockeye,1996
7/25/1996,304,Sockeye,1996
7/26/1996,784,Sockeye,1996
7/27/1996,629,Sockeye,1996
7/28/1996,740,Sockeye,1996
7/29/1996,585,Sockeye,1996
7/30/1996,77,Sockeye,1996
7/31/1996,881,Sockeye,1996
8/1/1996,310,Sockeye,1996
8/2/1996,1713,Sockeye,1996
8/3/1996,991,Sockeye,1996
8/4/1996,708,Sockeye,1996
8/5/1996,905,Sockeye,1996
8/6/1996,1831,Sockeye,1996
5/5/1997,0,Sockeye,1997
5/6/1997,0,Sockeye,1997
5/7/1997,0,Sockeye,1997
5/8/1997,0,Sockeye,1997
5/9/1997,0,Sockeye,1997
5/10/1997,0,Sockeye,1997
5/11/1997,0,Sockeye,1997
5/12/1997,0,Sockeye,1997
5/13/1997,0,Sockeye,1997
5/14/1997,0,Sockeye,1997
5/15/1997,0,Sockeye,1997
5/16/1997,0,Sockeye,1997
5/17/1997,0,Sockeye,1997
5/18/1997,0,Sockeye,1997
5/19/1997,0,Sockeye,1997
5/20/1997,0,Sockeye,1997
5/21/1997,0,Sockeye,1997
5/22/1997,0,Sockeye,1997
5/23/1997,0,Sockeye,1997
5/24/1997,0,Sockeye,1997
5/25/1997,0,Sockeye,1997
5/26/1997,0,Sockeye,1997
5/27/1997,0,Sockeye,1997
5/28/1997,0,Sockeye,1997
5/29/1997,0,Sockeye,1997
5/30/1997,0,Sockeye,1997
5/31/1997,0,Sockeye,1997
6/1/1997,197,Sockeye,1997
6/2/1997,344,Sockeye,1997
6/3/1997,198,Sockeye,1997
6/4/1997,0,Sockeye,1997
6/5/1997,0,Sockeye,1997
