days,year,diff
five,1971,0.044485747802373576
five,1972,0.04647969973095367
five,1973,0.024429902307046447
five,1974,0.014242872435179854
five,1975,0.005813274811477087
five,1976,0.005394488240276218
five,1977,0
five,1978,0.01335675682924542
five,1979,0.004820718103932253
five,1980,0.03691953039593132
five,1981,0.012651585264624177
five,1982,0.07305544839908229
five,1983,0.007796832009232313
five,1984,0.07733632658451228
five,1985,0.007819694156363743
five,1986,2.5040691123079384e-4
five,1987,8.092087960998029e-5
five,1988,0.010461734874813833
five,1989,0.016099530851000687
five,1990,0.007019752130131729
five,1991,0.004688792865679914
five,1992,0.022348646159781937
five,1993,0.015553131629760686
five,1994,0.05517281712380839
five,1995,0.0093707986017747
five,1999,0.04142836979534226
five,2000,0.01164090444557997
five,2001,5.376443760544136e-4
five,2002,0.04504220387719138
five,2003,0.0931013505292615
five,2004,0.01258043597545766
five,2005,0.022564037373673185
five,2006,0.002850963429020803
five,2007,0.00874723811253364
five,2008,0.018209408194233667
five,2009,0.005334078898318051
five,2010,0.008297192899276218
five,2011,0.010211410140896549
five,2012,0.0140291137093278
five,2013,0.00829961244728139
five,2014,0.019982047379307644
five,2015,0.025142128994314894
five,2016,0.022647804922640957
five,2017,0.00977006806420333
five,2018,0.020903451047370236
five,2019,0.0012046143816785149
five,2020,0.008722555538645982
five,2021,0.024723702833739925
four,1971,0.044485747802373576
four,1972,0.04647969973095367
four,1973,0.024429902307046447
four,1974,0.014242872435179854
four,1975,0.005813274811477087
four,1976,0.005394488240276218
four,1977,0
four,1978,0.01335675682924542
four,1979,0.004820718103932253
four,1980,0.009119967679072194
four,1981,0.012651585264624177
four,1982,0.07305544839908229
four,1983,0.007796832009232313
four,1984,0.07733632658451228
four,1985,0.007819694156363743
four,1986,2.5040691123079384e-4
four,1987,8.092087960998029e-5
four,1988,0.010461734874813833
four,1989,0.016099530851000687
four,1990,0.007019752130131729
four,1991,0.004688792865679914
four,1992,0.022348646159781937
four,1993,0.015553131629760686
four,1994,0.05517281712380839
four,1995,0.0093707986017747
four,1999,0.04142836979534226
four,2000,0.01164090444557997
four,2001,5.376443760544136e-4
four,2002,0.04504220387719138
four,2003,0.0931013505292615
four,2004,0.01258043597545766
four,2005,0.022564037373673185
four,2006,0.002850963429020803
four,2007,0.017615545264687227
four,2008,0.027381769328165606
four,2009,0.005334078898318051
four,2010,0.008297192899276218
four,2011,0.010211410140896549
four,2012,0.0140291137093278
four,2013,0.00829961244728139
four,2014,0.019982047379307644
four,2015,0.025142128994314894
four,2016,0.022647804922640957
four,2017,0.00977006806420333
four,2018,0.020903451047370236
four,2019,0.0012046143816785149
four,2020,0.008722555538645982
four,2021,0.024723702833739925
one,1971,0.044485747802373576
one,1972,0.04647969973095367
one,1973,0.024429902307046447
one,1974,0.014242872435179854
one,1975,0.005813274811477087
one,1976,0.005394488240276218
one,1977,0
one,1978,0.01335675682924542
one,1979,0.004820718103932253
one,1980,0.027579732877037855
one,1981,0.012651585264624177
one,1982,0.07305544839908229
one,1983,0.007796832009232313
one,1984,0.07733632658451228
one,1985,0.007819694156363743
one,1986,2.5040691123079384e-4
one,1987,8.092087960998029e-5
one,1988,0.010461734874813833
one,1989,0.016099530851000687
one,1990,0.007019752130131729
one,1991,0.004688792865679914
one,1992,0.022348646159781937
one,1993,0.015553131629760686
one,1994,0.05517281712380839
one,1995,0.0093707986017747
one,1999,0.04142836979534226
one,2000,0.01164090444557997
one,2001,5.376443760544136e-4
one,2002,0.04504220387719138
one,2003,0.0931013505292615
one,2004,0.01258043597545766
one,2005,0.022564037373673185
one,2006,0.002850963429020803
one,2007,0.02660492145646054
one,2008,0.027381769328165606
one,2009,0.005334078898318051
one,2010,0.008297192899276218
