"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,64,0
"28-May",,0,0,52,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,31,0
"1-Jun",,0,0,20,0
"2-Jun",,0,0,98,0
"3-Jun",,1,0,114,0
"4-Jun",,0,0,153,0
"5-Jun",,0,0,189,0
"6-Jun",,0,0,189,0
"7-Jun",2,,,,0
"8-Jun",0,,,,0
"9-Jun",2,,,,0
"10-Jun",0,,,,0
"11-Jun",0,,,,0
"12-Jun",12,,,,0
"13-Jun",0,,,,0
"14-Jun",3,,,,0
"15-Jun",0,,,,0
"16-Jun",5,,,,0
"17-Jun",66,,,,0
"18-Jun",20,,,,0
"19-Jun",153,,,,0
"20-Jun",147,,,,0
"21-Jun",126,,,,0
"22-Jun",407,,,,0
"23-Jun",517,,,,0
"24-Jun",381,,,,0
"25-Jun",245,,,,0
"26-Jun",617,,,,0
"27-Jun",506,,,,0
"28-Jun",544,,,,0
"29-Jun",513,,,,0
"30-Jun",195,,,,0
"1-Jul",564,,,,0
"2-Jul",656,,,,0
"3-Jul",797,,,,0
"4-Jul",467,,,,0
"5-Jul",727,,,,0
"6-Jul",1103,,,,0
"7-Jul",764,,,,0
"8-Jul",928,,,,0
"9-Jul",860,,,,0
"10-Jul",817,,,,0
"11-Jul",1417,,,,0
"12-Jul",2571,,,,0
"13-Jul",2361,,,,0
"14-Jul",1905,,,,0
"15-Jul",1457,,,,0
"16-Jul",2144,,,,0
"17-Jul",1041,,,,2
"18-Jul",2859,,,,14
"19-Jul",1128,,,,75
"20-Jul",1538,,,,312
"21-Jul",1323,,,,1010
"22-Jul",1408,,,,2588
"23-Jul",5568,,,,5301
"24-Jul",8762,,,,8776
"25-Jul",13069,,,,11869
"26-Jul",11225,,,,13245
"27-Jul",14723,,,,12308
"28-Jul",12047,,,,9608
"29-Jul",2582,,,,6353
"30-Jul",1401,,,,3585
"31-Jul",4267,,,,1740
"1-Aug",3518,,,,731
"2-Aug",1508,,,,268
"3-Aug",2123,,,,86
"4-Aug",1854,,,,24
"5-Aug",1194,,,,6
"6-Aug",1452,,,,1
"7-Aug",907,,,,0
"8-Aug",529,,,,0
"9-Aug",806,,,,0
"10-Aug",408,,,,0
"11-Aug",1696,,,,0
"12-Aug",2135,,,,0
"13-Aug",1454,,,,0
"14-Aug",1041,,,,0
"15-Aug",1110,,,,0
"16-Aug",1088,,,,0
"17-Aug",658,,,,0
"18-Aug",491,,,,0
"19-Aug",1328,,,,0
"20-Aug",561,,,,0
"21-Aug",692,,,,0
"22-Aug",376,,,,0
"23-Aug",424,,,,0
"24-Aug",728,,,,0
"25-Aug",530,,,,0
"26-Aug",506,,,,0
"27-Aug",716,,,,0
"28-Aug",325,,,,0
"29-Aug",257,,,,0
"30-Aug",417,,,,0
"31-Aug",707,,,,0
"1-Sep",375,,,,0
"2-Sep",339,,,,0
"3-Sep",246,,,,0
"4-Sep",311,,,,0
"5-Sep",173,,,,0
"6-Sep",112,,,,0
"7-Sep",138,,,,0
"8-Sep",205,,,,0
"9-Sep",,0,0,190,0
"10-Sep",,0,0,192,0
"11-Sep",,0,0,195,0
"12-Sep",,0,0,204,0
"13-Sep",,0,0,195,0
"14-Sep",,1,0,193,0
"15-Sep",,4,0,195,0
"16-Sep",,0,0,184,0
"17-Sep",,1,0,192,0
"18-Sep",,3,0,192,0
"19-Sep",,2,0,183,0
"20-Sep",,0,0,189,0
"21-Sep",,0,0,188,0
"22-Sep",,3,0,188,0
"23-Sep",,0,0,188,0
"24-Sep",,0,0,198,0
"25-Sep",,0,0,183,0
"26-Sep",,0,0,181,0
"27-Sep",,0,0,178,0
"28-Sep",,0,0,188,0
"29-Sep",,0,0,202,0
"30-Sep",,0,0,190,0
"1-Oct",,1,0,188,0
"2-Oct",,0,0,182,0
"3-Oct",,0,0,176,0
"4-Oct",,0,0,185,0
"5-Oct",,0,0,181,0
"6-Oct",,0,0,185,0
"7-Oct",,0,0,68,0
"8-Oct",,3,0,179,0
"9-Oct",,4,0,190,0
"10-Oct",,0,0,186,0
"11-Oct",,0,0,177,0
"12-Oct",,0,0,147,0
"13-Oct",,0,0,181,0
"14-Oct",,2,0,182,0
"15-Oct",,0,0,31,0
"16-Oct",,2,0,173,0
"17-Oct",,3,0,182,0
"18-Oct",,0,0,189,0
"19-Oct",,0,0,181,0
"20-Oct",,0,0,178,0
"21-Oct",,0,0,190,0
"22-Oct",,0,0,174,0
"23-Oct",,0,0,182,0
"24-Oct",,0,0,166,0
"25-Oct",,3,0,177,0
"26-Oct",,0,0,177,0
"27-Oct",,1,0,172,0
"28-Oct",,0,0,172,0
"29-Oct",,2,0,180,0
"30-Oct",,2,0,172,0
"31-Oct",,0,0,0,0
"1-Nov",,0,0,24,0
"2-Nov",,0,0,0,0
"3-Nov",,0,0,36,0
"5-Nov",,0,0,58,0
"8-Nov",,0,0,30,0
"9-Nov",,0,0,89,0
"10-Nov",,0,0,53,0
"12-Nov",,0,0,67,0
"13-Nov",,0,0,52,0
