"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,74,0
"28-May",,0,0,48,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,38,0
"1-Jun",,0,0,20,0
"2-Jun",,0,0,103,1
"3-Jun",1,,,,2
"4-Jun",36,,,,5
"5-Jun",28,,,,9
"6-Jun",18,,,,15
"7-Jun",23,,,,24
"8-Jun",56,,,,36
"9-Jun",59,,,,50
"10-Jun",24,,,,68
"11-Jun",48,,,,90
"12-Jun",22,,,,114
"13-Jun",38,,,,141
"14-Jun",192,,,,170
"15-Jun",1035,,,,202
"16-Jun",1110,,,,235
"17-Jun",112,,,,270
"18-Jun",45,,,,306
"19-Jun",60,,,,342
"20-Jun",126,,,,378
"21-Jun",204,,,,415
"22-Jun",224,,,,450
"23-Jun",1616,,,,485
"24-Jun",1702,,,,519
"25-Jun",1005,,,,551
"26-Jun",554,,,,582
"27-Jun",639,,,,611
"28-Jun",660,,,,638
"29-Jun",49,,,,664
"30-Jun",191,,,,687
"1-Jul",156,,,,709
"2-Jul",242,,,,728
"3-Jul",369,,,,746
"4-Jul",1630,,,,761
"5-Jul",1025,,,,775
"6-Jul",850,,,,787
"7-Jul",234,,,,796
"8-Jul",367,,,,804
"9-Jul",464,,,,811
"10-Jul",1313,,,,815
"11-Jul",611,,,,819
"12-Jul",310,,,,820
"13-Jul",164,,,,820
"14-Jul",427,,,,819
"15-Jul",464,,,,817
"16-Jul",629,,,,813
"17-Jul",883,,,,809
"18-Jul",1025,,,,803
"19-Jul",1122,,,,797
"20-Jul",1241,,,,790
"21-Jul",543,,,,781
"22-Jul",375,,,,773
"23-Jul",411,,,,763
"24-Jul",302,,,,754
"25-Jul",603,,,,743
"26-Jul",1768,,,,732
"27-Jul",1616,,,,721
"28-Jul",287,,,,709
"29-Jul",811,,,,698
"30-Jul",400,,,,686
"31-Jul",379,,,,673
"1-Aug",1010,,,,661
"2-Aug",2362,,,,648
"3-Aug",845,,,,636
"4-Aug",354,,,,623
"5-Aug",732,,,,610
"6-Aug",698,,,,597
"7-Aug",806,,,,585
"8-Aug",1830,,,,572
"9-Aug",797,,,,559
"10-Aug",356,,,,547
"11-Aug",398,,,,534
"12-Aug",271,,,,522
"13-Aug",227,,,,510
"14-Aug",419,,,,498
"15-Aug",1020,,,,486
"16-Aug",1051,,,,474
"17-Aug",500,,,,462
"18-Aug",941,,,,451
"19-Aug",442,,,,440
"20-Aug",437,,,,429
"21-Aug",466,,,,418
"22-Aug",815,,,,407
"23-Aug",979,,,,397
"24-Aug",212,,,,386
"25-Aug",66,,,,376
"26-Aug",38,,,,367
"27-Aug",49,,,,357
"28-Aug",63,,,,347
"29-Aug",70,,,,338
"30-Aug",116,,,,329
"31-Aug",319,,,,320
"1-Sep",57,,,,312
"2-Sep",176,,,,303
"3-Sep",110,,,,295
"4-Sep",51,,,,287
"5-Sep",67,,,,279
"6-Sep",413,,,,271
"7-Sep",466,,,,264
"8-Sep",267,,,,257
"9-Sep",77,,,,250
"10-Sep",57,,,,243
"11-Sep",80,,,,236
"12-Sep",9,,,,229
"13-Sep",259,,,,223
"14-Sep",63,,,,217
"15-Sep",24,,,,211
"16-Sep",21,,,,205
"17-Sep",112,,,,199
"18-Sep",24,,,,193
"19-Sep",17,,,,188
"20-Sep",5,,,,183
"21-Sep",5,,,,178
"22-Sep",28,,,,173
"23-Sep",40,,,,168
"24-Sep",5,,,,163
"25-Sep",6,,,,158
"26-Sep",6,,,,154
"27-Sep",4,,,,150
"28-Sep",10,,,,145
"29-Sep",34,,,,141
"30-Sep",0,,,,137
"1-Oct",,141,0,318,133
"2-Oct",,130,0,319,130
"3-Oct",,123,0,311,126
"4-Oct",,123,0,316,122
"5-Oct",,116,0,312,119
"6-Oct",,118,0,309,115
"7-Oct",,111,45,181,112
"8-Oct",,106,0,278,109
"9-Oct",,110,0,286,106
"10-Oct",,106,0,290,103
"11-Oct",,102,0,279,100
"12-Oct",,97,0,247,97
"13-Oct",,93,0,280,94
"14-Oct",,90,0,279,92
"15-Oct",,89,60,124,89
"16-Oct",,85,0,265,87
"17-Oct",,86,0,262,84
"18-Oct",,84,0,284,82
"19-Oct",,81,0,254,80
"20-Oct",,84,0,256,77
"21-Oct",,71,0,249,75
"22-Oct",,73,0,251,73
"23-Oct",,72,0,250,71
"24-Oct",,71,0,249,69
"25-Oct",,65,0,246,67
"26-Oct",,62,0,244,65
"27-Oct",,67,0,234,63
"28-Oct",,65,0,234,62
"29-Oct",,67,0,236,60
"30-Oct",,58,0,238,58
"31-Oct",,56,44,70,57
"1-Nov",,55,31,83,55
"2-Nov",,53,42,67,53
"3-Nov",,52,11,85,52
"5-Nov",,50,0,111,51
"8-Nov",,49,11,78,49
"9-Nov",,48,0,128,48
"10-Nov",,47,5,102,46
"12-Nov",,45,0,110,45
"13-Nov",,44,0,99,44
