"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,57,0
"28-May",,0,0,40,0
"29-May",,0,0,0,0
"30-May",,0,0,19,0
"31-May",,0,0,36,0
"1-Jun",,0,0,21,0
"2-Jun",,0,0,98,0
"3-Jun",,0,0,107,0
"4-Jun",16,,,,0
"5-Jun",10,,,,0
"6-Jun",23,,,,0
"7-Jun",67,,,,0
"8-Jun",152,,,,0
"9-Jun",150,,,,0
"10-Jun",103,,,,0
"11-Jun",302,,,,0
"12-Jun",383,,,,0
"13-Jun",462,,,,0
"14-Jun",518,,,,0
"15-Jun",871,,,,0
"16-Jun",266,,,,0
"17-Jun",373,,,,0
"18-Jun",260,,,,0
"19-Jun",647,,,,0
"20-Jun",570,,,,0
"21-Jun",490,,,,1
"22-Jun",286,,,,1
"23-Jun",234,,,,2
"24-Jun",391,,,,3
"25-Jun",481,,,,4
"26-Jun",632,,,,6
"27-Jun",476,,,,9
"28-Jun",521,,,,13
"29-Jun",115,,,,19
"30-Jun",243,,,,26
"1-Jul",167,,,,35
"2-Jul",534,,,,47
"3-Jul",392,,,,61
"4-Jul",454,,,,78
"5-Jul",157,,,,98
"6-Jul",145,,,,121
"7-Jul",197,,,,148
"8-Jul",303,,,,178
"9-Jul",376,,,,213
"10-Jul",660,,,,251
"11-Jul",879,,,,292
"12-Jul",393,,,,338
"13-Jul",158,,,,386
"14-Jul",87,,,,437
"15-Jul",210,,,,491
"16-Jul",184,,,,547
"17-Jul",,599,403,795,605
"18-Jul",23,,,,664
"19-Jul",51,,,,724
"20-Jul",208,,,,784
"21-Jul",280,,,,843
"22-Jul",476,,,,902
"23-Jul",1242,,,,959
"24-Jul",2375,,,,1015
"25-Jul",1951,,,,1068
"26-Jul",1194,,,,1119
"27-Jul",1189,,,,1166
"28-Jul",1082,,,,1211
"29-Jul",1755,,,,1251
"30-Jul",1758,,,,1288
"31-Jul",1298,,,,1320
"1-Aug",1457,,,,1349
"2-Aug",1315,,,,1373
"3-Aug",575,,,,1392
"4-Aug",638,,,,1408
"5-Aug",1614,,,,1419
"6-Aug",1678,,,,1426
"7-Aug",1561,,,,1428
"8-Aug",1338,,,,1427
"9-Aug",1140,,,,1422
"10-Aug",622,,,,1414
"11-Aug",825,,,,1402
"12-Aug",1206,,,,1387
"13-Aug",1812,,,,1369
"14-Aug",2688,,,,1348
"15-Aug",2317,,,,1325
"16-Aug",1908,,,,1299
"17-Aug",536,,,,1272
"18-Aug",918,,,,1243
"19-Aug",598,,,,1212
"20-Aug",861,,,,1180
"21-Aug",854,,,,1147
"22-Aug",850,,,,1114
"23-Aug",1097,,,,1079
"24-Aug",903,,,,1044
"25-Aug",507,,,,1009
"26-Aug",547,,,,973
"27-Aug",504,,,,938
"28-Aug",749,,,,902
"29-Aug",1888,,,,867
"30-Aug",1706,,,,832
"31-Aug",1550,,,,798
"1-Sep",1065,,,,764
"2-Sep",730,,,,731
"3-Sep",809,,,,699
"4-Sep",639,,,,667
"5-Sep",444,,,,636
"6-Sep",634,,,,606
"7-Sep",430,,,,577
"8-Sep",500,,,,549
"9-Sep",437,,,,522
"10-Sep",225,,,,495
"11-Sep",385,,,,470
"12-Sep",281,,,,446
"13-Sep",,427,222,614,422
"14-Sep",,398,209,600,400
"15-Sep",,379,190,583,378
"16-Sep",,357,159,550,358
"17-Sep",,336,145,525,338
"18-Sep",,320,137,525,319
"19-Sep",,307,109,494,301
"20-Sep",,285,86,477,284
"21-Sep",,266,70,467,268
"22-Sep",,254,68,440,252
"23-Sep",,237,49,427,237
"24-Sep",,222,38,408,223
"25-Sep",,211,21,400,210
"26-Sep",,199,3,384,197
"27-Sep",,185,0,369,186
"28-Sep",,177,0,372,174
"29-Sep",,163,0,346,164
"30-Sep",,154,0,339,154
"1-Oct",,145,0,340,144
"2-Oct",,130,0,322,135
"3-Oct",,130,0,305,127
"4-Oct",,117,0,308,119
"5-Oct",,115,0,311,111
"6-Oct",,107,0,292,104
"7-Oct",,97,30,175,97
"8-Oct",,90,0,277,91
"9-Oct",,84,0,270,85
"10-Oct",,76,0,264,80
"11-Oct",,77,0,266,74
"12-Oct",,68,0,215,70
"13-Oct",,65,0,253,65
"14-Oct",,64,0,238,61
"15-Oct",,57,31,85,57
"16-Oct",,48,0,219,53
"17-Oct",,50,0,235,49
"18-Oct",,47,0,233,46
"19-Oct",,44,0,232,43
"20-Oct",,39,0,224,40
"21-Oct",,42,0,221,37
"22-Oct",,39,0,220,35
"23-Oct",,30,0,208,33
"24-Oct",,31,0,203,30
"25-Oct",,32,0,203,28
"26-Oct",,33,0,206,26
"27-Oct",,26,0,205,25
"28-Oct",,23,0,206,23
"29-Oct",,22,0,192,21
"30-Oct",,17,0,195,20
"31-Oct",,18,13,27,18
"1-Nov",,17,0,46,17
"2-Nov",,16,11,23,16
"3-Nov",,15,0,31,15
"5-Nov",,14,0,102,14
"8-Nov",,13,0,52,13
"9-Nov",,12,0,86,12
"10-Nov",,11,0,51,11
"12-Nov",,10,0,28,10
"13-Nov",,10,0,64,10
