"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,60,0
"28-May",,0,0,49,0
"29-May",,2,1,3,2
"30-May",,6,0,30,6
"31-May",,17,0,53,16
"1-Jun",,32,11,57,32
"2-Jun",,56,0,158,55
"3-Jun",0,,,,84
"4-Jun",18,,,,120
"5-Jun",22,,,,162
"6-Jun",60,,,,209
"7-Jun",66,,,,259
"8-Jun",34,,,,313
"9-Jun",133,,,,368
"10-Jun",231,,,,425
"11-Jun",808,,,,482
"12-Jun",217,,,,539
"13-Jun",229,,,,596
"14-Jun",250,,,,651
"15-Jun",613,,,,705
"16-Jun",1001,,,,757
"17-Jun",1605,,,,807
"18-Jun",1093,,,,855
"19-Jun",2706,,,,900
"20-Jun",1803,,,,943
"21-Jun",903,,,,983
"22-Jun",279,,,,1021
"23-Jun",2711,,,,1056
"24-Jun",1127,,,,1089
"25-Jun",1649,,,,1120
"26-Jun",2163,,,,1147
"27-Jun",1103,,,,1173
"28-Jun",112,,,,1196
"29-Jun",579,,,,1217
"30-Jun",711,,,,1236
"1-Jul",1175,,,,1253
"2-Jul",403,,,,1268
"3-Jul",889,,,,1281
"4-Jul",516,,,,1292
"5-Jul",805,,,,1301
"6-Jul",242,,,,1309
"7-Jul",377,,,,1316
"8-Jul",93,,,,1321
"9-Jul",2017,,,,1324
"10-Jul",1108,,,,1326
"11-Jul",1670,,,,1327
"12-Jul",2505,,,,1327
"13-Jul",1177,,,,1326
"14-Jul",1423,,,,1324
"15-Jul",908,,,,1321
"16-Jul",524,,,,1317
"17-Jul",565,,,,1313
"18-Jul",1224,,,,1307
"19-Jul",1488,,,,1301
"20-Jul",1197,,,,1294
"21-Jul",832,,,,1287
"22-Jul",1177,,,,1279
"23-Jul",4220,,,,1271
"24-Jul",1465,,,,1262
"25-Jul",964,,,,1252
"26-Jul",1109,,,,1243
"27-Jul",1836,,,,1233
"28-Jul",1046,,,,1222
"29-Jul",1674,,,,1212
"30-Jul",2619,,,,1201
"31-Jul",1890,,,,1190
"1-Aug",412,,,,1178
"2-Aug",549,,,,1167
"3-Aug",850,,,,1155
"4-Aug",1616,,,,1143
"5-Aug",1927,,,,1131
"6-Aug",1965,,,,1119
"7-Aug",2113,,,,1107
"8-Aug",778,,,,1095
"9-Aug",1013,,,,1082
"10-Aug",105,,,,1070
"11-Aug",119,,,,1058
"12-Aug",226,,,,1045
"13-Aug",453,,,,1033
"14-Aug",340,,,,1021
"15-Aug",583,,,,1008
"16-Aug",635,,,,996
"17-Aug",1397,,,,984
"18-Aug",1888,,,,971
"19-Aug",4427,,,,959
"20-Aug",4041,,,,947
"21-Aug",1141,,,,935
"22-Aug",277,,,,923
"23-Aug",356,,,,911
"24-Aug",371,,,,899
"25-Aug",572,,,,888
"26-Aug",544,,,,876
"27-Aug",614,,,,865
"28-Aug",446,,,,853
"29-Aug",621,,,,842
"30-Aug",531,,,,830
"31-Aug",291,,,,819
"1-Sep",388,,,,808
"2-Sep",447,,,,797
"3-Sep",1501,,,,787
"4-Sep",753,,,,776
"5-Sep",684,,,,765
"6-Sep",461,,,,755
"7-Sep",484,,,,745
"8-Sep",144,,,,734
"9-Sep",921,,,,724
"10-Sep",1116,,,,714
"11-Sep",477,,,,704
"12-Sep",377,,,,695
"13-Sep",138,,,,685
"14-Sep",325,,,,676
"15-Sep",,670,466,866,666
"16-Sep",,661,464,857,657
"17-Sep",,646,455,837,648
"18-Sep",,641,440,837,639
"19-Sep",,632,440,826,630
"20-Sep",,620,418,814,621
"21-Sep",,615,414,812,612
"22-Sep",,603,416,805,604
"23-Sep",,597,394,781,595
"24-Sep",,586,399,778,587
"25-Sep",,576,386,774,579
"26-Sep",,572,374,764,571
"27-Sep",,559,372,760,563
"28-Sep",,557,360,755,555
"29-Sep",,554,359,738,547
"30-Sep",,540,339,735,539
"1-Oct",,531,335,719,532
"2-Oct",,524,340,714,524
"3-Oct",,519,322,706,517
"4-Oct",,512,322,703,510
"5-Oct",,504,307,685,503
"6-Oct",,500,300,695,496
"7-Oct",,488,414,563,489
"8-Oct",,485,304,669,482
"9-Oct",,485,286,661,475
"10-Oct",,470,281,643,469
"11-Oct",,462,292,642,462
"12-Oct",,458,289,615,456
"13-Oct",,454,273,634,449
"14-Oct",,443,257,633,443
"15-Oct",,437,392,483,437
"16-Oct",,432,247,617,431
"17-Oct",,427,240,620,425
"18-Oct",,417,231,609,419
"19-Oct",,413,236,597,413
"20-Oct",,408,221,610,407
"21-Oct",,404,219,587,402
"22-Oct",,399,213,584,396
"23-Oct",,390,210,574,391
"24-Oct",,385,207,568,385
"25-Oct",,376,189,556,380
"26-Oct",,378,184,561,375
"27-Oct",,372,186,550,369
"28-Oct",,363,178,546,364
"29-Oct",,357,181,541,359
"30-Oct",,356,168,544,354
"31-Oct",,350,319,388,350
"1-Nov",,345,306,387,345
"2-Nov",,340,309,378,340
"3-Nov",,336,292,384,335
"5-Nov",,331,282,391,331
"8-Nov",,326,283,374,326
"9-Nov",,323,238,413,322
"10-Nov",,318,263,377,318
"12-Nov",,313,247,377,313
"13-Nov",,310,249,373,309
