"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,53,0
"28-May",,0,0,50,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,36,0
"1-Jun",,0,0,22,0
"2-Jun",,0,0,102,0
"3-Jun",0,,,,0
"4-Jun",0,,,,0
"5-Jun",0,,,,0
"6-Jun",13,,,,0
"7-Jun",46,,,,0
"8-Jun",10,,,,0
"9-Jun",33,,,,0
"10-Jun",60,,,,0
"11-Jun",71,,,,0
"12-Jun",19,,,,0
"13-Jun",377,,,,0
"14-Jun",55,,,,0
"15-Jun",1008,,,,0
"16-Jun",1100,,,,0
"17-Jun",1592,,,,0
"18-Jun",5256,,,,0
"19-Jun",2832,,,,0
"20-Jun",943,,,,0
"21-Jun",1693,,,,0
"22-Jun",647,,,,0
"23-Jun",1102,,,,0
"24-Jun",1273,,,,0
"25-Jun",2247,,,,0
"26-Jun",1535,,,,0
"27-Jun",872,,,,0
"28-Jun",473,,,,1
"29-Jun",583,,,,2
"30-Jun",149,,,,4
"1-Jul",92,,,,7
"2-Jul",219,,,,13
"3-Jul",235,,,,22
"4-Jul",203,,,,36
"5-Jul",335,,,,58
"6-Jul",484,,,,90
"7-Jul",224,,,,134
"8-Jul",313,,,,194
"9-Jul",152,,,,272
"10-Jul",270,,,,369
"11-Jul",200,,,,489
"12-Jul",253,,,,631
"13-Jul",462,,,,795
"14-Jul",728,,,,978
"15-Jul",1102,,,,1179
"16-Jul",847,,,,1393
"17-Jul",1503,,,,1614
"18-Jul",1452,,,,1836
"19-Jul",3509,,,,2054
"20-Jul",2419,,,,2261
"21-Jul",1112,,,,2450
"22-Jul",1848,,,,2617
"23-Jul",3949,,,,2757
"24-Jul",3285,,,,2866
"25-Jul",2956,,,,2942
"26-Jul",3522,,,,2984
"27-Jul",4414,,,,2993
"28-Jul",4074,,,,2970
"29-Jul",3377,,,,2917
"30-Jul",1040,,,,2836
"31-Jul",1423,,,,2732
"1-Aug",1853,,,,2609
"2-Aug",3312,,,,2470
"3-Aug",2229,,,,2319
"4-Aug",1068,,,,2161
"5-Aug",1553,,,,1998
"6-Aug",1460,,,,1835
"7-Aug",1883,,,,1673
"8-Aug",1236,,,,1516
"9-Aug",2680,,,,1365
"10-Aug",1412,,,,1222
"11-Aug",945,,,,1087
"12-Aug",802,,,,962
"13-Aug",800,,,,847
"14-Aug",412,,,,742
"15-Aug",830,,,,647
"16-Aug",422,,,,561
"17-Aug",921,,,,485
"18-Aug",1483,,,,417
"19-Aug",908,,,,357
"20-Aug",216,,,,305
"21-Aug",158,,,,259
"22-Aug",168,,,,220
"23-Aug",719,,,,185
"24-Aug",736,,,,156
"25-Aug",299,,,,131
"26-Aug",371,,,,109
"27-Aug",260,,,,91
"28-Aug",102,,,,76
"29-Aug",112,,,,63
"30-Aug",65,,,,52
"31-Aug",141,,,,43
"1-Sep",216,,,,35
"2-Sep",145,,,,29
"3-Sep",648,,,,24
"4-Sep",256,,,,19
"5-Sep",373,,,,16
"6-Sep",313,,,,13
"7-Sep",125,,,,10
"8-Sep",123,,,,8
"9-Sep",205,,,,7
"10-Sep",118,,,,6
"11-Sep",147,,,,4
"12-Sep",204,,,,4
"13-Sep",234,,,,3
"14-Sep",84,,,,2
"15-Sep",0,,,,2
"16-Sep",300,,,,1
"17-Sep",,3,0,191,1
"18-Sep",,0,0,190,1
"19-Sep",,1,0,179,1
"20-Sep",,1,0,197,1
"21-Sep",,0,0,189,0
"22-Sep",,0,0,195,0
"23-Sep",,0,0,186,0
"24-Sep",,0,0,198,0
"25-Sep",,4,0,190,0
"26-Sep",,0,0,187,0
"27-Sep",,0,0,171,0
"28-Sep",,0,0,185,0
"29-Sep",,0,0,188,0
"30-Sep",,0,0,183,0
"1-Oct",,3,0,171,0
"2-Oct",,0,0,174,0
"3-Oct",,0,0,191,0
"4-Oct",,0,0,182,0
"5-Oct",,2,0,192,0
"6-Oct",,0,0,180,0
"7-Oct",,0,0,69,0
"8-Oct",,1,0,175,0
"9-Oct",,3,0,177,0
"10-Oct",,0,0,180,0
"11-Oct",,0,0,186,0
"12-Oct",,4,0,144,0
"13-Oct",,1,0,181,0
"14-Oct",,0,0,178,0
"15-Oct",,0,0,28,0
"16-Oct",,5,0,174,0
"17-Oct",,2,0,185,0
"18-Oct",,0,0,180,0
"19-Oct",,1,0,178,0
"20-Oct",,0,0,182,0
"21-Oct",,1,0,187,0
"22-Oct",,2,0,186,0
"23-Oct",,0,0,173,0
"24-Oct",,1,0,177,0
"25-Oct",,5,0,182,0
"26-Oct",,0,0,172,0
"27-Oct",,0,0,181,0
"28-Oct",,0,0,170,0
"29-Oct",,4,0,185,0
"30-Oct",,0,0,178,0
"31-Oct",,0,0,0,0
"1-Nov",,0,0,24,0
"2-Nov",,0,0,0,0
"3-Nov",,0,0,40,0
"5-Nov",,0,0,49,0
"8-Nov",,0,0,31,0
"9-Nov",,0,0,80,0
"10-Nov",,0,0,52,0
"12-Nov",,0,0,56,0
"13-Nov",,0,0,58,0
