"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,59,0
"28-May",,0,0,47,0
"29-May",,0,0,0,0
"30-May",,0,0,23,0
"31-May",,2,0,38,1
"1-Jun",,3,0,25,3
"2-Jun",,6,0,105,6
"3-Jun",,12,0,122,11
"4-Jun",0,,,,20
"5-Jun",0,,,,30
"6-Jun",5,,,,44
"7-Jun",108,,,,61
"8-Jun",36,,,,80
"9-Jun",27,,,,102
"10-Jun",133,,,,125
"11-Jun",521,,,,150
"12-Jun",665,,,,176
"13-Jun",310,,,,203
"14-Jun",363,,,,231
"15-Jun",279,,,,258
"16-Jun",165,,,,285
"17-Jun",394,,,,311
"18-Jun",76,,,,337
"19-Jun",143,,,,361
"20-Jun",61,,,,384
"21-Jun",211,,,,407
"22-Jun",101,,,,427
"23-Jun",185,,,,446
"24-Jun",340,,,,464
"25-Jun",192,,,,480
"26-Jun",136,,,,495
"27-Jun",455,,,,508
"28-Jun",373,,,,520
"29-Jun",442,,,,530
"30-Jun",857,,,,538
"1-Jul",2401,,,,546
"2-Jul",470,,,,552
"3-Jul",621,,,,557
"4-Jul",707,,,,561
"5-Jul",102,,,,563
"6-Jul",819,,,,565
"7-Jul",823,,,,566
"8-Jul",628,,,,565
"9-Jul",905,,,,564
"10-Jul",547,,,,562
"11-Jul",938,,,,560
"12-Jul",738,,,,556
"13-Jul",266,,,,552
"14-Jul",282,,,,548
"15-Jul",565,,,,543
"16-Jul",546,,,,538
"17-Jul",908,,,,532
"18-Jul",167,,,,526
"19-Jul",694,,,,519
"20-Jul",182,,,,512
"21-Jul",476,,,,505
"22-Jul",541,,,,498
"23-Jul",444,,,,490
"24-Jul",680,,,,483
"25-Jul",232,,,,475
"26-Jul",501,,,,467
"27-Jul",482,,,,459
"28-Jul",385,,,,451
"29-Jul",175,,,,443
"30-Jul",115,,,,434
"31-Jul",43,,,,426
"1-Aug",67,,,,418
"2-Aug",356,,,,410
"3-Aug",140,,,,402
"4-Aug",185,,,,394
"5-Aug",538,,,,386
"6-Aug",135,,,,378
"7-Aug",212,,,,370
"8-Aug",204,,,,362
"9-Aug",121,,,,354
"10-Aug",106,,,,347
"11-Aug",164,,,,339
"12-Aug",400,,,,332
"13-Aug",156,,,,325
"14-Aug",134,,,,317
"15-Aug",290,,,,310
"16-Aug",415,,,,303
"17-Aug",205,,,,296
"18-Aug",440,,,,290
"19-Aug",500,,,,283
"20-Aug",661,,,,276
"21-Aug",411,,,,270
"22-Aug",294,,,,264
"23-Aug",401,,,,258
"24-Aug",472,,,,252
"25-Aug",643,,,,246
"26-Aug",338,,,,240
"27-Aug",284,,,,234
"28-Aug",351,,,,229
"29-Aug",707,,,,223
"30-Aug",652,,,,218
"31-Aug",243,,,,213
"1-Sep",326,,,,208
"2-Sep",173,,,,203
"3-Sep",112,,,,198
"4-Sep",448,,,,193
"5-Sep",243,,,,188
"6-Sep",279,,,,184
"7-Sep",264,,,,179
"8-Sep",121,,,,175
"9-Sep",189,,,,171
"10-Sep",75,,,,167
"11-Sep",102,,,,163
"12-Sep",236,,,,159
"13-Sep",130,,,,155
"14-Sep",81,,,,151
"15-Sep",0,,,,147
"16-Sep",,147,0,333,144
"17-Sep",,138,0,326,140
"18-Sep",,137,0,323,137
"19-Sep",,135,0,327,134
"20-Sep",,131,0,311,130
"21-Sep",2,,,,127
"22-Sep",14,,,,124
"23-Sep",13,,,,121
"24-Sep",13,,,,118
"25-Sep",,115,0,306,115
"26-Sep",,111,0,313,112
"27-Sep",,109,0,295,110
"28-Sep",,107,0,305,107
"29-Sep",,103,0,293,104
"30-Sep",,99,0,300,102
"1-Oct",,98,0,292,99
"2-Oct",,97,0,289,97
"3-Oct",,96,0,286,95
"4-Oct",,94,0,292,92
"5-Oct",,88,0,279,90
"6-Oct",,89,0,268,88
"7-Oct",,86,12,156,86
"8-Oct",,80,0,253,84
"9-Oct",,83,0,264,82
"10-Oct",,83,0,259,80
"11-Oct",,75,0,268,78
"12-Oct",,78,0,217,76
"13-Oct",,74,0,263,74
"14-Oct",,70,0,262,72
"15-Oct",,71,38,108,71
"16-Oct",,67,0,252,69
"17-Oct",,66,0,239,67
"18-Oct",,69,0,255,66
"19-Oct",,65,0,248,64
"20-Oct",,60,0,249,63
"21-Oct",,61,0,230,61
"22-Oct",,60,0,244,60
"23-Oct",,56,0,237,58
"24-Oct",,55,0,235,57
"25-Oct",,56,0,237,56
"26-Oct",,53,0,236,54
"27-Oct",,47,0,229,53
"28-Oct",,53,0,232,52
"29-Oct",,54,0,225,51
"30-Oct",,41,0,218,49
"31-Oct",,48,31,70,48
"1-Nov",,47,20,76,47
"2-Nov",,46,29,67,46
"3-Nov",,45,20,85,45
"5-Nov",,44,0,97,44
"8-Nov",,42,5,75,43
"9-Nov",,42,0,120,42
"10-Nov",,41,0,90,41
"12-Nov",,40,0,106,40
"13-Nov",,39,0,89,39
