"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,60,0
"28-May",,0,0,54,0
"29-May",,0,0,0,0
"30-May",,1,0,22,0
"31-May",,2,0,39,2
"1-Jun",,5,0,26,5
"2-Jun",,12,0,110,12
"3-Jun",,22,0,131,23
"4-Jun",0,,,,39
"5-Jun",1,,,,60
"6-Jun",10,,,,87
"7-Jun",31,,,,120
"8-Jun",6,,,,158
"9-Jun",22,,,,201
"10-Jun",36,,,,248
"11-Jun",27,,,,298
"12-Jun",43,,,,352
"13-Jun",11,,,,407
"14-Jun",10,,,,463
"15-Jun",6,,,,521
"16-Jun",8,,,,578
"17-Jun",7,,,,634
"18-Jun",14,,,,690
"19-Jun",40,,,,744
"20-Jun",109,,,,797
"21-Jun",8083,,,,847
"22-Jun",2927,,,,895
"23-Jun",2717,,,,940
"24-Jun",1120,,,,983
"25-Jun",384,,,,1023
"26-Jun",654,,,,1060
"27-Jun",698,,,,1094
"28-Jun",926,,,,1126
"29-Jun",2350,,,,1154
"30-Jun",1048,,,,1180
"1-Jul",933,,,,1203
"2-Jul",224,,,,1223
"3-Jul",977,,,,1241
"4-Jul",421,,,,1256
"5-Jul",1012,,,,1269
"6-Jul",630,,,,1280
"7-Jul",425,,,,1288
"8-Jul",336,,,,1295
"9-Jul",263,,,,1299
"10-Jul",515,,,,1302
"11-Jul",184,,,,1303
"12-Jul",708,,,,1302
"13-Jul",1269,,,,1300
"14-Jul",1326,,,,1296
"15-Jul",1025,,,,1291
"16-Jul",918,,,,1285
"17-Jul",756,,,,1277
"18-Jul",998,,,,1269
"19-Jul",4325,,,,1260
"20-Jul",908,,,,1249
"21-Jul",638,,,,1238
"22-Jul",424,,,,1227
"23-Jul",209,,,,1214
"24-Jul",467,,,,1201
"25-Jul",1162,,,,1187
"26-Jul",987,,,,1173
"27-Jul",2917,,,,1159
"28-Jul",958,,,,1144
"29-Jul",830,,,,1129
"30-Jul",616,,,,1113
"31-Jul",748,,,,1098
"1-Aug",942,,,,1082
"2-Aug",1606,,,,1066
"3-Aug",1416,,,,1049
"4-Aug",1364,,,,1033
"5-Aug",1322,,,,1017
"6-Aug",1003,,,,1000
"7-Aug",1526,,,,984
"8-Aug",1707,,,,967
"9-Aug",849,,,,951
"10-Aug",326,,,,935
"11-Aug",729,,,,919
"12-Aug",1238,,,,902
"13-Aug",616,,,,886
"14-Aug",673,,,,870
"15-Aug",1468,,,,855
"16-Aug",2341,,,,839
"17-Aug",4762,,,,823
"18-Aug",2168,,,,808
"19-Aug",2908,,,,793
"20-Aug",1682,,,,778
"21-Aug",772,,,,763
"22-Aug",2345,,,,748
"23-Aug",1586,,,,734
"24-Aug",1482,,,,720
"25-Aug",721,,,,706
"26-Aug",224,,,,692
"27-Aug",309,,,,678
"28-Aug",665,,,,665
"29-Aug",1033,,,,651
"30-Aug",658,,,,638
"31-Aug",1107,,,,626
"1-Sep",848,,,,613
"2-Sep",316,,,,601
"3-Sep",304,,,,588
"4-Sep",174,,,,576
"5-Sep",511,,,,565
"6-Sep",286,,,,553
"7-Sep",104,,,,542
"8-Sep",145,,,,531
"9-Sep",201,,,,520
"10-Sep",0,,,,509
"11-Sep",0,,,,499
"12-Sep",2,,,,488
"13-Sep",60,,,,478
"14-Sep",39,,,,468
"15-Sep",17,,,,459
"16-Sep",14,,,,449
"17-Sep",28,,,,440
"18-Sep",35,,,,431
"19-Sep",49,,,,422
"20-Sep",29,,,,413
"21-Sep",26,,,,404
"22-Sep",27,,,,396
"23-Sep",13,,,,388
"24-Sep",4,,,,380
"25-Sep",9,,,,372
"26-Sep",4,,,,364
"27-Sep",5,,,,356
"28-Sep",5,,,,349
"29-Sep",3,,,,342
"30-Sep",2,,,,334
"1-Oct",,329,142,507,327
"2-Oct",0,,,,321
"3-Oct",0,,,,314
"4-Oct",0,,,,307
"5-Oct",0,,,,301
"6-Oct",0,,,,295
"7-Oct",,288,222,358,289
"8-Oct",1,,,,282
"9-Oct",,275,102,459,277
"10-Oct",,266,87,456,271
"11-Oct",,269,84,443,265
"12-Oct",,262,111,410,260
"13-Oct",,260,72,437,254
"14-Oct",1,,,,249
"15-Oct",,244,212,276,244
"16-Oct",,237,60,411,239
"17-Oct",0,,,,234
"18-Oct",1,,,,229
"19-Oct",,229,50,406,224
"20-Oct",,216,30,398,220
"21-Oct",,216,28,389,215
"22-Oct",,214,45,394,211
"23-Oct",,203,24,385,206
"24-Oct",,202,25,379,202
"25-Oct",,199,31,384,198
"26-Oct",,193,13,373,194
"27-Oct",,187,7,369,190
"28-Oct",,187,15,370,186
"29-Oct",,182,9,358,182
"30-Oct",,181,0,355,179
"31-Oct",,175,159,191,175
"1-Nov",,172,144,200,171
"2-Nov",,168,153,184,168
"3-Nov",,164,125,199,164
"5-Nov",,161,110,214,161
"8-Nov",,158,126,188,158
"9-Nov",,155,78,236,155
"10-Nov",,152,111,200,151
"12-Nov",,148,86,205,148
"13-Nov",,146,84,199,145
