"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,63,0
"28-May",,0,0,43,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,35,0
"1-Jun",,0,0,18,0
"2-Jun",,0,0,98,0
"3-Jun",,0,0,109,0
"4-Jun",,3,0,155,0
"5-Jun",,0,0,204,0
"6-Jun",,0,0,186,0
"7-Jun",17,,,,0
"8-Jun",51,,,,0
"9-Jun",21,,,,0
"10-Jun",,6,0,193,0
"11-Jun",68,,,,0
"12-Jun",14,,,,0
"13-Jun",12,,,,0
"14-Jun",53,,,,0
"15-Jun",26,,,,0
"16-Jun",86,,,,0
"17-Jun",244,,,,0
"18-Jun",227,,,,0
"19-Jun",158,,,,0
"20-Jun",572,,,,0
"21-Jun",205,,,,0
"22-Jun",593,,,,0
"23-Jun",812,,,,0
"24-Jun",1230,,,,0
"25-Jun",172,,,,0
"26-Jun",1116,,,,0
"27-Jun",631,,,,0
"28-Jun",245,,,,0
"29-Jun",570,,,,0
"30-Jun",207,,,,0
"1-Jul",877,,,,0
"2-Jul",89,,,,0
"3-Jul",616,,,,0
"4-Jul",331,,,,1
"5-Jul",209,,,,2
"6-Jul",880,,,,4
"7-Jul",123,,,,8
"8-Jul",294,,,,14
"9-Jul",575,,,,24
"10-Jul",462,,,,39
"11-Jul",190,,,,63
"12-Jul",349,,,,96
"13-Jul",731,,,,143
"14-Jul",482,,,,205
"15-Jul",515,,,,286
"16-Jul",1414,,,,388
"17-Jul",818,,,,512
"18-Jul",1455,,,,657
"19-Jul",1307,,,,823
"20-Jul",885,,,,1007
"21-Jul",1559,,,,1206
"22-Jul",1032,,,,1414
"23-Jul",863,,,,1624
"24-Jul",1434,,,,1831
"25-Jul",2164,,,,2027
"26-Jul",1736,,,,2205
"27-Jul",1673,,,,2360
"28-Jul",2266,,,,2486
"29-Jul",1592,,,,2580
"30-Jul",1914,,,,2640
"31-Jul",2413,,,,2665
"1-Aug",4841,,,,2655
"2-Aug",4186,,,,2612
"3-Aug",2830,,,,2539
"4-Aug",3704,,,,2441
"5-Aug",2585,,,,2321
"6-Aug",2918,,,,2183
"7-Aug",1919,,,,2034
"8-Aug",1253,,,,1876
"9-Aug",806,,,,1715
"10-Aug",982,,,,1554
"11-Aug",768,,,,1397
"12-Aug",523,,,,1245
"13-Aug",909,,,,1101
"14-Aug",689,,,,966
"15-Aug",1212,,,,842
"16-Aug",539,,,,729
"17-Aug",619,,,,627
"18-Aug",603,,,,536
"19-Aug",192,,,,455
"20-Aug",709,,,,384
"21-Aug",581,,,,322
"22-Aug",305,,,,269
"23-Aug",141,,,,223
"24-Aug",158,,,,185
"25-Aug",234,,,,152
"26-Aug",176,,,,124
"27-Aug",528,,,,101
"28-Aug",223,,,,82
"29-Aug",418,,,,66
"30-Aug",279,,,,53
"31-Aug",245,,,,43
"1-Sep",195,,,,34
"2-Sep",204,,,,27
"3-Sep",248,,,,22
"4-Sep",158,,,,17
"5-Sep",65,,,,13
"6-Sep",285,,,,11
"7-Sep",70,,,,8
"8-Sep",152,,,,6
"9-Sep",79,,,,5
"10-Sep",90,,,,4
"11-Sep",50,,,,3
"12-Sep",28,,,,2
"13-Sep",,0,0,191,2
"14-Sep",,0,0,187,1
"15-Sep",,6,0,200,1
"16-Sep",,0,0,186,1
"17-Sep",,3,0,196,1
"18-Sep",,0,0,189,0
"19-Sep",,0,0,188,0
"20-Sep",,0,0,192,0
"21-Sep",,0,0,190,0
"22-Sep",,0,0,203,0
"23-Sep",,2,0,187,0
"24-Sep",,3,0,193,0
"25-Sep",,0,0,181,0
"26-Sep",,1,0,184,0
"27-Sep",,3,0,182,0
"28-Sep",,3,0,178,0
"29-Sep",,3,0,192,0
"30-Sep",,0,0,196,0
"1-Oct",,3,0,186,0
"2-Oct",,5,0,200,0
"3-Oct",,0,0,183,0
"4-Oct",,0,0,176,0
"5-Oct",,4,0,194,0
"6-Oct",,2,0,186,0
"7-Oct",,0,0,73,0
"8-Oct",,0,0,179,0
"9-Oct",,0,0,190,0
"10-Oct",,0,0,174,0
"11-Oct",,0,0,177,0
"12-Oct",,0,0,145,0
"13-Oct",,0,0,181,0
"14-Oct",,0,0,181,0
"15-Oct",,0,0,21,0
"16-Oct",,0,0,185,0
"17-Oct",,0,0,192,0
"18-Oct",,0,0,178,0
"19-Oct",,0,0,178,0
"20-Oct",,0,0,176,0
"21-Oct",,0,0,180,0
"22-Oct",,0,0,178,0
"23-Oct",,2,0,186,0
"24-Oct",,0,0,175,0
"25-Oct",,0,0,179,0
"26-Oct",,0,0,177,0
"27-Oct",,2,0,179,0
"28-Oct",,2,0,179,0
"29-Oct",,0,0,166,0
"30-Oct",,2,0,182,0
"31-Oct",,0,0,0,0
"1-Nov",,0,0,33,0
"2-Nov",,0,0,0,0
"3-Nov",,0,0,19,0
"5-Nov",,0,0,105,0
"8-Nov",,0,0,48,0
"9-Nov",,0,0,74,0
"10-Nov",,0,0,40,0
"12-Nov",,0,0,14,0
"13-Nov",,0,0,49,0
