"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,53,0
"28-May",,0,0,51,0
"29-May",,0,0,0,0
"30-May",,0,0,22,0
"31-May",,1,0,36,0
"1-Jun",,0,0,20,0
"2-Jun",,0,0,101,0
"3-Jun",,3,0,109,0
"4-Jun",,1,0,157,0
"5-Jun",,0,0,197,0
"6-Jun",68,,,,0
"7-Jun",259,,,,0
"8-Jun",517,,,,0
"9-Jun",0,,,,0
"10-Jun",0,,,,0
"11-Jun",0,,,,0
"12-Jun",1586,,,,0
"13-Jun",119,,,,1
"14-Jun",31,,,,2
"15-Jun",45,,,,3
"16-Jun",2,,,,5
"17-Jun",174,,,,8
"18-Jun",50,,,,11
"19-Jun",0,,,,17
"20-Jun",221,,,,24
"21-Jun",235,,,,32
"22-Jun",209,,,,43
"23-Jun",30,,,,57
"24-Jun",623,,,,72
"25-Jun",56,,,,90
"26-Jun",14,,,,111
"27-Jun",6,,,,134
"28-Jun",171,,,,159
"29-Jun",3,,,,187
"30-Jun",7,,,,216
"1-Jul",17,,,,247
"2-Jul",142,,,,279
"3-Jul",2,,,,312
"4-Jul",139,,,,346
"5-Jul",3227,,,,379
"6-Jul",1612,,,,413
"7-Jul",378,,,,446
"8-Jul",1177,,,,478
"9-Jul",176,,,,508
"10-Jul",235,,,,538
"11-Jul",172,,,,565
"12-Jul",98,,,,590
"13-Jul",300,,,,614
"14-Jul",221,,,,634
"15-Jul",109,,,,653
"16-Jul",97,,,,669
"17-Jul",174,,,,682
"18-Jul",126,,,,693
"19-Jul",502,,,,701
"20-Jul",559,,,,707
"21-Jul",523,,,,710
"22-Jul",545,,,,712
"23-Jul",506,,,,710
"24-Jul",503,,,,707
"25-Jul",142,,,,702
"26-Jul",258,,,,695
"27-Jul",771,,,,687
"28-Jul",3719,,,,677
"29-Jul",1751,,,,665
"30-Jul",540,,,,653
"31-Jul",667,,,,639
"1-Aug",144,,,,624
"2-Aug",49,,,,609
"3-Aug",451,,,,593
"4-Aug",1358,,,,576
"5-Aug",256,,,,559
"6-Aug",335,,,,541
"7-Aug",249,,,,524
"8-Aug",2678,,,,506
"9-Aug",674,,,,488
"10-Aug",428,,,,470
"11-Aug",419,,,,452
"12-Aug",374,,,,435
"13-Aug",319,,,,417
"14-Aug",219,,,,400
"15-Aug",515,,,,383
"16-Aug",413,,,,367
"17-Aug",437,,,,351
"18-Aug",305,,,,335
"19-Aug",108,,,,320
"20-Aug",17,,,,305
"21-Aug",208,,,,290
"22-Aug",215,,,,277
"23-Aug",851,,,,263
"24-Aug",67,,,,250
"25-Aug",100,,,,238
"26-Aug",11,,,,226
"27-Aug",63,,,,214
"28-Aug",14,,,,203
"29-Aug",10,,,,192
"30-Aug",14,,,,182
"31-Aug",8,,,,173
"1-Sep",9,,,,163
"2-Sep",37,,,,155
"3-Sep",18,,,,146
"4-Sep",6,,,,138
"5-Sep",5,,,,130
"6-Sep",5,,,,123
"7-Sep",8,,,,116
"8-Sep",8,,,,110
"9-Sep",6,,,,103
"10-Sep",11,,,,98
"11-Sep",13,,,,92
"12-Sep",12,,,,87
"13-Sep",34,,,,82
"14-Sep",0,,,,77
"15-Sep",15,,,,72
"16-Sep",21,,,,68
"17-Sep",12,,,,64
"18-Sep",23,,,,60
"19-Sep",10,,,,57
"20-Sep",8,,,,53
"21-Sep",,51,0,235,50
"22-Sep",16,,,,47
"23-Sep",12,,,,44
"24-Sep",2,,,,42
"25-Sep",4,,,,39
"26-Sep",3,,,,37
"27-Sep",,32,0,219,34
"28-Sep",2,,,,32
"29-Sep",0,,,,30
"30-Sep",3,,,,29
"1-Oct",1,,,,27
"2-Oct",4,,,,25
"3-Oct",2,,,,24
"4-Oct",5,,,,22
"5-Oct",1,,,,21
"6-Oct",6,,,,19
"7-Oct",7,,,,18
"8-Oct",1,,,,17
"9-Oct",,16,0,201,16
"10-Oct",,15,0,207,15
"11-Oct",,17,0,194,14
"12-Oct",,11,0,167,13
"13-Oct",,12,0,185,12
"14-Oct",,8,0,194,12
"15-Oct",1,,,,11
"16-Oct",,4,0,179,10
"17-Oct",,7,0,198,10
"18-Oct",,5,0,195,9
"19-Oct",0,,,,8
"20-Oct",,6,0,182,8
"21-Oct",,8,0,185,7
"22-Oct",,6,0,189,7
"23-Oct",0,,,,7
"24-Oct",0,,,,6
"25-Oct",0,,,,6
"26-Oct",,5,0,193,5
"27-Oct",,6,0,182,5
"28-Oct",,5,0,183,5
"29-Oct",,2,0,182,4
"30-Oct",,4,0,177,4
"31-Oct",,4,2,7,4
"1-Nov",,4,0,25,4
"2-Nov",,3,2,6,3
"3-Nov",,3,0,40,3
"5-Nov",,3,0,57,3
"8-Nov",,3,0,34,3
"9-Nov",,3,0,79,3
"10-Nov",,3,0,59,2
"12-Nov",,2,0,67,2
"13-Nov",,2,0,48,2
