"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47"
"1",0,0,0,0,0.00432885077679181,0.000518210323211513,0,0,0.00490979885985844,0,0.00264906635418919,0,0,0,0.00267295125163284,0,0.0620825311652722,0,0.00460678316123139,0,0.00111507228981536,1.66380024291712,0,0,0,0,0.00106299107144524,0,0.00128215915377887,0.000763167431165798,0.000265539847626427,0.00250003684818431,0.00161114414005623,0,0,0,0,0.00501396389763531,NA,0.00340493862343828,0.00291556453020004,0,0.00291593267225818,0.00226890168151419,0,0.00296121400720374,0.000346410197125205
"2",0.0631771206489107,NA,0,0.0765567429277696,0,0.11427893608733,0,0,0.143702644617884,0.0895639597698351,0,0,0.148227924018955,0,0.161872320914027,0.070970599826829,1.84812078508331,0.068009094791374,0.234536193362192,0,0,12.3956697968951,0,0,0,0,0,0.463580355473537,0,0,0,0,0.143915501029432,0.107033949913986,0,0,0,0.375835319601559,NA,0,0.0108460680440902,0,0.225764049261268,0,0,0.179971355610788,0.165547587251143
"3",0,NA,0,0,6.66085934049216e-05,0.000910496954774374,0,0.000829133927056504,1.6728219007788,0,0,0.0704161571844496,0.0195019158257627,0,0.532986912425965,0.00056640894931264,9.26815864646971,0.0013321369021922,0.0333728393116692,2.32832838392453e-05,0,32.157379104008,0,0.00677148807427798,0,0,0,0,0.00053302840020082,0.23732546010461,0,0.000362954677308252,0,0,3.59302638989396e-05,7.36818723388377e-06,0,0,NA,0,7.01927493336286e-05,0.000515187537320964,0,0,0.000596171402495075,0.000523739961713241,0
"4",NA,NA,0,0.203742138803362,0.284020535297985,0.24531032378457,0,0.120191588246148,6.47306872672151,0,0.0657862337471162,0.541704467733786,0,0.228728240532479,2.46054035660591,0,26.3344606504699,0.225793811829733,0.317082425776312,0,0,59.2201808028698,0,0.164237482592069,0.0561867802056769,0.165510224564133,0,0,0,1.26329144253003,0.207423494006402,0,0,0.0295577122813788,0,0.249201221565958,0.0412451353325968,0.180716369370089,NA,0,0.219819632709008,0,0,0.0731718118215294,0.292638916959088,0.0838925735319488,0
"5",NA,NA,0.596710207947626,0,0,0.337074496291666,0,0.0803304683025415,16.6186643639325,0,0.176782759624749,1.87176268155644,0.184965334392162,0.0728369223966682,5.58064605403194,0.0340023158683229,52.8831230265308,0.180815083703871,1.5010428267073,0,0.134525365723327,90.4077584499139,0.108194309569508,0,0.536142196049313,0.450327170655212,0,0,0.543268650113909,2.98360654490759,0.135912552205365,0,0,0.0579585749779603,0.242940628743261,0.152525376607837,0,0.0393750306642765,NA,0.0524465443246052,0,0.0886206759238408,0,0,0.0517047380880265,0,0.177796347747425
"6",NA,NA,0.121952443102718,0.0148872777330757,0.0454541835620291,0,0.187253582899177,0.0129262693621918,32.4471336231391,0.057642948106323,0.149356025539897,5.4123247634697,2.72433763630753,0,11.9534376149454,0.0773641920243875,88.7112603876235,0.0915865478140365,3.24439149377727,0.0752933506460687,0.205108834834326,123.656935020413,0.131547518352006,0.96988089027028,0.446777556177102,0.13538676207945,0,0.0107249145905194,0.0365547319449801,5.65308824639713,0.0231361994701237,0,0.350472991840402,0.134865630456394,0.119230292194693,0.237940035430585,0,NA,NA,0,0.0498700785947656,0.295695661915441,0.0019185672640406,0.294929538854228,0.388980167218762,0.207056154593811,0
"7",NA,NA,0,0,0.165449299410172,0,0.225289930381543,0.115280391935831,56.3929706851094,0,1.38176439869826,12.0332427395723,8.79221617523653,1.9380951627624,23.0280953561086,2.19969942691752,NA,0,6.19176082578968,0,0.23010756694551,157.931662242539,0.179400356379253,NA,0,0,0,0.94335826448875,0,11.7729190964994,1.23180002946904,0.00306121240071135,0.641611507366769,0.950949460503586,1.14784406626629,0,1.31932237723099,NA,NA,NA,NA,NA,NA,0,0,0,0
"8",NA,NA,2.81690452753468,0.180422345857037,1.39039345122675,0,NA,0,NA,0,0,22.4910809192969,16.786205037135,1.29493961858226,NA,0.1701021491721,NA,NA,12.0068459541305,0.430208959785413,0,190.835651637501,0,NA,NA,3.21978256744697,1.3471390263284,0.377278232453822,1.05696061988735,15.7745087783279,1.05574246133895,0,2.44298926001593,0,0,0.215552323782339,NA,NA,NA,NA,NA,NA,NA,0.579032523964646,0,1.54224076853165,0
"9",NA,NA,1.21290820749652,0.0964790864959512,1.95882307390171,0,NA,NA,NA,5.01058013927134,3.93156418966527,NA,29.0925907588368,NA,NA,0,NA,NA,NA,0.444300011191227,0,NA,NA,NA,NA,1.10645596077865,0,0,NA,23.9846217725395,NA,NA,1.08658969242893,0,2.23039661373731,0,NA,NA,NA,NA,NA,NA,NA,0,0,2.88977909765827,0
"10",NA,NA,0,0.615245942294206,0,0.170297233062805,NA,NA,NA,NA,0.64419871992012,NA,42.6102138665034,NA,NA,6.00643733714378,NA,NA,NA,0.887749474153426,1.28629189315891,NA,NA,NA,NA,2.19327775653962,0.803767167225132,4.06741625761536,NA,30.7546185424677,NA,NA,NA,0,1.44914852988346,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
