"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,55,0
"28-May",,0,0,53,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,35,0
"1-Jun",,0,0,21,0
"2-Jun",,0,0,91,0
"3-Jun",,0,0,109,0
"4-Jun",,0,0,154,0
"5-Jun",,0,0,189,0
"6-Jun",,5,0,199,0
"7-Jun",,3,0,195,0
"8-Jun",,0,0,194,0
"9-Jun",,0,0,181,0
"10-Jun",25,,,,0
"11-Jun",21,,,,0
"12-Jun",77,,,,0
"13-Jun",83,,,,0
"14-Jun",322,,,,0
"15-Jun",19,,,,0
"16-Jun",243,,,,1
"17-Jun",343,,,,1
"18-Jun",1032,,,,2
"19-Jun",181,,,,4
"20-Jun",166,,,,6
"21-Jun",135,,,,9
"22-Jun",105,,,,15
"23-Jun",78,,,,22
"24-Jun",480,,,,32
"25-Jun",145,,,,44
"26-Jun",167,,,,61
"27-Jun",5,,,,82
"28-Jun",108,,,,108
"29-Jun",0,,,,139
"30-Jun",20,,,,176
"1-Jul",114,,,,218
"2-Jul",16,,,,267
"3-Jul",58,,,,322
"4-Jul",16,,,,383
"5-Jul",252,,,,449
"6-Jul",171,,,,521
"7-Jul",63,,,,598
"8-Jul",30,,,,678
"9-Jul",19,,,,762
"10-Jul",6,,,,848
"11-Jul",48,,,,936
"12-Jul",1175,,,,1024
"13-Jul",2464,,,,1112
"14-Jul",2573,,,,1199
"15-Jul",1061,,,,1284
"16-Jul",1156,,,,1365
"17-Jul",5286,,,,1443
"18-Jul",2858,,,,1517
"19-Jul",1344,,,,1585
"20-Jul",1035,,,,1648
"21-Jul",3734,,,,1705
"22-Jul",538,,,,1756
"23-Jul",1089,,,,1800
"24-Jul",2735,,,,1837
"25-Jul",1740,,,,1867
"26-Jul",1204,,,,1891
"27-Jul",525,,,,1907
"28-Jul",1127,,,,1918
"29-Jul",586,,,,1921
"30-Jul",789,,,,1919
"31-Jul",700,,,,1911
"1-Aug",700,,,,1897
"2-Aug",574,,,,1878
"3-Aug",1523,,,,1855
"4-Aug",2526,,,,1827
"5-Aug",3151,,,,1795
"6-Aug",1852,,,,1759
"7-Aug",3322,,,,1721
"8-Aug",3007,,,,1679
"9-Aug",2006,,,,1636
"10-Aug",1552,,,,1590
"11-Aug",1238,,,,1543
"12-Aug",2654,,,,1494
"13-Aug",790,,,,1445
"14-Aug",2855,,,,1394
"15-Aug",1396,,,,1344
"16-Aug",955,,,,1293
"17-Aug",2083,,,,1243
"18-Aug",1060,,,,1192
"19-Aug",1520,,,,1142
"20-Aug",570,,,,1093
"21-Aug",764,,,,1045
"22-Aug",764,,,,997
"23-Aug",959,,,,951
"24-Aug",808,,,,906
"25-Aug",877,,,,862
"26-Aug",912,,,,819
"27-Aug",1399,,,,778
"28-Aug",817,,,,738
"29-Aug",658,,,,699
"30-Aug",459,,,,662
"31-Aug",629,,,,626
"1-Sep",281,,,,592
"2-Sep",276,,,,559
"3-Sep",370,,,,528
"4-Sep",242,,,,498
"5-Sep",148,,,,469
"6-Sep",34,,,,442
"7-Sep",,413,213,615,416
"8-Sep",,395,203,588,392
"9-Sep",,366,178,571,368
"10-Sep",,340,144,534,346
"11-Sep",,325,132,517,325
"12-Sep",,300,104,502,305
"13-Sep",,281,88,480,286
"14-Sep",,265,74,455,268
"15-Sep",,254,61,449,251
"16-Sep",3,,,,235
"17-Sep",12,,,,221
"18-Sep",5,,,,206
"19-Sep",,189,4,376,193
"20-Sep",,178,0,365,181
"21-Sep",,170,0,353,169
"22-Sep",,157,0,352,158
"23-Sep",,145,0,348,147
"24-Sep",,145,0,324,138
"25-Sep",14,,,,128
"26-Sep",6,,,,120
"27-Sep",4,,,,112
"28-Sep",,105,0,288,104
"29-Sep",3,,,,97
"30-Sep",2,,,,91
"1-Oct",,84,0,257,85
"2-Oct",,79,0,267,79
"3-Oct",,72,0,258,73
"4-Oct",,69,0,259,68
"5-Oct",,62,0,256,64
"6-Oct",,56,0,243,59
"7-Oct",,55,0,124,55
"8-Oct",,49,0,228,51
"9-Oct",,49,0,227,48
"10-Oct",,43,0,228,44
"11-Oct",,41,0,227,41
"12-Oct",0,,,,38
"13-Oct",,40,0,221,36
"14-Oct",,31,0,219,33
"15-Oct",,31,1,61,31
"16-Oct",,29,0,203,29
"17-Oct",,24,0,218,27
"18-Oct",,29,0,210,25
"19-Oct",,15,0,199,23
"20-Oct",,27,0,207,21
"21-Oct",,26,0,193,20
"22-Oct",,19,0,195,18
"23-Oct",,22,0,192,17
"24-Oct",,16,0,195,16
"25-Oct",,13,0,191,15
"26-Oct",,7,0,187,14
"27-Oct",,17,0,193,13
"28-Oct",,8,0,187,12
"29-Oct",,10,0,192,11
"30-Oct",,15,0,183,10
"31-Oct",,9,7,12,9
"1-Nov",,9,0,33,9
"2-Nov",,8,6,10,8
"3-Nov",,8,0,43,8
"5-Nov",,7,0,56,7
"8-Nov",,6,0,40,6
"9-Nov",,6,0,100,6
"10-Nov",,6,0,60,6
"12-Nov",,5,0,61,5
"13-Nov",,5,0,55,5
