"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,52,0
"28-May",,0,0,50,0
"29-May",,0,0,0,0
"30-May",,0,0,21,0
"31-May",,0,0,33,0
"1-Jun",,0,0,19,0
"2-Jun",,2,0,96,0
"3-Jun",,0,0,114,0
"4-Jun",,0,0,161,0
"5-Jun",,6,0,202,0
"6-Jun",,4,0,199,0
"7-Jun",0,,,,0
"8-Jun",1,,,,0
"9-Jun",7,,,,0
"10-Jun",53,,,,0
"11-Jun",23,,,,0
"12-Jun",58,,,,0
"13-Jun",91,,,,0
"14-Jun",90,,,,0
"15-Jun",149,,,,0
"16-Jun",170,,,,0
"17-Jun",81,,,,0
"18-Jun",291,,,,0
"19-Jun",1803,,,,0
"20-Jun",1863,,,,0
"21-Jun",,4,0,205,0
"22-Jun",,0,0,193,0
"23-Jun",,1,0,194,0
"24-Jun",,3,0,195,0
"25-Jun",,4,0,186,0
"26-Jun",129,,,,0
"27-Jun",302,,,,0
"28-Jun",175,,,,0
"29-Jun",377,,,,0
"30-Jun",186,,,,0
"1-Jul",378,,,,0
"2-Jul",466,,,,0
"3-Jul",213,,,,0
"4-Jul",209,,,,0
"5-Jul",47,,,,0
"6-Jul",598,,,,0
"7-Jul",189,,,,0
"8-Jul",124,,,,0
"9-Jul",132,,,,0
"10-Jul",245,,,,1
"11-Jul",863,,,,2
"12-Jul",603,,,,7
"13-Jul",372,,,,17
"14-Jul",507,,,,41
"15-Jul",108,,,,88
"16-Jul",307,,,,175
"17-Jul",689,,,,322
"18-Jul",1375,,,,549
"19-Jul",1267,,,,872
"20-Jul",1183,,,,1294
"21-Jul",788,,,,1803
"22-Jul",905,,,,2363
"23-Jul",1001,,,,2926
"24-Jul",6823,,,,3430
"25-Jul",5207,,,,3817
"26-Jul",4819,,,,4044
"27-Jul",2447,,,,4088
"28-Jul",1911,,,,3951
"29-Jul",2500,,,,3659
"30-Jul",6763,,,,3254
"31-Jul",4255,,,,2784
"1-Aug",1563,,,,2295
"2-Aug",572,,,,1826
"3-Aug",306,,,,1405
"4-Aug",42,,,,1047
"5-Aug",513,,,,756
"6-Aug",359,,,,530
"7-Aug",567,,,,362
"8-Aug",1809,,,,240
"9-Aug",1970,,,,155
"10-Aug",2057,,,,98
"11-Aug",1106,,,,60
"12-Aug",1409,,,,36
"13-Aug",4162,,,,21
"14-Aug",601,,,,12
"15-Aug",328,,,,7
"16-Aug",370,,,,4
"17-Aug",253,,,,2
"18-Aug",1442,,,,1
"19-Aug",1122,,,,1
"20-Aug",375,,,,0
"21-Aug",180,,,,0
"22-Aug",252,,,,0
"23-Aug",178,,,,0
"24-Aug",566,,,,0
"25-Aug",734,,,,0
"26-Aug",391,,,,0
"27-Aug",169,,,,0
"28-Aug",1361,,,,0
"29-Aug",1150,,,,0
"30-Aug",825,,,,0
"31-Aug",447,,,,0
"1-Sep",1448,,,,0
"2-Sep",268,,,,0
"3-Sep",932,,,,0
"4-Sep",503,,,,0
"5-Sep",326,,,,0
"6-Sep",135,,,,0
"7-Sep",376,,,,0
"8-Sep",902,,,,0
"9-Sep",216,,,,0
"10-Sep",118,,,,0
"11-Sep",254,,,,0
"12-Sep",166,,,,0
"13-Sep",101,,,,0
"14-Sep",122,,,,0
"15-Sep",55,,,,0
"16-Sep",91,,,,0
"17-Sep",37,,,,0
"18-Sep",63,,,,0
"19-Sep",54,,,,0
"20-Sep",23,,,,0
"21-Sep",93,,,,0
"22-Sep",132,,,,0
"23-Sep",26,,,,0
"24-Sep",42,,,,0
"25-Sep",41,,,,0
"26-Sep",21,,,,0
"27-Sep",32,,,,0
"28-Sep",54,,,,0
"29-Sep",84,,,,0
"30-Sep",7,,,,0
"1-Oct",53,,,,0
"2-Oct",36,,,,0
"3-Oct",45,,,,0
"4-Oct",16,,,,0
"5-Oct",29,,,,0
"6-Oct",21,,,,0
"7-Oct",10,,,,0
"8-Oct",,0,0,181,0
"9-Oct",,0,0,179,0
"10-Oct",,0,0,180,0
"11-Oct",,0,0,170,0
"12-Oct",,0,0,145,0
"13-Oct",,0,0,182,0
"14-Oct",,3,0,187,0
"15-Oct",,0,0,28,0
"16-Oct",,0,0,177,0
"17-Oct",,1,0,191,0
"18-Oct",,3,0,180,0
"19-Oct",,0,0,182,0
"20-Oct",,0,0,184,0
"21-Oct",,1,0,174,0
"22-Oct",,1,0,178,0
"23-Oct",,0,0,172,0
"24-Oct",,0,0,174,0
"25-Oct",,0,0,185,0
"26-Oct",,0,0,188,0
"27-Oct",,1,0,197,0
"28-Oct",,1,0,172,0
"29-Oct",,0,0,173,0
"30-Oct",,4,0,175,0
"31-Oct",,0,0,0,0
"1-Nov",,0,0,26,0
"2-Nov",,0,0,0,0
"3-Nov",,0,0,28,0
"5-Nov",,0,0,51,0
"8-Nov",,0,0,34,0
"9-Nov",,0,0,80,0
"10-Nov",,0,0,43,0
"12-Nov",,0,0,59,0
"13-Nov",,0,0,59,0
