"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"27-May",,0,0,61,0
"28-May",,0,0,50,0
"29-May",,1,0,1,1
"30-May",,2,0,23,2
"31-May",,6,0,39,6
"1-Jun",,12,0,32,12
"2-Jun",,23,0,119,21
"3-Jun",0,,,,34
"4-Jun",12,,,,50
"5-Jun",41,,,,69
"6-Jun",45,,,,91
"7-Jun",33,,,,115
"8-Jun",92,,,,141
"9-Jun",105,,,,169
"10-Jun",388,,,,198
"11-Jun",118,,,,228
"12-Jun",103,,,,259
"13-Jun",654,,,,290
"14-Jun",124,,,,320
"15-Jun",405,,,,351
"16-Jun",268,,,,380
"17-Jun",112,,,,410
"18-Jun",658,,,,438
"19-Jun",341,,,,465
"20-Jun",108,,,,492
"21-Jun",549,,,,517
"22-Jun",707,,,,541
"23-Jun",303,,,,564
"24-Jun",400,,,,586
"25-Jun",2325,,,,607
"26-Jun",3304,,,,626
"27-Jun",2438,,,,644
"28-Jun",1063,,,,661
"29-Jun",901,,,,677
"30-Jun",1759,,,,692
"1-Jul",366,,,,705
"2-Jul",301,,,,717
"3-Jul",83,,,,729
"4-Jul",494,,,,739
"5-Jul",145,,,,748
"6-Jul",90,,,,757
"7-Jul",414,,,,764
"8-Jul",586,,,,770
"9-Jul",380,,,,776
"10-Jul",170,,,,781
"11-Jul",163,,,,785
"12-Jul",93,,,,788
"13-Jul",220,,,,791
"14-Jul",368,,,,793
"15-Jul",281,,,,794
"16-Jul",678,,,,795
"17-Jul",312,,,,795
"18-Jul",67,,,,795
"19-Jul",224,,,,794
"20-Jul",225,,,,793
"21-Jul",988,,,,791
"22-Jul",1805,,,,789
"23-Jul",1553,,,,786
"24-Jul",531,,,,783
"25-Jul",145,,,,780
"26-Jul",202,,,,777
"27-Jul",402,,,,773
"28-Jul",352,,,,769
"29-Jul",349,,,,764
"30-Jul",382,,,,760
"31-Jul",291,,,,755
"1-Aug",184,,,,750
"2-Aug",128,,,,744
"3-Aug",377,,,,739
"4-Aug",142,,,,733
"5-Aug",228,,,,728
"6-Aug",115,,,,722
"7-Aug",255,,,,716
"8-Aug",444,,,,710
"9-Aug",490,,,,703
"10-Aug",239,,,,697
"11-Aug",224,,,,691
"12-Aug",64,,,,684
"13-Aug",67,,,,678
"14-Aug",324,,,,671
"15-Aug",433,,,,665
"16-Aug",1187,,,,658
"17-Aug",688,,,,652
"18-Aug",1491,,,,645
"19-Aug",503,,,,638
"20-Aug",634,,,,631
"21-Aug",607,,,,625
"22-Aug",3567,,,,618
"23-Aug",3443,,,,611
"24-Aug",3587,,,,605
"25-Aug",1212,,,,598
"26-Aug",1216,,,,591
"27-Aug",2069,,,,585
"28-Aug",3184,,,,578
"29-Aug",3869,,,,572
"30-Aug",1806,,,,565
"31-Aug",640,,,,558
"1-Sep",950,,,,552
"2-Sep",1168,,,,546
"3-Sep",2002,,,,539
"4-Sep",2082,,,,533
"5-Sep",1474,,,,526
"6-Sep",852,,,,520
"7-Sep",768,,,,514
"8-Sep",801,,,,508
"9-Sep",783,,,,502
"10-Sep",329,,,,496
"11-Sep",336,,,,490
"12-Sep",327,,,,484
"13-Sep",172,,,,478
"14-Sep",139,,,,472
"15-Sep",42,,,,466
"16-Sep",54,,,,460
"17-Sep",98,,,,455
"18-Sep",88,,,,449
"19-Sep",69,,,,443
"20-Sep",56,,,,438
"21-Sep",20,,,,432
"22-Sep",0,,,,427
"23-Sep",0,,,,422
"24-Sep",0,,,,416
"25-Sep",0,,,,411
"26-Sep",0,,,,406
"27-Sep",,398,216,580,401
"28-Sep",2,,,,396
"29-Sep",3,,,,391
"30-Sep",6,,,,386
"1-Oct",20,,,,381
"2-Oct",7,,,,376
"3-Oct",17,,,,371
"4-Oct",3,,,,367
"5-Oct",7,,,,362
"6-Oct",2,,,,357
"7-Oct",,352,285,422,353
"8-Oct",,351,171,533,348
"9-Oct",3,,,,344
"10-Oct",1,,,,340
"11-Oct",2,,,,335
"12-Oct",,333,183,478,331
"13-Oct",1,,,,327
"14-Oct",2,,,,323
"15-Oct",,319,285,354,319
"16-Oct",0,,,,315
"17-Oct",0,,,,311
"18-Oct",0,,,,307
"19-Oct",0,,,,303
"20-Oct",0,,,,299
"21-Oct",0,,,,295
"22-Oct",0,,,,291
"23-Oct",0,,,,288
"24-Oct",0,,,,284
"25-Oct",0,,,,280
"26-Oct",0,,,,277
"27-Oct",0,,,,273
"28-Oct",0,,,,270
"29-Oct",0,,,,266
"30-Oct",0,,,,263
"31-Oct",,260,239,282,260
"1-Nov",,257,225,285,256
"2-Nov",,253,232,276,253
"3-Nov",,250,209,288,250
"5-Nov",,247,192,298,247
"8-Nov",,243,206,280,244
"9-Nov",,241,159,318,241
"10-Nov",,238,184,284,238
"12-Nov",,234,170,293,235
"13-Nov",,232,171,290,232
