"","year","stream_name","count","imputed"
"63",1985,152,0,TRUE
"64",1986,152,0,TRUE
"65",1987,152,0,TRUE
"66",1988,152,0,TRUE
"67",1989,152,0,TRUE
"68",1990,152,0,TRUE
"69",1991,152,0,TRUE
"70",1992,152,0,TRUE
"71",1993,152,0,TRUE
"72",1994,152,0,FALSE
"73",1995,152,0,TRUE
"74",1999,152,0,TRUE
"75",2000,152,0,TRUE
"76",2001,152,0,TRUE
"77",2002,152,0,TRUE
"78",2003,152,0,TRUE
"79",2004,152,0,TRUE
"80",2005,152,0,TRUE
"81",2006,152,0,TRUE
"82",2007,152,0,TRUE
"83",2008,152,0,TRUE
"84",2009,152,0,TRUE
"85",2010,152,0,TRUE
"86",2011,152,0,TRUE
"87",2012,152,0,TRUE
"88",2013,152,0,TRUE
"89",2014,152,0,TRUE
"90",2015,152,0,TRUE
"91",2016,152,0,TRUE
"92",2017,152,0,TRUE
"93",2018,152,0,TRUE
"94",2019,152,0,TRUE
"95",2020,152,0,TRUE
"96",2021,152,0,TRUE
"97",1971,153,0,FALSE
"98",1972,153,0.463599703638973,TRUE
"99",1973,153,0.447696750091631,TRUE
"100",1974,153,0,FALSE
"101",1975,153,0.355598505493418,TRUE
"102",1976,153,0.604811969848549,TRUE
"103",1977,153,0.419065682284673,TRUE
"104",1978,153,0.578550864206665,TRUE
"105",1979,153,0.688655830179714,TRUE
"106",1980,153,0.870105771306664,TRUE
"107",1981,153,0.728470183533609,TRUE
"108",1982,153,0.752628179295079,TRUE
"109",1983,153,1.15613175477116,TRUE
"110",1984,153,1.05811825876574,TRUE
"111",1985,153,0.503999091379728,TRUE
"112",1986,153,0.204681123830933,TRUE
"113",1987,153,0.418618007876323,TRUE
"114",1988,153,0.237021446637127,TRUE
"115",1989,153,1.21639533993275,TRUE
"116",1990,153,0.514320412810372,TRUE
"117",1991,153,0.440782793425373,TRUE
"118",1992,153,0.847307197809176,TRUE
"119",1993,153,1.88535659854857,TRUE
"120",1994,153,2,FALSE
"121",1995,153,0.544115663202931,TRUE
"122",1999,153,1.15717460988585,TRUE
"123",2000,153,0.415597411077032,TRUE
"124",2001,153,0.466537906027655,TRUE
"125",2002,153,0.579403967909539,TRUE
"126",2003,153,0.488361866263096,TRUE
"127",2004,153,0.729981698397136,TRUE
"128",2005,153,0.279077781225502,TRUE
"129",2006,153,0.34573007520787,TRUE
"130",2007,153,0.210756777654018,TRUE
"131",2008,153,0.641587309968286,TRUE
"132",2009,153,1.3749047463457,TRUE
"133",2010,153,0.540969773628487,TRUE
"134",2011,153,0.562281891894232,TRUE
"135",2012,153,1.03070696934719,TRUE
"136",2013,153,1.03473418169318,TRUE
"137",2014,153,0.623806000026907,TRUE
"138",2015,153,1.37489083379582,TRUE
"139",2016,153,0.786117459295699,TRUE
"140",2017,153,0.800421810861951,TRUE
"141",2018,153,0.970190408290161,TRUE
"142",2019,153,1.23040619079466,TRUE
"143",2020,153,0.457380591066721,TRUE
"144",2021,153,0.583390407303337,TRUE
"145",1971,154,0,FALSE
"146",1972,154,0,TRUE
"147",1973,154,0,TRUE
"148",1974,154,0,FALSE
"149",1975,154,0,TRUE
"150",1976,154,0,TRUE
"151",1977,154,0,FALSE
"152",1978,154,0,TRUE
"153",1979,154,0,TRUE
"154",1980,154,0,TRUE
"155",1981,154,0,TRUE
"156",1982,154,0,TRUE
"157",1983,154,0,TRUE
"158",1984,154,0,TRUE
"159",1985,154,0,TRUE
"160",1986,154,0,TRUE
"161",1987,154,0,TRUE
"162",1988,154,0,TRUE
"163",1989,154,0,TRUE
"164",1990,154,0,TRUE
"165",1991,154,0,TRUE
"166",1992,154,0,TRUE
"167",1993,154,0,TRUE
"168",1994,154,0,FALSE
"169",1995,154,0,TRUE
"170",1999,154,0,TRUE
"171",2000,154,0,TRUE
"172",2001,154,0,TRUE
"173",2002,154,0,TRUE
"174",2003,154,0,TRUE
"175",2004,154,0,TRUE
"176",2005,154,0,TRUE
"177",2006,154,0,TRUE
"178",2007,154,0,TRUE
"179",2008,154,0,TRUE
"180",2009,154,0,TRUE
"181",2010,154,0,TRUE
"182",2011,154,0,TRUE
"183",2012,154,0,TRUE
"184",2013,154,0,TRUE
"185",2014,154,0,TRUE
"186",2015,154,0,TRUE
"187",2016,154,0,TRUE
"188",2017,154,0,TRUE
"189",2018,154,0,TRUE
"190",2019,154,0,TRUE
"191",2020,154,0,TRUE
"192",2021,154,0,TRUE
"193",1971,155,0,FALSE
"194",1972,155,3,FALSE
"195",1973,155,0.385119731926758,TRUE
"196",1974,155,0,FALSE
"197",1975,155,0.30589455758505,TRUE
"198",1976,155,0,FALSE
"199",1977,155,0,FALSE
"200",1978,155,0.497683625643272,TRUE
"201",1979,155,0.592398604482049,TRUE
"202",1980,155,0.748486270954283,TRUE
"203",1981,155,0.626647857454373,TRUE
"204",1982,155,0.647429142188079,TRUE
"205",1983,155,0.994532751389692,TRUE
"206",1984,155,0.910219119660743,TRUE
"207",1985,155,0.433552291062968,TRUE
"208",1986,155,0.176071684276063,TRUE
"209",1987,155,0.360105396647434,TRUE
"210",1988,155,0.203891613424537,TRUE
"211",1989,155,1.04637285048811,TRUE
"212",1990,155,0.442430910485928,TRUE
"213",1991,155,0.379172058737053,TRUE
"214",1992,155,0.728874210513019,TRUE
"215",1993,155,1.62182945327985,TRUE
"216",1994,155,0,FALSE
"217",1995,155,0.468061459759266,TRUE
"218",1999,155,0.995429585070097,TRUE
"219",2000,155,0.357506932454989,TRUE
"220",2001,155,0.401327172125967,TRUE
"221",2002,155,0.498417277446267,TRUE
"222",2003,155,0.420100657510035,TRUE
"223",2004,155,0.627947856927841,TRUE
"224",2005,155,0.240069431179116,TRUE
"225",2006,155,0.29740533801913,TRUE
"226",2007,155,0.181298054745109,TRUE
"227",2008,155,0.551908848995807,TRUE
"228",2009,155,1.18272614012771,TRUE
"229",2010,155,0.465355196355368,TRUE
"230",2011,155,0.483688385395486,TRUE
"231",2012,155,0.886638871688242,TRUE
"232",2013,155,0.890103151515106,TRUE
"233",2014,155,0.536612862373375,TRUE
"234",2015,155,1.18271400620521,TRUE
"235",2016,155,0.676237030934716,TRUE
"236",2017,155,0.688541961643204,TRUE
"237",2018,155,0.834580946676028,TRUE
"238",2019,155,1.05842474660412,TRUE
"239",2020,155,0.393449678701636,TRUE
"240",2021,155,0.501846317987954,TRUE
"241",1971,156,0,FALSE
"242",1972,156,0,FALSE
"243",1973,156,0,TRUE
"244",1974,156,0,FALSE
"245",1975,156,0,FALSE
"246",1976,156,0,FALSE
"247",1977,156,0,FALSE
"248",1978,156,0,FALSE
"249",1979,156,0,TRUE
"250",1980,156,0,TRUE
"251",1981,156,0,TRUE
"252",1982,156,0,TRUE
"253",1983,156,0,TRUE
"254",1984,156,0,TRUE
"255",1985,156,0,TRUE
"256",1986,156,0,TRUE
"257",1987,156,0,TRUE
"258",1988,156,0,TRUE
"259",1989,156,0,FALSE
"260",1990,156,0,TRUE
"261",1991,156,0,TRUE
"262",1992,156,0,TRUE
"263",1993,156,0,TRUE
"264",1994,156,0,FALSE
"265",1995,156,0,TRUE
"266",1999,156,0,TRUE
"267",2000,156,0,TRUE
"268",2001,156,0,TRUE
"269",2002,156,0,TRUE
"270",2003,156,0,TRUE
"271",2004,156,0,TRUE
"272",2005,156,0,TRUE
"273",2006,156,0,TRUE
"274",2007,156,0,TRUE
"275",2008,156,0,TRUE
"276",2009,156,0,TRUE
"277",2010,156,0,TRUE
"278",2011,156,0,TRUE
"279",2012,156,0,TRUE
"280",2013,156,0,TRUE
"281",2014,156,0,TRUE
"282",2015,156,0,TRUE
"283",2016,156,0,TRUE
"284",2017,156,0,TRUE
"285",2018,156,0,TRUE
"286",2019,156,0,TRUE
"287",2020,156,0,TRUE
"288",2021,156,0,TRUE
"289",1971,157,0,FALSE
"290",1972,157,0,FALSE
"291",1973,157,9.29297248081874,TRUE
"292",1974,157,0,FALSE
"293",1975,157,2,FALSE
"294",1976,157,0,FALSE
"295",1977,157,0,FALSE
"296",1978,157,0,FALSE
"297",1979,157,14.2946296278193,TRUE
"298",1980,157,18.0610385387438,TRUE
"299",1981,157,15.1210670713781,TRUE
"300",1982,157,15.6225212733888,TRUE
"301",1983,157,23.9981614278555,TRUE
"302",1984,157,21.963666195407,TRUE
"303",1985,157,10.4616543367467,TRUE
"304",1986,157,4.24862499284468,TRUE
"305",1987,157,8.68937441351996,TRUE
"306",1988,157,4.91992229338232,TRUE
"307",1989,157,7,FALSE
"308",1990,157,0,FALSE
"309",1991,157,9.14945462722848,TRUE
"310",1992,157,17.5877978474249,TRUE
"311",1993,157,39.1348852233436,TRUE
"312",1994,157,128,FALSE
"313",1995,157,2,FALSE
"314",1999,157,24.019802142238,TRUE
"315",2000,157,8.62667325969939,TRUE
"316",2001,157,9.68405944074059,TRUE
"317",2002,157,12.0268520963273,TRUE
"318",2003,157,10.1370652713709,TRUE
"319",2004,157,15.1524362062601,TRUE
"320",2005,157,5.79289617959949,TRUE
"321",2006,157,7.17641658085611,TRUE
"322",2007,157,4.37473777329688,TRUE
"323",2008,157,13.3176083581489,TRUE
"324",2009,157,28.539284266291,TRUE
"325",2010,157,11.2290612218035,TRUE
"326",2011,157,11.6714426632117,TRUE
"327",2012,157,21.394672824799,TRUE
"328",2013,157,21.4782662003645,TRUE
"329",2014,157,12.9485148846275,TRUE
"330",2015,157,28.5389914941547,TRUE
"331",2016,157,16.3176581796556,TRUE
"332",2017,157,16.6145772261732,TRUE
"333",2018,157,20.138510597787,TRUE
"334",2019,157,25.5398808997393,TRUE
"335",2020,157,9.49397486030358,TRUE
"336",2021,157,12.1095951653483,TRUE
"337",1971,158,0,FALSE
"338",1972,158,0,FALSE
"339",1973,158,0,TRUE
"340",1974,158,0,FALSE
"341",1975,158,0,FALSE
"342",1976,158,0,FALSE
"343",1977,158,0,FALSE
"344",1978,158,0,FALSE
"345",1979,158,0,TRUE
"346",1980,158,0,TRUE
"347",1981,158,0,TRUE
"348",1982,158,0,TRUE
"349",1983,158,0,TRUE
"350",1984,158,0,TRUE
"351",1985,158,0,TRUE
"352",1986,158,0,TRUE
"353",1987,158,0,TRUE
"354",1988,158,0,TRUE
"355",1989,158,0,FALSE
"356",1990,158,0,FALSE
"357",1991,158,0,TRUE
"358",1992,158,0,TRUE
"359",1993,158,0,TRUE
"360",1994,158,0,FALSE
"361",1995,158,0,FALSE
"362",1999,158,0,TRUE
"363",2000,158,0,TRUE
"364",2001,158,0,TRUE
"365",2002,158,0,TRUE
"366",2003,158,0,TRUE
"367",2004,158,0,TRUE
"368",2005,158,0,TRUE
"369",2006,158,0,TRUE
"370",2007,158,0,TRUE
"371",2008,158,0,TRUE
"372",2009,158,0,TRUE
"373",2010,158,0,TRUE
"374",2011,158,0,TRUE
"375",2012,158,0,TRUE
"376",2013,158,0,TRUE
"377",2014,158,0,TRUE
"378",2015,158,0,TRUE
"379",2016,158,0,TRUE
"380",2017,158,0,TRUE
"381",2018,158,0,TRUE
"382",2019,158,0,TRUE
"383",2020,158,0,TRUE
"384",2021,158,0,TRUE
"385",1971,159,0,FALSE
"386",1972,159,0,FALSE
"387",1973,159,1.11018718129551,TRUE
"388",1974,159,0,FALSE
"389",1975,159,0,FALSE
"390",1976,159,0,FALSE
"391",1977,159,0,FALSE
"392",1978,159,0,FALSE
"393",1979,159,1.70771134931294,TRUE
"394",1980,159,2.15766629122956,TRUE
"395",1981,159,1.80644189635465,TRUE
"396",1982,159,1.86634824263844,TRUE
"397",1983,159,2.86694609816762,TRUE
"398",1984,159,2.62389463841182,TRUE
"399",1985,159,1.24980403907214,TRUE
"400",1986,159,0.507563001570049,TRUE
"401",1987,159,1.03807819381144,TRUE
"402",1988,159,0.587759694225934,TRUE
"403",1989,159,2,FALSE
"404",1990,159,0,FALSE
"405",1991,159,1.09304178676958,TRUE
"406",1992,159,2.10113047913288,TRUE
"407",1993,159,4.67525842946682,TRUE
"408",1994,159,0,FALSE
"409",1995,159,0,FALSE
"410",1999,159,2.86953141178666,TRUE
"411",2000,159,1.03058758569604,TRUE
"412",2001,159,1.15690847890355,TRUE
"413",2002,159,1.43679076425226,TRUE
"414",2003,159,1.21102692891632,TRUE
"415",2004,159,1.8101894180875,TRUE
"416",2005,159,0.69204972862738,TRUE
"417",2006,159,0.857332324515682,TRUE
"418",2007,159,0.522629095190161,TRUE
"419",2008,159,1.59099127011383,TRUE
"420",2009,159,3.40945242588778,TRUE
"421",2010,159,1.34148248663968,TRUE
"422",2011,159,16,FALSE
"423",2012,159,2.55591971049246,TRUE
"424",2013,159,2.56590621318189,TRUE
"425",2014,159,1.54689743040089,TRUE
"426",2015,159,3.40941745077299,TRUE
"427",2016,159,1.94939294076964,TRUE
"428",2017,159,1.98486444578158,TRUE
"429",2018,159,2.40585198968403,TRUE
"430",2019,159,3.05112798595855,TRUE
"431",2020,159,1.13419997958758,TRUE
"432",2021,159,1.44667568553791,TRUE
"433",1971,160,0,FALSE
"434",1972,160,1,FALSE
"435",1973,160,2.95702393417016,TRUE
"436",1974,160,0,FALSE
"437",1975,160,0,FALSE
"438",1976,160,0,FALSE
"439",1977,160,0,FALSE
"440",1978,160,0,FALSE
"441",1979,160,0,FALSE
"442",1980,160,5.74702263970058,TRUE
"443",1981,160,4.81152369019538,TRUE
"444",1982,160,4.97108642233537,TRUE
"445",1983,160,7.63621520182012,TRUE
"446",1984,160,6.98883879922395,TRUE
"447",1985,160,3.32889851290563,TRUE
"448",1986,160,1.3519125145381,TRUE
"449",1987,160,2.76495902367236,TRUE
"450",1988,160,1.56551932215614,TRUE
"451",1989,160,28,FALSE
"452",1990,160,0,FALSE
"453",1991,160,1,FALSE
"454",1992,160,0,FALSE
"455",1993,160,12.4527208657857,TRUE
"456",1994,160,12,FALSE
"457",1995,160,0,FALSE
"458",1999,160,7.64310128020908,TRUE
"459",2000,160,2.74500751703904,TRUE
"460",2001,160,3.08146781041504,TRUE
"461",2002,160,3.82694445680879,TRUE
"462",2003,160,3.22561427036564,TRUE
"463",2004,160,4.82150535192012,TRUE
"464",2005,160,1.84329962216468,TRUE
"465",2006,160,2.28353582767841,TRUE
"466",2007,160,1.39204160316022,TRUE
"467",2008,160,4.23766311262113,TRUE
"468",2009,160,9.08120053890829,TRUE
"469",2010,160,3.57308739325768,TRUE
"470",2011,160,19,FALSE
"471",2012,160,6.80778510846426,TRUE
"472",2013,160,6.83438452169178,TRUE
"473",2014,160,4.12021756712026,TRUE
"474",2015,160,9.08110738202459,TRUE
"475",2016,160,5.19227899805236,TRUE
"476",2017,160,5.2867586418266,TRUE
"477",2018,160,6.40807427660703,TRUE
"478",2019,160,8.12679036182045,TRUE
"479",2020,160,3.02098289716848,TRUE
"480",2021,160,3.85327330492236,TRUE
"481",1971,161,3,FALSE
"482",1972,161,0,FALSE
"483",1973,161,2.2932748167192,TRUE
"484",1974,161,0,FALSE
"485",1975,161,0,FALSE
"486",1976,161,0,FALSE
"487",1977,161,0,FALSE
"488",1978,161,0,FALSE
"489",1979,161,0,FALSE
"490",1980,161,4.4570157646851,TRUE
"491",1981,161,3.73150382121376,TRUE
"492",1982,161,3.85525026495512,TRUE
"493",1983,161,5.92215024653809,TRUE
"494",1984,161,0,FALSE
"495",1985,161,2.58167647574911,TRUE
"496",1986,161,1.04845513392101,TRUE
"497",1987,161,2.1443218050292,TRUE
"498",1988,161,1.21411463609456,TRUE
"499",1989,161,25,FALSE
"500",1990,161,0,FALSE
"501",1991,161,2,FALSE
"502",1992,161,0,FALSE
"503",1993,161,9.65751776350322,TRUE
"504",1994,161,0,FALSE
"505",1995,161,0,FALSE
"506",1999,161,5.92749064136223,TRUE
"507",2000,161,2.12884871892812,TRUE
"508",2001,161,2.38978536856008,TRUE
"509",2002,161,2.96792841338629,TRUE
"510",2003,161,2.50157595754757,TRUE
"511",2004,161,3.73924494902065,TRUE
"512",2005,161,1.42954291221728,TRUE
"513",2006,161,1.77096138797047,TRUE
"514",2007,161,1.07957663717056,TRUE
"515",2008,161,3.28645500412123,TRUE
"516",2009,161,7.04278659314479,TRUE
"517",2010,161,2.77105343989639,TRUE
"518",2011,161,25,FALSE
"519",2012,161,5.27967392546257,TRUE
"520",2013,161,5.30030269513517,TRUE
"521",2014,161,3.19537190331836,TRUE
"522",2015,161,7.04271434895398,TRUE
"523",2016,161,4.02679279832685,TRUE
"524",2017,161,4.10006504552628,TRUE
"525",2018,161,0,FALSE
"526",2019,161,9,FALSE
"527",2020,161,2.34287722017618,TRUE
"528",2021,161,2.98834735474771,TRUE
"529",1971,162,5,FALSE
"530",1972,162,0,FALSE
"531",1973,162,0,FALSE
"532",1974,162,0,FALSE
"533",1975,162,0,FALSE
"534",1976,162,0,FALSE
"535",1977,162,0,FALSE
"536",1978,162,0,FALSE
"537",1979,162,0,FALSE
"538",1980,162,5.85571933967961,TRUE
"539",1981,162,0,FALSE
"540",1982,162,5.06510740060553,TRUE
"541",1983,162,7.78064327332152,TRUE
"542",1984,162,0,FALSE
"543",1985,162,3.39185985975715,TRUE
"544",1986,162,1.37748200321598,TRUE
"545",1987,162,2.81725426286848,TRUE
"546",1988,162,1.59512887764906,TRUE
"547",1989,162,54,FALSE
"548",1990,162,0,FALSE
"549",1991,162,2,FALSE
"550",1992,162,0,FALSE
"551",1993,162,12.6882462439233,TRUE
"552",1994,162,0,FALSE
"553",1995,162,0,FALSE
"554",1999,162,7.7876595939459,TRUE
"555",2000,162,2.79692540282234,TRUE
"556",2001,162,3.1397493608447,TRUE
"557",2002,162,3.89932563045661,TRUE
"558",2003,162,3.28662214484161,TRUE
"559",2004,162,4.91269722084447,TRUE
"560",2005,162,1.87816299483485,TRUE
"561",2006,162,2.32672563777658,TRUE
"562",2007,162,1.41837007667281,TRUE
"563",2008,162,4.3178124420918,TRUE
"564",2009,162,9.25295844322834,TRUE
"565",2010,162,3.64066722508859,TRUE
"566",2011,162,19,FALSE
"567",2012,162,6.93654461611423,TRUE
"568",2013,162,6.96364711957042,TRUE
"569",2014,162,4.19814558339871,TRUE
"570",2015,162,9.25286352687274,TRUE
"571",2016,162,5.29048352201175,TRUE
"572",2017,162,5.38675011323363,TRUE
"573",2018,162,2,FALSE
"574",2019,162,10,FALSE
"575",2020,162,3.07812046658657,TRUE
"576",2021,162,3.92615245675714,TRUE
"577",1971,163,4,FALSE
"578",1972,163,7,FALSE
"579",1973,163,3,FALSE
"580",1974,163,0,FALSE
"581",1975,163,4,FALSE
"582",1976,163,0,FALSE
"583",1977,163,0,FALSE
"584",1978,163,0,FALSE
"585",1979,163,0,FALSE
"586",1980,163,5.2192281071064,TRUE
"587",1981,163,0,FALSE
"588",1982,163,4.51455224836625,TRUE
"589",1983,163,6.93492117839463,TRUE
"590",1984,163,0,FALSE
"591",1985,163,3.02317944021801,TRUE
"592",1986,163,1.22775569851231,TRUE
"593",1987,163,2.51103097334679,TRUE
"594",1988,163,1.4217453039689,TRUE
"595",1989,163,19,FALSE
"596",1990,163,0,FALSE
"597",1991,163,4,FALSE
"598",1992,163,5,FALSE
"599",1993,163,11.3090890434945,TRUE
"600",1994,163,30,FALSE
"601",1995,163,3,FALSE
"602",1999,163,6.94117485547113,TRUE
"603",2000,163,2.4929117720799,TRUE
"604",2001,163,2.79847225640407,TRUE
"605",2002,163,3.47548588801436,TRUE
"606",2003,163,2.92938060735776,TRUE
"607",2004,163,4.3787083924902,TRUE
"608",2005,163,1.67401484322168,TRUE
"609",2006,163,2.07382067714783,TRUE
"610",2007,163,1.26419941616437,TRUE
"611",2008,163,3.84848500273216,TRUE
"612",2009,163,8.24720209069962,TRUE
"613",2010,163,3.2449425267076,TRUE
"614",2011,163,0,FALSE
"615",2012,163,6.18257237522897,TRUE
"616",2013,163,6.20672895439615,TRUE
"617",2014,163,3.74182541128777,TRUE
"618",2015,163,8.24711749133809,TRUE
"619",2016,163,4.71543096526809,TRUE
"620",2017,163,4.80123379657437,TRUE
"621",2018,163,3,FALSE
"622",2019,163,0,FALSE
"623",2020,163,2.74354215499883,TRUE
"624",2021,163,3.49939675493279,TRUE
"625",1971,164,93,FALSE
"626",1972,164,6,FALSE
"627",1973,164,3,FALSE
"628",1974,164,59,FALSE
"629",1975,164,0,FALSE
"630",1976,164,1,FALSE
"631",1977,164,0,FALSE
"632",1978,164,0,FALSE
"633",1979,164,0,FALSE
"634",1980,164,23.8282379140736,TRUE
"635",1981,164,0,FALSE
"636",1982,164,20.6110602645299,TRUE
"637",1983,164,31.6611859769082,TRUE
"638",1984,164,0,FALSE
"639",1985,164,13.8022400019314,TRUE
"640",1986,164,5.60528382441535,TRUE
"641",1987,164,11.4640406998231,TRUE
"642",1988,164,6.49093786685967,TRUE
"643",1989,164,12,FALSE
"644",1990,164,0,FALSE
"645",1991,164,9,FALSE
"646",1992,164,2,FALSE
"647",1993,164,0,FALSE
"648",1994,164,39,FALSE
"649",1995,164,8,FALSE
"650",1999,164,31.6897369641836,TRUE
"651",2000,164,11.3813180012553,TRUE
"652",2001,164,12.7763457273484,TRUE
"653",2002,164,15.8672322636914,TRUE
"654",2003,164,13.3740040913664,TRUE
"655",2004,164,19.9908689943094,TRUE
"656",2005,164,7.64266729496061,TRUE
"657",2006,164,9.46796949205227,TRUE
"658",2007,164,5.77166658430188,TRUE
"659",2008,164,17.5701491445574,TRUE
"660",2009,164,37.652367270845,TRUE
"661",2010,164,14.8146930856362,TRUE
"662",2011,164,107,FALSE
"663",2012,164,28.2263588538347,TRUE
"664",2013,164,28.3366450310873,TRUE
"665",2014,164,17.083197804735,TRUE
"666",2015,164,37.6519810354353,TRUE
"667",2016,164,21.5281663521174,TRUE
"668",2017,164,21.9198967453137,TRUE
"669",2018,164,1,FALSE
"670",2019,164,86,FALSE
"671",2020,164,12.5255639075634,TRUE
"672",2021,164,15.9763966491399,TRUE
"673",1971,165,2,FALSE
"674",1972,165,0,FALSE
"675",1973,165,11,FALSE
"676",1974,165,59,FALSE
"677",1975,165,0,FALSE
"678",1976,165,0,FALSE
"679",1977,165,13,FALSE
"680",1978,165,0,FALSE
"681",1979,165,2,FALSE
"682",1980,165,14.9345998193847,TRUE
"683",1981,165,0,FALSE
"684",1982,165,12.9181997432608,TRUE
"685",1983,165,19.8439827601581,TRUE
"686",1984,165,0,FALSE
"687",1985,165,8.65069971951261,TRUE
"688",1986,165,3.51317084762218,TRUE
"689",1987,165,7.18520860670677,TRUE
"690",1988,165,4.06826387403188,TRUE
"691",1989,165,107,FALSE
"692",1990,165,1,FALSE
"693",1991,165,12,FALSE
"694",1992,165,3,FALSE
"695",1993,165,3,FALSE
"696",1994,165,0,FALSE
"697",1995,165,8,FALSE
"698",1999,165,19.861877392996,TRUE
"699",2000,165,7.1333612824591,TRUE
"700",2001,165,8.00770964599423,TRUE
"701",2002,165,9.94495543285115,TRUE
"702",2003,165,8.38229833893374,TRUE
"703",2004,165,12.5294883133027,TRUE
"704",2005,165,4.79012245950447,TRUE
"705",2006,165,5.93414989288967,TRUE
"706",2007,165,3.61745300001025,TRUE
"707",2008,165,11.0122765764852,TRUE
"708",2009,165,23.5990189232052,TRUE
"709",2010,165,9.28526538462831,TRUE
"710",2011,165,16,FALSE
"711",2012,165,17.6911685773459,TRUE
"712",2013,165,17.7602916039301,TRUE
"713",2014,165,10.7070746803928,TRUE
"714",2015,165,23.5987768460682,TRUE
"715",2016,165,13.4930056713443,TRUE
"716",2017,165,13.7385268332746,TRUE
"717",2018,165,16,FALSE
"718",2019,165,14,FALSE
"719",2020,165,7.85052949132482,TRUE
"720",2021,165,10.0133753645559,TRUE
"721",1971,166,0,FALSE
"722",1972,166,0,FALSE
"723",1973,166,1,FALSE
"724",1974,166,257,FALSE
"725",1975,166,8,FALSE
"726",1976,166,0,FALSE
"727",1977,166,0,FALSE
"728",1978,166,0,FALSE
"729",1979,166,4,FALSE
"730",1980,166,37.0006540610223,TRUE
"731",1981,166,0,FALSE
"732",1982,166,32.0049981642163,TRUE
"733",1983,166,49.1637104584507,TRUE
"734",1984,166,0,FALSE
"735",1985,166,21.4322145623,TRUE
"736",1986,166,8.70392382600845,TRUE
"737",1987,166,17.8014423708438,TRUE
"738",1988,166,10.0791736010552,TRUE
"739",1989,166,164,FALSE
"740",1990,166,0,FALSE
"741",1991,166,14,FALSE
"742",1992,166,1,FALSE
"743",1993,166,17,FALSE
"744",1994,166,23,FALSE
"745",1995,166,7,FALSE
"746",1999,166,49.2080446339869,TRUE
"747",2000,166,17.6729899919857,TRUE
"748",2001,166,19.8391987774339,TRUE
"749",2002,166,24.6387489544152,TRUE
"750",2003,166,20.767246855122,TRUE
"751",2004,166,31.0419608385365,TRUE
"752",2005,166,11.8675870940988,TRUE
"753",2006,166,14.7019290799329,TRUE
"754",2007,166,8.96228413784363,TRUE
"755",2008,166,27.2830501690661,TRUE
"756",2009,166,93,FALSE
"757",2010,166,23.004358782957,TRUE
"758",2011,166,92,FALSE
"759",2012,166,43.8300869593474,TRUE
"760",2013,166,44.0013401060183,TRUE
"761",2014,166,26.5269087395515,TRUE
"762",2015,166,58.4662588482161,TRUE
"763",2016,166,33.4290869139294,TRUE
"764",2017,166,6,FALSE
"765",2018,166,19,FALSE
"766",2019,166,48,FALSE
"767",2020,166,19.4497830315306,TRUE
"768",2021,166,24.8082601907824,TRUE
"769",1971,167,1,FALSE
"770",1972,167,31,FALSE
