"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"26-Jun",,0,0,43,0
"27-Jun",,1,0,83,0
"28-Jun",,0,0,176,0
"29-Jun",,,,,0
"30-Jun",,,,,0
"1-Jul",,,,,1
"2-Jul",,,,,4
"3-Jul",,,,,12
"4-Jul",,,,,27
"5-Jul",,,,,51
"6-Jul",,,,,82
"7-Jul",60,,,,119
"8-Jul",106,,,,159
"9-Jul",119,,,,197
"10-Jul",416,,,,230
"11-Jul",166,,,,257
"12-Jul",245,,,,276
"13-Jul",305,,,,286
"14-Jul",269,,,,289
"15-Jul",146,,,,285
"16-Jul",328,,,,276
"17-Jul",175,,,,262
"18-Jul",299,235,59,442,245
"19-Jul",259,242,16,442,227
"20-Jul",177,214,3,426,207
"21-Jul",151,181,0,412,187
"22-Jul",72,163,0,400,168
"23-Jul",104,149,0,338,150
"24-Jul",170,133,0,288,132
"25-Jul",116,119,0,298,116
"26-Jul",130,99,0,268,102
"27-Jul",66,93,0,262,88
"28-Jul",78,87,0,239,77
"29-Jul",55,67,0,212,66
"30-Jul",28,52,0,195,57
"31-Jul",33,50,0,157,49
"1-Aug",35,40,0,123,42
"2-Aug",35,38,0,79,36
"3-Aug",24,31,0,105,31
"4-Aug",7,27,0,69,26
"5-Aug",14,22,0,84,22
"6-Aug",14,21,0,44,19
"7-Aug",2,20,0,52,16
"8-Aug",18,15,0,47,14
"9-Aug",8,11,0,34,12
"10-Aug",19,10,0,31,10
"11-Aug",13,11,0,32,8
"12-Aug",12,8,0,21,7
"13-Aug",5,7,0,20,6
"14-Aug",6,6,0,13,5
"15-Aug",1,4,0,15,4
"16-Aug",,4,0,11,4
"17-Aug",,4,0,11,3
"18-Aug",,3,0,12,3
"19-Aug",,2,0,10,2
"20-Aug",,2,0,9,2
"21-Aug",,,,,2
"22-Aug",,,,,1
"23-Aug",0,,,,1
"24-Aug",0,,,,1
"25-Aug",0,,,,1
"26-Aug",0,,,,1
"27-Aug",0,,,,1
"28-Aug",0,,,,0
"29-Aug",0,,,,0
"30-Aug",0,,,,0
"31-Aug",0,,,,0
"1-Sep",0,,,,0
"2-Sep",0,,,,0
"3-Sep",0,,,,0
"4-Sep",0,,,,0
"5-Sep",0,,,,0
"6-Sep",0,,,,0
"7-Sep",0,,,,0
"8-Sep",0,,,,0
"9-Sep",0,,,,0
"10-Sep",0,,,,0
"11-Sep",0,,,,0
"12-Sep",0,,,,0
"13-Sep",0,,,,0
"14-Sep",0,,,,0
"15-Sep",0,,,,0
"16-Sep",0,,,,0
"17-Sep",0,,,,0
"18-Sep",0,,,,0
"19-Sep",0,,,,0
"20-Sep",0,,,,0
"21-Sep",0,,,,0
"22-Sep",0,,,,0
"23-Sep",0,,,,0
"24-Sep",0,,,,0
"25-Sep",0,,,,0
