"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"26-Jun",,1,0,46,0
"27-Jun",,0,0,105,0
"28-Jun",1,,,,0
"29-Jun",112,,,,1
"30-Jun",65,,,,9
"1-Jul",342,,,,34
"2-Jul",118,,,,88
"3-Jul",485,,,,174
"4-Jul",804,,,,287
"5-Jul",629,,,,412
"6-Jul",345,,,,533
"7-Jul",253,,,,636
"8-Jul",619,,,,713
"9-Jul",884,,,,761
"10-Jul",671,,,,780
"11-Jul",701,,,,774
"12-Jul",632,,,,747
"13-Jul",597,,,,706
"14-Jul",613,,,,654
"15-Jul",673,,,,597
"16-Jul",727,,,,538
"17-Jul",652,,,,479
"18-Jul",488,,,,422
"19-Jul",561,,,,370
"20-Jul",475,,,,321
"21-Jul",271,,,,277
"22-Jul",302,,,,239
"23-Jul",203,,,,204
"24-Jul",299,,,,174
"25-Jul",180,,,,148
"26-Jul",114,,,,126
"27-Jul",92,,,,106
"28-Jul",72,,,,90
"29-Jul",64,,,,76
"30-Jul",59,,,,64
"31-Jul",,49,0,176,54
"1-Aug",,48,0,130,45
"2-Aug",,38,0,88,38
"3-Aug",,33,0,99,32
"4-Aug",,30,0,76,27
"5-Aug",,20,0,93,23
"6-Aug",,21,0,45,19
"7-Aug",,16,0,57,16
"8-Aug",,14,0,47,13
"9-Aug",,12,0,36,11
"10-Aug",,8,0,31,9
"11-Aug",,9,0,35,8
"12-Aug",,6,0,20,7
"13-Aug",,4,0,21,6
"14-Aug",,4,0,12,5
"15-Aug",,4,0,13,4
"16-Aug",,4,0,10,3
"17-Aug",,3,0,11,3
"18-Aug",,2,0,12,2
"19-Aug",,2,0,9,2
"20-Aug",,2,0,9,2
"21-Aug",,1,0,6,1
"22-Aug",,1,0,5,1
"23-Aug",,1,0,5,1
"24-Aug",,1,0,6,1
"25-Aug",,1,0,4,1
"26-Aug",,1,0,4,1
"27-Aug",,0,0,4,1
"28-Aug",,1,0,4,0
"29-Aug",,0,0,2,0
"30-Aug",,0,0,5,0
"31-Aug",,0,0,3,0
"1-Sep",0,,,,0
"2-Sep",0,,,,0
"3-Sep",0,,,,0
"4-Sep",0,,,,0
"5-Sep",0,,,,0
"6-Sep",0,,,,0
"7-Sep",0,,,,0
"8-Sep",0,,,,0
"9-Sep",0,,,,0
"10-Sep",0,,,,0
"11-Sep",0,,,,0
"12-Sep",0,,,,0
"13-Sep",0,,,,0
"14-Sep",0,,,,0
"15-Sep",0,,,,0
"16-Sep",0,,,,0
"17-Sep",0,,,,0
"18-Sep",0,,,,0
"19-Sep",0,,,,0
"20-Sep",0,,,,0
"21-Sep",0,,,,0
"22-Sep",0,,,,0
"23-Sep",0,,,,0
"24-Sep",0,,,,0
"25-Sep",0,,,,0
