"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"26-Jun",,2,0,37,0
"27-Jun",,0,0,107,1
"28-Jun",51,,,,22
"29-Jun",610,,,,98
"30-Jun",596,,,,240
"1-Jul",507,,,,418
"2-Jul",172,,,,589
"3-Jul",927,,,,722
"4-Jul",587,,,,805
"5-Jul",1025,,,,839
"6-Jul",790,,,,830
"7-Jul",1142,,,,792
"8-Jul",486,,,,734
"9-Jul",708,,,,666
"10-Jul",219,,,,594
"11-Jul",224,,,,522
"12-Jul",532,,,,455
"13-Jul",303,,,,392
"14-Jul",552,,,,336
"15-Jul",398,,,,287
"16-Jul",324,,,,244
"17-Jul",377,,,,206
"18-Jul",477,,,,174
"19-Jul",357,,,,147
"20-Jul",392,,,,124
"21-Jul",346,,,,104
"22-Jul",208,,,,88
"23-Jul",110,,,,74
"24-Jul",53,,,,62
"25-Jul",34,,,,52
"26-Jul",100,,,,44
"27-Jul",13,,,,37
"28-Jul",81,,,,31
"29-Jul",37,,,,26
"30-Jul",47,,,,22
"31-Jul",36,,,,19
"1-Aug",20,,,,16
"2-Aug",30,,,,13
"3-Aug",25,,,,11
"4-Aug",13,,,,10
"5-Aug",18,,,,8
"6-Aug",19,,,,7
"7-Aug",13,,,,6
"8-Aug",10,,,,5
"9-Aug",23,,,,4
"10-Aug",28,,,,4
"11-Aug",33,,,,3
"12-Aug",,2,0,19,3
"13-Aug",,2,0,17,2
"14-Aug",4,,,,2
"15-Aug",13,,,,2
"16-Aug",6,,,,1
"17-Aug",5,,,,1
"18-Aug",1,,,,1
"19-Aug",5,,,,1
"20-Aug",4,,,,1
"21-Aug",1,,,,1
"22-Aug",2,,,,1
"23-Aug",1,,,,1
"24-Aug",0,,,,0
"25-Aug",2,,,,0
"26-Aug",4,,,,0
"27-Aug",4,,,,0
"28-Aug",0,,,,0
"29-Aug",2,,,,0
"30-Aug",1,,,,0
"31-Aug",1,,,,0
"1-Sep",0,,,,0
"2-Sep",0,,,,0
"3-Sep",0,,,,0
"4-Sep",0,,,,0
"5-Sep",0,,,,0
"6-Sep",0,,,,0
"7-Sep",0,,,,0
"8-Sep",0,,,,0
"9-Sep",0,,,,0
"10-Sep",0,,,,0
"11-Sep",0,,,,0
"12-Sep",0,,,,0
"13-Sep",0,,,,0
"14-Sep",0,,,,0
"15-Sep",0,,,,0
"16-Sep",1,,,,0
"17-Sep",0,,,,0
"18-Sep",0,,,,0
"19-Sep",0,,,,0
"20-Sep",0,,,,0
"21-Sep",1,,,,0
"22-Sep",0,,,,0
"23-Sep",0,,,,0
"24-Sep",0,,,,0
"25-Sep",0,,,,0
