"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47"
"1",0.905893925654711,0,0.729795628762326,0,0,1.43614817579521,0,NA,NA,1.53217517900516,0.980484857793957,0.857645476649133,0.95670814466907,2.00882739537629,0,1.83637828712579,1.16751996980727,0.0964177518849777,0,0.473008827916917,0,2.478750542298,0.394432010610176,2.07309449949549,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,1.87802270515104,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"2",3.15137491082329,5.31206469715765,0,0,2.66634297070391,NA,0,NA,NA,0,0.862721278064609,0,0,0,0,0,0,0,4.77035618346306,0,6.37044593853458,0,0,1.14019831284999,0,0,NA,NA,NA,NA,0,NA,2.0818342408154,NA,NA,NA,7.74092334335263,0,NA,NA,NA,NA,5.86660364870856,NA,NA,NA,NA
"3",0,19.2507464977861,NA,4.19877844959911,1.75953533471684,NA,0,NA,NA,3.16779893226279,0,8.79262195867632,0,2.84511515396866,NA,0,0,0,2.16988892714124,4.38932254279302,18.8599936145695,NA,12.0969688354857,0,11.279364561665,1.9979994367218,NA,NA,NA,NA,0,NA,2.58291827537726,NA,NA,NA,4.90565246447618,4.43500191890584,NA,NA,NA,NA,0,NA,NA,NA,NA
"4",NA,0,NA,1.03635910009575,0,NA,29.7572973397458,NA,NA,0,NA,0,5.16924012697177,0,NA,1.75741536285934,3.76582397933125,2.24047020880709,0,48.2880539463765,97.9893705849463,NA,0,2.49686863199553,10.7292061419652,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3.50840705663846,NA,NA,NA,NA,NA,8.95412798567567,NA,NA,NA,NA
"5",NA,0,NA,10.8727701782766,5.32027073061675,NA,88.667065800083,NA,NA,3.57945232787022,NA,11.6555398313943,27.0101049808755,0,NA,12.1199389328826,9.72928521104178,48.3834092995505,51.6606223126951,181.177889130296,NA,NA,0.7690929512777,24.5187405030519,0,25.5868546562058,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,10.8691220869606,NA,NA,NA,NA
"6",NA,0,NA,NA,14.4218026030471,NA,182.616441038228,NA,NA,3.6556161921875,NA,0,73.9005113777333,5.4412725632904,NA,26.1882668874255,NA,151.496330087309,150.702898119778,422.026507423604,NA,NA,0,0,22.5887431318201,32.0985357158676,NA,NA,NA,NA,NA,NA,11.9873653632084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7",NA,0,NA,NA,NA,NA,329.038158721977,NA,NA,0,NA,9.46968449088468,154.437183803862,7.78513634282677,NA,40.7925475742256,NA,293.484215045845,NA,697.540438691129,NA,NA,0,0,NA,98.6480319800254,NA,NA,NA,NA,NA,NA,1.95861038579913,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"8",NA,4.30184269137982,NA,NA,50.2054204016262,NA,425.785769652343,43.7766715225883,NA,4.07423687649576,NA,0,271.009540374976,35.2905034029493,NA,107.277524239245,NA,NA,NA,NA,NA,NA,0,0,NA,171.010278945218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"9",NA,9.32771862702705,NA,NA,NA,NA,553.166521628138,73.5374474273844,NA,18.6064978031609,NA,0,368.570711165161,80.2618645234694,NA,195.222282738054,NA,600.116549742613,NA,NA,NA,NA,0,16.8602219897221,NA,233.598571257931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91059531488138,NA,NA,0,NA
"10",NA,14.6340304613434,NA,NA,NA,NA,643.469493356965,100.559473093116,NA,32.107296980485,NA,1.99368648601468,NA,152.21351354976,NA,247.482799554357,NA,711.618594001076,NA,NA,NA,NA,20.6688090854936,32.1114143152912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
