"date","observed","estimated","low.95%CI","upper.95%CI","run_timing_curve"
"26-Jun",,0,0,47,0
"27-Jun",,0,0,94,0
"28-Jun",,12,0,151,0
"29-Jun",,0,0,165,0
"30-Jun",,1,0,189,0
"1-Jul",,0,0,170,0
"2-Jul",,0,0,195,1
"3-Jul",,0,0,196,2
"4-Jul",,0,0,166,6
"5-Jul",,21,0,196,15
"6-Jul",,33,0,274,29
"7-Jul",145,,,,51
"8-Jul",,94,0,287,78
"9-Jul",,103,0,320,110
"10-Jul",,128,0,346,143
"11-Jul",,181,12,405,176
"12-Jul",,201,0,407,206
"13-Jul",,235,0,431,231
"14-Jul",,256,25,449,250
"15-Jul",,249,41,467,262
"16-Jul",,255,86,449,267
"17-Jul",,270,62,465,267
"18-Jul",229,,,,261
"19-Jul",329,,,,250
"20-Jul",264,,,,236
"21-Jul",225,,,,220
"22-Jul",215,,,,203
"23-Jul",98,,,,185
"24-Jul",112,,,,167
"25-Jul",205,,,,150
"26-Jul",127,,,,133
"27-Jul",184,,,,118
"28-Jul",194,,,,103
"29-Jul",114,,,,90
"30-Jul",110,,,,79
"31-Jul",101,,,,68
"1-Aug",64,,,,59
"2-Aug",58,,,,50
"3-Aug",31,,,,43
"4-Aug",25,,,,37
"5-Aug",30,,,,32
"6-Aug",17,,,,27
"7-Aug",14,,,,23
"8-Aug",20,,,,19
"9-Aug",15,,,,16
"10-Aug",5,,,,14
"11-Aug",10,,,,12
"12-Aug",3,,,,10
"13-Aug",7,,,,8
"14-Aug",5,,,,7
"15-Aug",5,,,,6
"16-Aug",5,,,,5
"17-Aug",3,,,,4
"18-Aug",2,,,,4
"19-Aug",7,,,,3
"20-Aug",4,,,,3
"21-Aug",4,,,,2
"22-Aug",1,,,,2
"23-Aug",0,,,,1
"24-Aug",1,,,,1
"25-Aug",1,,,,1
"26-Aug",3,,,,1
"27-Aug",1,,,,1
"28-Aug",0,,,,1
"29-Aug",0,,,,1
"30-Aug",3,,,,0
"31-Aug",4,,,,0
"1-Sep",0,,,,0
"2-Sep",1,,,,0
"3-Sep",2,,,,0
"4-Sep",0,,,,0
"5-Sep",1,,,,0
"6-Sep",0,,,,0
"7-Sep",0,,,,0
"8-Sep",1,,,,0
"9-Sep",0,,,,0
"10-Sep",1,,,,0
"11-Sep",1,,,,0
"12-Sep",1,,,,0
"13-Sep",0,,,,0
"14-Sep",0,,,,0
"15-Sep",0,,,,0
"16-Sep",1,,,,0
"17-Sep",0,,,,0
"18-Sep",0,,,,0
"19-Sep",0,,,,0
"20-Sep",0,,,,0
"21-Sep",0,,,,0
"22-Sep",0,,,,0
"23-Sep",0,,,,0
"24-Sep",0,,,,0
"25-Sep",0,,,,0
