year,term,estimate,std.error,statistic,p.value,conf.low,conf.high
2012,k,0.018791817057608066,6.099004057770809e-4,30.811288006383933,8.640966331431536e-54,0.0175822234509476,0.020001410664268533
2012,pop,204033.37759031658,7949.579101117451,25.665934635663437,1.4908442638999821e-46,188267.26239302993,219799.49278760323
2012,t,248.52650291506689,2.196898159755574,113.12609180878819,7.261610412234224e-110,244.16947356510485,252.88353226502892
2013,k,0.02222566181646308,6.945479640485542e-4,32.00018280509902,1.3150480035575258e-56,0.02084880148274384,0.023602522150182315
2013,pop,154470.16510766465,4109.693252240174,37.58678704875692,1.7731858154041873e-63,146323.17754790047,162617.15266742883
2013,t,230.2185635835074,1.4044320067373686,163.92289728452388,2.5138272302208013e-130,227.43444092880878,233.00268623820602
2014,k,0.007961423942707284,0.0014715471994574175,5.4102402869869115,3.305741867574941e-7,0.005047613514861125,0.010875234370553443
2014,pop,233161.14743958903,79701.95975793169,2.925412977895886,0.004120667970426227,75343.30676953407,390978.988109644
2014,t,318.25860635125724,38.13901235353871,8.344699736875272,1.476974288652963e-13,242.73955270182628,393.77766000068823
2015,k,0.015373308876815296,0.0012719443699583507,12.086463244708327,8.966411860085933e-21,0.01284747943920505,0.017899138314425543
2015,pop,453054.3460690442,71129.74429103071,6.369407771457056,7.152391814393728e-9,311804.77080196096,594303.9213361274
2015,t,284.4521005881654,9.041391121089111,31.46109893694111,2.3096848904905842e-51,266.49768969569647,302.4065114806344
2016,k,0.014886017983751087,0.0010143727909335586,14.67509589847242,2.2271899417326358e-27,0.012875142231845698,0.016896893735656476
2016,pop,218856.24718674328,22630.676123101082,9.670778106507292,2.8414896795528657e-16,173993.57118447562,263718.92318901094
2016,t,276.3279845451294,6.751816539626331,40.92646518508964,3.5335796646129536e-67,262.943295718497,289.71267337176187
2017,k,0.022432563291015173,0.001134171882574156,19.778803932347053,8.261771906482787e-39,0.020185987073104268,0.024679139508926078
2017,pop,128956.82345882848,5688.860724398251,22.668303849619928,3.07089900488207e-44,117688.28523565058,140225.3616820064
2017,t,235.9336470945527,2.304458036576253,102.38140306736967,8.226150482398456e-115,231.36895923754494,240.49833495156045
2018,k,0.017132625168307908,7.911133190305735e-4,21.656347777461445,1.2835159591640164e-43,0.015566537338085835,0.01869871299852998
2018,pop,243895.02904734132,15519.03265282429,15.715865447512616,4.202397259955645e-31,213173.55389358042,274616.5042011022
2018,t,268.07940633397436,3.753952865180554,71.41256589034997,2.2083400674321084e-101,260.64808169821845,275.5107309697303
2019,k,0.043062491175756355,8.765032867678713e-4,49.12986845097913,7.159618486829829e-81,0.04132692712591321,0.0447980552255995
2019,pop,139570.71609531122,1117.941095293626,124.84621656980337,4.95124536530166e-128,137357.0810706342,141784.35111998825
2019,t,214.43709894691952,0.30599355735883843,700.7895878521693,5.335317393061542e-217,213.83120114179667,215.04299675204237
2020,k,0.0249609207542092,8.74949942517185e-4,28.528398644610387,1.8387810160295545e-53,0.023227487112623166,0.026694354395795233
2020,pop,70503.05867288007,1961.429128998643,35.94473928755896,1.1145834352506075e-63,66617.11380612415,74389.00353963599
2020,t,235.50648652127083,1.3429349212636748,175.3670135405102,1.6521373886277013e-139,232.84589023129115,238.1670828112505
2021,k,0.013436843142142461,7.830293413332343e-4,17.160076171940197,2.2372408645223994e-33,0.011885668047872217,0.014988018236412706
2021,pop,183249.44086363426,17873.757076792415,10.252429865546757,7.139038732125917e-18,147841.66575861702,218657.2159686515
2021,t,286.89760222412235,6.78379758789221,42.29159235767589,1.6097547932556795e-71,273.4589514514807,300.336252996764
